gene	chr	start	end	mod_difference	dmr_qvalue	direction	n_k119ub_ctrl	n_k119ub_mut	net_k119ub
Csf2rb2	chr15	78282506	78305720	-0.0162661399174484	0.018823280332793	Hypomethylated	1	1	0
Vmn2r41	chr7	8136949	8161653	-0.05965234048868	0.018823341734953	Hypomethylated	0	0	0
Cst9	chr2	148835146	148838737	-0.0391565739919465	0.0189026459692266	Hypomethylated	0	0	0
Gapdhs	chr7	30729774	30743680	0.0196559262247971	0.0189329527207896	Hypermethylated	0	0	0
Prlhr	chr19	60466731	60468303	-0.0454492165149424	0.0189393738314579	Hypomethylated	1	1	0
Tomm7	chr5	23838943	23844160	0.0249030502362582	0.0189880979575873	Hypermethylated	0	0	0
Oas3	chr5	120753097	120777660	-0.0131677853896371	0.0190124583512397	Hypomethylated	0	0	0
Tubb4b	chr2	25222159	25224701	0.0321145545358299	0.0190671563264687	Hypermethylated	0	0	0
Wdr49	chr3	75274987	75482155	-0.00453405497725101	0.0190671563264687	Hypomethylated	0	0	0
Pnpla5	chr15	84112355	84123174	-0.0227143287573326	0.0190975887113595	Hypomethylated	1	0	-1
She	chr3	89831369	89858833	-0.00962608790028852	0.0191134471663642	Hypomethylated	0	0	0
Cmas	chr6	142756685	142775713	0.0127647564378999	0.0191201609532207	Hypermethylated	0	0	0
Rexo4	chr2	26953562	26964385	0.0195192561327628	0.0191258657737276	Hypermethylated	0	0	0
Fam25c	chr14	34351880	34355432	-0.0284732467367274	0.0191343118504582	Hypomethylated	0	0	0
Rlbp1	chr7	79374869	79387047	-0.0148194296226709	0.01914118411897	Hypomethylated	0	0	0
Gpr89	chr3	96868280	96905345	0.00818511591516635	0.0191640268832283	Hypermethylated	0	0	0
Adgrg3	chr8	95017691	95045249	-0.0126302723203424	0.0191672221198997	Hypomethylated	2	3	1
Gm28845	chr1	65100618	65119557	-0.0115902286127947	0.0192007694865924	Hypomethylated	0	0	0
Leap2	chr11	53422180	53423169	0.0645732129568519	0.019220172600577	Hypermethylated	0	0	0
Pidd1	chr7	141438112	141444024	0.0312713980917358	0.0192227629135011	Hypermethylated	0	0	0
Ecsit	chr9	22072245	22085437	0.0148807265714078	0.019228184466732	Hypermethylated	0	0	0
Soat2	chr15	102150525	102163468	-0.0145996662763135	0.0192420010704068	Hypomethylated	0	0	0
Npas2	chr1	39193730	39363235	-0.00401465260221989	0.01924283908475	Hypomethylated	2	2	0
Anapc16	chr10	59987408	60003134	0.0124917897090299	0.01924283908475	Hypermethylated	0	0	0
Eif1ax	chrX	159372177	159389927	0.014954670996949	0.019270873055683	Hypermethylated	0	0	0
Spns3	chr11	72494918	72550505	-0.0106946004469595	0.0193887998045456	Hypomethylated	0	0	0
Sec61b	chr4	47474657	47483241	0.014108763354884	0.019419083678519	Hypermethylated	16	18	2
Cdc25c	chr18	34732992	34751532	0.0101219773215435	0.0194208777073598	Hypermethylated	0	0	0
Ssh3	chr19	4261667	4269179	0.0281987435743327	0.0194480746094694	Hypermethylated	1	0	-1
Iltifb	chr10	118289628	118295037	0.0234950516952592	0.0194523394721994	Hypermethylated	0	0	0
Rfesd	chr13	76001534	76018718	0.0186913562687544	0.019469148185424	Hypermethylated	0	1	1
Mgat5	chr1	127205014	127488335	-0.0036469435340144	0.0195021445100367	Hypomethylated	1	1	0
Mme	chr3	63241536	63386029	-0.00530189219530708	0.0195108887256116	Hypomethylated	0	1	1
Nob1	chr8	107412485	107425050	0.0138554420287789	0.0195316848857126	Hypermethylated	0	0	0
Osgepl1	chr1	53313623	53326342	0.0182949856413583	0.0195978696630292	Hypermethylated	0	0	0
Lrpprc	chr17	84705246	84790788	0.00503203287842702	0.0196229162961604	Hypermethylated	0	0	0
Zfp280c	chrX	48541624	48594503	0.0112620219280922	0.0196232759819918	Hypermethylated	0	0	0
Gm42517	chr5	108366072	108367921	-0.0547434245277864	0.0196340702767727	Hypomethylated	0	0	0
Map6d1	chr16	20233302	20241357	0.026936014756533	0.0196340702767727	Hypermethylated	0	0	0
Zfp574	chr7	25072566	25083491	0.0221680912809187	0.0196411483529817	Hypermethylated	0	0	0
Kynu	chr2	43555328	43682714	-0.00558688613262837	0.0196443166970053	Hypomethylated	0	0	0
Kcnq5	chr1	21398402	21961941	-0.00263252918324886	0.0196660890619716	Hypomethylated	6	4	-2
Igf1	chr10	87858264	87937041	-0.00781125245471492	0.0196828702624731	Hypomethylated	1	0	-1
Tollip	chr7	141874812	141918506	0.0121137210203037	0.0197156279493388	Hypermethylated	0	0	0
Prdm5	chr6	65778987	65937009	0.00474954896314617	0.0197330253797805	Hypermethylated	1	3	2
Cdh5	chr8	104101624	104144510	-0.00806371378685522	0.019758417239632	Hypomethylated	4	4	0
Kif5a	chr10	127225695	127263347	-0.00946348664619678	0.0197616589885431	Hypomethylated	0	0	0
Rab42	chr4	132302196	132303384	-0.0766797460172801	0.0197635102667208	Hypomethylated	0	0	0
Ap3s2	chr7	79875324	79920648	0.00867557251779916	0.019807698701457	Hypermethylated	0	0	0
Serpinb3b	chr1	107153939	107278360	-0.00663882913405045	0.0198462569917059	Hypomethylated	0	0	0
Msantd1	chr5	34908011	34923838	-0.0169276133303716	0.0198462569917059	Hypomethylated	0	0	0
Pkdcc	chr17	83215291	83225069	-0.0212117878080669	0.0198462569917059	Hypomethylated	10	5	-5
2610528A11Rik	chr14	37102139	37114021	-0.0206555167964765	0.0198736704861059	Hypomethylated	0	0	0
Wwp2	chr8	107436364	107558594	-0.00557042669375563	0.0199124632732005	Hypomethylated	1	1	0
Ddx1	chr12	13216972	13249212	0.0102870155096324	0.0199157795608319	Hypermethylated	0	0	0
Sema3e	chr5	14025275	14256688	0.00374416791008481	0.0199329031427805	Hypermethylated	0	1	1
Lcn11	chr2	25777016	25780278	-0.0330168779838645	0.0199517065254124	Hypomethylated	0	0	0
H2ab1	chrX	117014756	117015103	0.0710819302697705	0.0199517065254124	Hypermethylated	0	0	0
Dcaf10	chr4	45342100	45379758	0.0106054058841994	0.0199612665503387	Hypermethylated	0	0	0
Pcdha7	chr18	36973801	37187656	0.00489524625701654	0.0199612665503387	Hypermethylated	0	0	0
Commd2	chr3	57644348	57651714	0.0204791803885115	0.0199766085490954	Hypermethylated	0	0	0
Prox1	chr1	190118034	190170713	-0.00778372522051118	0.019989956708294	Hypomethylated	3	3	0
Syn3	chr10	86055124	86498895	0.00310892426756526	0.0200229779903216	Hypermethylated	3	3	0
Vps41	chr13	18717285	18866810	0.00490348528490769	0.0200278708959442	Hypermethylated	0	0	0
Nipsnap3a	chr4	52989271	53001161	-0.0210049941411166	0.0200323695424045	Hypomethylated	0	0	0
Amigo2	chr15	97244124	97247286	-0.0193133012337902	0.0200323695424045	Hypomethylated	0	0	0
Cryge	chr1	65048553	65051148	-0.0375607817338159	0.0200731835579214	Hypomethylated	0	0	0
Slc34a2	chr5	53038080	53071663	-0.00863504312430852	0.0200817497771952	Hypomethylated	1	1	0
Ugt2a3	chr5	87324971	87337194	-0.0216322424749442	0.0200887818479083	Hypomethylated	0	0	0
Tafa3	chr3	104767405	104781839	-0.0173793415012626	0.0200955551183298	Hypomethylated	1	1	0
Wdr12	chr1	60069784	60098644	0.0117166235823917	0.0201035801014706	Hypermethylated	0	0	0
Rasl11a	chr5	146845070	146847725	-0.0386456380790733	0.0201447450457553	Hypomethylated	0	0	0
Ampd3	chr7	110768205	110812404	-0.00936792397529729	0.0201975779914221	Hypomethylated	5	5	0
B230307C23Rik	chr16	97997314	98031800	0.00989500615111438	0.0202439425487852	Hypermethylated	0	1	1
Matk	chr10	81252934	81263364	-0.0239195481494371	0.0202460578223954	Hypomethylated	0	0	0
Lcp2	chr11	34046919	34092294	-0.0079276081235673	0.0202829567976379	Hypomethylated	0	0	0
Serpinf2	chr11	75431731	75439590	-0.0180618800673475	0.0202829567976379	Hypomethylated	1	0	-1
Rab26	chr17	24527240	24534209	-0.0168476409974114	0.0203123017668959	Hypomethylated	0	0	0
Slc9a6	chrX	56609756	56664229	0.0107612809260645	0.0203265876583591	Hypermethylated	0	0	0
Tas2r119	chr15	32177288	32178293	-0.0633722648237969	0.0203533411202816	Hypomethylated	11	17	6
Runx2	chr17	44495986	44814796	-0.00295606673197579	0.0203642287369281	Hypomethylated	0	0	0
Mvb12b	chr2	33729952	33887945	0.00572388789464306	0.0203987556803836	Hypermethylated	4	1	-3
Nup62cl	chrX	140006804	140062711	-0.00742906143351507	0.0204056819573178	Hypomethylated	1	1	0
Slco1a6	chr6	142085760	142208520	-0.00607041754487636	0.0204224139410413	Hypomethylated	0	0	0
Rangrf	chr11	68972483	68975184	0.0336027173045238	0.0204245233983928	Hypermethylated	0	0	0
Eva1a	chr6	82041042	82093098	-0.00872714330077462	0.0204320268327053	Hypomethylated	1	0	-1
Rnf216	chr5	142990892	143112993	0.00685722205099304	0.0204478317714825	Hypermethylated	0	0	0
Lag3	chr6	124904360	124911704	-0.0229496415240015	0.0204743866792422	Hypomethylated	0	0	0
Gpm6b	chrX	166238910	166388987	0.0099651953375467	0.0204795340155123	Hypermethylated	0	0	0
Sult3a1	chr10	33857720	33879531	0.0171253926385379	0.0204813235616647	Hypermethylated	0	0	0
Naca	chr10	128035574	128048636	0.0209213583347094	0.0205113590008697	Hypermethylated	0	0	0
Tspoap1	chr11	87760540	87785927	0.0172493061847292	0.0205113590008697	Hypermethylated	0	1	1
Znhit1	chr5	136982163	136988020	0.0253847162956374	0.0205338761729472	Hypermethylated	0	0	0
Ass1	chr2	31470206	31520671	-0.00899205282406801	0.0205386435916478	Hypomethylated	2	1	-1
H2-M9	chr17	36639284	36642665	-0.0472893045743538	0.0205772409450786	Hypomethylated	0	0	0
Bend4	chr5	67392146	67428309	-0.0062443763681872	0.020585152826278	Hypomethylated	1	1	0
Tnfsf13b	chr8	10006466	10039071	-0.0101306397356916	0.020585152826278	Hypomethylated	0	1	1
Trim16	chr11	62820230	62850807	-0.0109153231062128	0.0205995528152653	Hypomethylated	0	0	0
Olfr1359	chr13	21698110	21706832	0.0155848109013752	0.0205995528152653	Hypermethylated	0	0	0
Vmn2r4	chr3	64383043	64415367	-0.0116522272873034	0.0206210281861938	Hypomethylated	0	0	0
Myg1	chr15	102331708	102338138	0.0228579705612985	0.0206517537375096	Hypermethylated	0	0	0
Morn5	chr2	36049457	36079717	-0.012481981468193	0.0207256736555251	Hypomethylated	0	0	0
Paqr3	chr5	97082328	97111595	0.00861795904869678	0.0207488647370737	Hypermethylated	1	5	4
Mark4	chr7	19424774	19458820	-0.010128977441189	0.0207621729359929	Hypomethylated	0	0	0
Pmis2	chr7	30670721	30671604	0.040449035388674	0.0207621729359929	Hypermethylated	0	0	0
Osbpl9	chr4	109061144	109202271	0.00580081068225236	0.0207685426710211	Hypermethylated	0	1	1
Pik3cd	chr4	149649167	149702570	-0.00743936913548171	0.0207708735225389	Hypomethylated	1	0	-1
Krt9	chr11	100186780	100193245	0.0219027087611993	0.0208169391999273	Hypermethylated	0	0	0
Dnase2a	chr8	84908559	84922914	0.0153666163713684	0.0208388267084988	Hypermethylated	0	0	0
Otub2	chr12	103388681	103406349	0.0151024869493229	0.0208388267084988	Hypermethylated	1	1	0
Alppl2	chr1	87086693	87089927	-0.0215878037909847	0.0209111953287053	Hypomethylated	7	4	-3
Igsf6	chr7	121064066	121074571	0.0166797222399375	0.0209358285007121	Hypermethylated	0	0	0
Agrn	chr4	156165289	156197487	-0.00868041361627092	0.0209362616147896	Hypomethylated	1	1	0
Dnmt3l	chr10	78041946	78063621	-0.0124801038221619	0.0209943417600399	Hypomethylated	0	0	0
Piwil1	chr5	128702523	128755473	-0.00736023504922001	0.0210238613915867	Hypomethylated	2	1	-1
Cbln4	chr2	172036232	172043465	-0.0189114909311763	0.021024357961099	Hypomethylated	1	1	0
Chrna9	chr5	65934920	65977325	-0.00714137804813031	0.0210274449423595	Hypomethylated	0	0	0
Rmc1	chr18	12168716	12190657	0.0107585502721916	0.021050302086639	Hypermethylated	1	1	0
Plin3	chr17	56277475	56292872	-0.0146676508083781	0.0211133682249503	Hypomethylated	0	0	0
Ubqln2	chrX	153498226	153501569	-0.039158528033443	0.0211173862574768	Hypomethylated	0	0	0
Catsper3	chr13	55784567	55808997	-0.0100392962619306	0.0211323199818851	Hypomethylated	0	0	0
Sbspon	chr1	15853861	15892721	-0.00995565138447507	0.0211330448763762	Hypomethylated	1	2	1
Anks4b	chr7	120173857	120185585	-0.0188372391295141	0.0211695481259329	Hypomethylated	0	0	0
Rhobtb2	chr14	69784989	69805635	0.0116816709446722	0.0211720813125265	Hypermethylated	0	0	0
Rnase4	chr14	51091076	51106150	-0.0161042906342856	0.0211770966217166	Hypomethylated	2	2	0
Rhcg	chr7	79593362	79617656	-0.0136070214769152	0.0211821979991127	Hypomethylated	3	2	-1
Olfr523	chr7	140173216	140178757	-0.0300524256400523	0.0211949862736178	Hypomethylated	0	0	0
Nsun3	chr16	62732443	62786817	0.00761703145506076	0.0211949862736178	Hypermethylated	0	1	1
Tpmt	chr13	47022481	47044736	0.00987329126442982	0.0212261100631352	Hypermethylated	0	0	0
Obox1	chr7	15388947	15556865	-0.00843015479821885	0.0212293678198732	Hypomethylated	0	0	0
Cars	chr7	143557229	143600089	0.009348915205453	0.0212455920291411	Hypermethylated	0	0	0
Gata4	chr14	63198921	63271691	-0.00769944016364471	0.0212455920291411	Hypomethylated	7	4	-3
Vegfd	chrX	164373377	164402649	-0.0110832631782647	0.0212611921769584	Hypomethylated	0	0	0
Gan	chr8	117158134	117215996	0.00631260955911428	0.0212749329742064	Hypermethylated	0	0	0
Tent5c	chr3	100451627	100489323	-0.00938169689626567	0.0212759468672869	Hypomethylated	1	1	0
Gm26938	chr5	139807977	139826406	0.0171373376163929	0.0213692500927273	Hypermethylated	0	0	0
Epb41l1	chr2	156420908	156543213	0.00580257147306118	0.0213912576209561	Hypermethylated	3	1	-2
Tnfrsf1b	chr4	145213462	145246869	-0.013575902323153	0.0214251041208197	Hypomethylated	0	0	0
Pagr1a	chr7	127015032	127017351	0.02802827781453	0.0214585902947043	Hypermethylated	0	0	0
Ndufaf7	chr17	78937135	78948051	0.0159419045461984	0.0214829082367185	Hypermethylated	0	0	0
Nsg1	chr5	38137191	38159906	0.0155076835853149	0.021530861027641	Hypermethylated	2	2	0
Abca9	chr11	110100748	110168195	-0.00587485343237437	0.021530861027641	Hypomethylated	0	0	0
Osgep	chr14	50906477	50924892	0.0134159954328669	0.0215708582125269	Hypermethylated	0	0	0
Dpy30	chr17	74299473	74323943	0.012185418749751	0.021583007233932	Hypermethylated	0	0	0
Klhl36	chr8	119862265	119876994	0.01197915980415	0.0216324742168844	Hypermethylated	1	1	0
Gli1	chr10	127329881	127341973	-0.0166839031662042	0.0216451633222735	Hypomethylated	1	1	0
Pdcd1lg2	chr19	29410918	29471160	-0.00734376670790815	0.0216451633222735	Hypomethylated	0	0	0
H1f8	chr6	115944937	115950235	0.0276193035778547	0.0217067648694891	Hypermethylated	1	4	3
Klra1	chr6	130363916	130386873	-0.0180648228148628	0.0217067648694891	Hypomethylated	0	0	0
Defb2	chr8	21839925	21843481	-0.0401582777539873	0.0217067648694891	Hypomethylated	0	0	0
Slc25a48	chr13	56438354	56474238	-0.0103713542526143	0.0217067648694891	Hypomethylated	5	3	-2
Mmut	chr17	40934684	40961987	0.010107343442146	0.0217320883366867	Hypermethylated	0	0	0
Rhbg	chr3	88242873	88254708	-0.0226041124578489	0.0217321057482616	Hypomethylated	1	0	-1
Dazl	chr17	50279394	50293635	0.0176979406313983	0.0217485745357318	Hypermethylated	0	3	3
Zcwpw1	chr5	137787797	137822620	-0.00981035920855589	0.0217583345515451	Hypomethylated	0	0	0
Rdh19	chr10	127849927	127861175	-0.0222580447953427	0.0217823138066652	Hypomethylated	0	0	0
Eif3i	chr4	129591959	129600647	0.0167991649691663	0.0218228318538099	Hypermethylated	0	0	0
Cyb561d2	chr9	107539006	107542192	0.0327243269779151	0.0218228318538099	Hypermethylated	0	0	0
Ctrl	chr8	105932002	105933861	-0.0304282828560141	0.0218233143074034	Hypomethylated	0	0	0
Hps1	chr19	42755104	42779977	-0.009939869952865	0.0218233143074034	Hypomethylated	1	1	0
Adcy7	chr8	88272402	88329961	-0.00844433155501401	0.0218623269415037	Hypomethylated	5	4	-1
Insrr	chr3	87796950	87816100	-0.0155461825207347	0.0218856195452889	Hypomethylated	1	2	1
Zmynd11	chr13	9684832	9765329	0.00673896512001659	0.0218856195452889	Hypermethylated	1	1	0
Rps15	chr10	80292452	80294113	0.0313976275256994	0.0219217190900281	Hypermethylated	0	0	0
Ftl1-ps1	chr13	74399693	74407345	-0.0254197360935505	0.0219432858039412	Hypomethylated	0	0	0
Neil3	chr8	53586866	53639064	-0.00725199195320758	0.0219646377175835	Hypomethylated	2	2	0
Lrp8	chr4	107801868	107876839	0.00757768482930332	0.0219709282230444	Hypermethylated	2	2	0
Pcdhb2	chr18	37294811	37297623	0.0226274158405871	0.0219857641946642	Hypermethylated	0	0	0
Grk6	chr13	55445071	55460926	0.0155531102374773	0.022007283445063	Hypermethylated	1	1	0
Dnajb12	chr10	59879555	59899301	0.0145464052270041	0.0220532426592067	Hypermethylated	1	0	-1
Fam209	chr2	172472519	172474330	-0.048390866225952	0.022062911385986	Hypomethylated	0	0	0
Klra2	chr6	131219222	131247361	-0.0147270988372986	0.0220797079378746	Hypomethylated	0	0	0
6720489N17Rik	chr13	62603012	62624181	0.0104207366554547	0.0220941763576865	Hypermethylated	0	0	0
Gm49354	chr13	59758934	59782244	0.0152023139885054	0.022139698333212	Hypermethylated	0	0	0
Gm1141	chrX	71920946	71940869	-0.01225846497774	0.0221785304253295	Hypomethylated	0	0	0
Snrnp35	chr5	124483133	124491123	0.0198045032068865	0.0221908438399485	Hypermethylated	0	0	0
Higd1b	chr11	102835848	102838039	0.0425106017626575	0.0221978590698696	Hypermethylated	0	0	0
Gm525	chr11	89073840	89093039	0.0136436948279824	0.0222082177723622	Hypermethylated	2	1	-1
Il17rc	chr6	113471426	113483139	-0.019834736035001	0.0223237024199025	Hypomethylated	1	1	0
Abhd11	chr5	135009151	135012174	0.0431359928526308	0.022342263149624	Hypermethylated	1	1	0
Dsg1b	chr18	20376728	20410195	-0.0122087403540965	0.0223616243646829	Hypomethylated	0	0	0
Gfm1	chr3	67430095	67476528	0.00667445720135962	0.0223927671280785	Hypermethylated	0	0	0
Rgr	chr14	37034908	37048963	0.0146314760665665	0.022396580243998	Hypermethylated	1	0	-1
Ppa1	chr10	61648551	61674167	0.00946473922412106	0.0224273364144165	Hypermethylated	1	2	1
Rps6	chr4	86854659	86857411	0.0342894938054308	0.022481665161764	Hypermethylated	0	0	0
Grhl2	chr15	37233035	37363568	0.00482705602356714	0.0224845857989578	Hypermethylated	3	3	0
Rpain	chr11	70970212	70977832	0.0219191903094033	0.0225266129163064	Hypermethylated	0	0	0
Clec2e	chr6	129091997	129100912	0.0233485396921603	0.0225334558255254	Hypermethylated	0	0	0
Fam32a	chr8	72219729	72224417	0.0333007042295334	0.0225511108641986	Hypermethylated	0	0	0
Txndc5	chr13	38500078	38528823	-0.00895770275370167	0.0225559087008783	Hypomethylated	1	1	0
Iqch	chr9	63421454	63602492	-0.0041221397109259	0.0226265602031263	Hypomethylated	0	0	0
Ltb	chr17	35194438	35196319	-0.046262730305567	0.0226265602031263	Hypomethylated	0	0	0
Maged1	chrX	94535473	94542142	-0.0295617871114506	0.0226661292845193	Hypomethylated	0	1	1
Sertad1	chr7	27486909	27490315	0.0305693852755914	0.0227290594999806	Hypermethylated	0	0	0
Ms4a4d	chr19	11536800	11558466	-0.0167336426897544	0.0227454401840371	Hypomethylated	0	0	0
Car13	chr3	14641726	14663001	-0.0145103680017137	0.0227692358811826	Hypomethylated	0	0	0
Nox3	chr17	3635239	3696260	-0.00787388793375787	0.0227924286968937	Hypomethylated	0	0	0
Dpm2	chr2	32570857	32573578	0.030865384495956	0.0228515445531564	Hypermethylated	0	0	0
Fam118a	chr15	85028947	85062829	0.0113262122754514	0.0228862373858351	Hypermethylated	0	0	0
Nagk	chr6	83794981	83804017	0.0221659829175195	0.0228872037595296	Hypermethylated	0	0	0
Noto	chr6	85423885	85428876	-0.0269743449435361	0.0228872037595296	Hypomethylated	1	1	0
Has2	chr15	56665626	56694538	-0.0125274868517391	0.0228872037595296	Hypomethylated	2	1	-1
Gnas	chr2	174284319	174346743	0.00707428623439377	0.0228979783026109	Hypermethylated	1	1	0
Avpr1b	chr1	131599238	131611999	-0.0150350362567857	0.0229161375205613	Hypomethylated	0	0	0
Elovl2	chr13	41182380	41220404	-0.00736536625343898	0.022926242648201	Hypomethylated	0	0	0
Ece2	chr16	20629827	20646484	0.016396841552067	0.022961771914548	Hypermethylated	0	0	0
Cyp4f16	chr17	32536557	32551797	0.0210445781873769	0.022968331942167	Hypermethylated	0	0	0
Mtcp1	chrX	75410443	75416587	0.0415854994936809	0.0229711230558149	Hypermethylated	0	0	0
Fam3c	chr6	22306519	22356242	0.00682174316277917	0.022971793494465	Hypermethylated	1	1	0
Pkp2	chr16	16213317	16272711	-0.00841170931063839	0.022971793494465	Hypomethylated	1	1	0
Pdha1	chrX	160122208	160138412	-0.0185287704276714	0.0230168021470537	Hypomethylated	0	0	0
Zfp438	chr18	5210028	5334806	0.00596326246872647	0.0230905195481119	Hypermethylated	1	5	4
Ptf1a	chr2	19445662	19447500	-0.0414656319750717	0.0231009772155805	Hypomethylated	1	1	0
Atp8b2	chr3	89939480	89963507	0.0123021064078583	0.0231009772155805	Hypermethylated	1	1	0
Cyp27a1	chr1	74713573	74737891	-0.0107912419959876	0.0231118749315517	Hypomethylated	1	0	-1
Eri3	chr4	117550364	117674296	-0.00602069635007874	0.0231469512042905	Hypomethylated	1	1	0
Saysd1	chr14	20075635	20138533	-0.00842580466646226	0.0231788165636347	Hypomethylated	0	0	0
Prkcq	chr2	11172107	11301221	-0.00425077258665807	0.0231986683011452	Hypomethylated	1	1	0
Rpsa	chr9	120127688	120132368	0.0300727927376713	0.0232152460049246	Hypermethylated	0	0	0
Apol10a	chr15	77477046	77491068	-0.0187437410835388	0.0232162018865479	Hypomethylated	0	0	0
Mrpl4	chr9	21002737	21008838	0.0371691101961948	0.0232260788257963	Hypermethylated	0	0	0
