PeakID (cmd=annotatePeaks.pl /expanse/lustre/projects/csd940/ctea/homer/homer_scripts/reference_peaks/Superenhancers_P60.bed mm10 -size 1000 -bedGraph /expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M2/tagdirs/tagdirs.25x50kb.PC1.bedGraph /expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M2/tagdirs/tagdirs.25x50kb.PC1.bedGraph)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M2/tagdirs/tagdirs.25x50kb.PC1.bedGraph bedGraph avg over 1000 bp	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M2/tagdirs/tagdirs.25x50kb.PC1.bedGraph bedGraph avg over 1000 bp
SE_12_052300052	chr18	61351453	61352453	+	0	NA	intron (NM_133249, intron 1 of 11)	intron (NM_133249, intron 1 of 11)	45947	NR_029879	723889		NR_029879	ENSMUSG00000105200	Mir378a	Mir378|Mirn378|mmu-mir-378|mmu-mir-378a	microRNA 378a	ncRNA	1.702	1.570
SE_12_052300666	chr6	145862420	145863420	+	0	NA	exon (NM_024469, exon 5 of 5)	exon (NM_024469, exon 5 of 5)	2500	NM_001271768	79362		NM_024469	ENSMUSG00000030256	Bhlhe41	6430520M22Rik|Bhlhb2l|Bhlhb3|DEC2|Sharp1	basic helix-loop-helix family, member e41	protein-coding	1.363	1.382
SE_12_052300734	chr15	39728814	39729814	+	0	NA	Intergenic	RMER17A2|LTR|ERVK	-16616	NM_001289512	75766		NM_029422	ENSMUSG00000022303	Dcstamp	4833414I07Rik|DC-STAMP|FIND|Tm7sf4|mDC-STAMP	dendrocyte expressed seven transmembrane protein	protein-coding	1.609	1.589
SE_12_052300942	chr2	152700496	152701496	+	0	NA	intron (NM_010376, intron 11 of 11)	intron (NM_010376, intron 11 of 11)	13848	NM_025543	66405		NM_025543	ENSMUSG00000042814	Mcts2	2400002F11Rik|MCT-2	malignant T cell amplified sequence 2	protein-coding	1.751	1.673
SE_12_052300641	chr17	26515139	26516139	+	0	NA	Intergenic	Intergenic	-7167	NM_013642	19252		NM_013642	ENSMUSG00000024190	Dusp1	3CH134|MKP1|Ptpn16|erp|mkp-1	dual specificity phosphatase 1	protein-coding	1.515	1.471
SE_12_052300316	chr9	112206010	112207010	+	0	NA	intron (NM_001362019, intron 1 of 11)	L1Md_T|LINE|L1	10751	NM_001177617	74100		NM_028755	ENSMUSG00000032503	Arpp21	0710001E13Rik|ARPP-21|D9Bwg1012e|R3hdm3|Tarpp	cyclic AMP-regulated phosphoprotein, 21	protein-coding	1.363	1.355
SE_12_052300141	chr7	139438012	139439012	+	0	NA	intron (NM_001355162, intron 1 of 15)	intron (NM_001355162, intron 1 of 15)	38018	NM_001355162	212111		NM_183144	ENSMUSG00000025477	Inpp5a	-	inositol polyphosphate-5-phosphatase A	protein-coding	1.563	1.447
SE_12_052300166	chr14	25369647	25370647	+	0	NA	Intergenic	Intergenic	-89038	NM_183208	328365		NM_183208	ENSMUSG00000007817	Zmiz1	E330020C23|Gm10397|I920194n01|Rai17|Zimp10	zinc finger, MIZ-type containing 1	protein-coding	1.441	1.303
SE_12_052300176	chr11	93163098	93164098	+	0	NA	intron (NM_001361708, intron 2 of 9)	intron (NM_001361708, intron 2 of 9)	64308	NM_028296	72605		NM_028296	ENSMUSG00000056158	Car10	2700029L05Rik|Ca10	carbonic anhydrase 10	protein-coding	0.785	0.592
SE_12_052301018	chr5	102115243	102116243	+	0	NA	Intergenic	Intergenic	-45822	NM_172882	72145		NM_028124	ENSMUSG00000043940	Wdfy3	2610509D04Rik|ALFY|B930017C24|BWF1|Bchs|D5Ertd66e|Ggtb3|ZFYVE25|mKIAA0993	WD repeat and FYVE domain containing 3	protein-coding	1.166	1.089
SE_12_052300302	chr4	9638511	9639511	+	0	NA	intron (NM_001177856, intron 2 of 4)	intron (NM_001177856, intron 2 of 4)	4706	NM_001177854	65973		NM_023066	ENSMUSG00000028207	Asph	2310005F16Rik|3110001L23Rik|BAH|cI-37	aspartate-beta-hydroxylase	protein-coding	1.245	1.081
SE_12_052300730	chr4	134761695	134762695	+	0	NA	intron (NM_145554, intron 1 of 8)	B1_Mur1|SINE|Alu	5809	NM_145554	100017		NM_145554	ENSMUSG00000037295	Ldlrap1	ARH2|Arh|Arh1|FHCB1|FHCB2	low density lipoprotein receptor adaptor protein 1	protein-coding	1.436	1.397
SE_12_052300918	chr12	105341665	105342665	+	0	NA	intron (NR_045047, intron 2 of 2)	(CA)n|Simple_repeat|Simple_repeat	5172	NR_125773	69952		NM_001416144	ENSMUSG00000097929	Tunar	2810011L19Rik|BNLN|Tuna|pTUNAR	Tcl1 upstream neural differentiation associated RNA	protein-coding	1.487	1.480
SE_12_052300665	chr4	138047073	138048073	+	0	NA	intron (NM_001369131, intron 3 of 9)	intron (NM_001369131, intron 3 of 9)	49748	NM_001355699	230861		NM_172703	ENSMUSG00000028760	Eif4g3	1500002J22Rik|4930523M17Rik|G1-419-52|Gm32394|eIF4GII|repro8	eukaryotic translation initiation factor 4 gamma, 3	protein-coding	1.318	1.233
SE_12_052300675	chr6	28552496	28553496	+	0	NA	intron (NM_019776, intron 10 of 23)	intron (NM_019776, intron 10 of 23)	72648	NM_019776	56463		NM_019776	ENSMUSG00000001424	Snd1	Tudor-SN	staphylococcal nuclease and tudor domain containing 1	protein-coding	1.522	1.539
SE_12_052300514	chr9	27317275	27318275	+	0	NA	intron (NM_001384264, intron 4 of 13)	intron (NM_001384264, intron 4 of 13)	18530	NM_001384264	235086		NM_001033323	ENSMUSG00000034275	Igsf9b	AI854107|Gm508|mKIAA1030	immunoglobulin superfamily, member 9B	protein-coding	1.523	1.361
SE_12_052300179	chr11	106808640	106809640	+	0	NA	intron (NM_177088, intron 8 of 19)	intron (NM_177088, intron 8 of 19)	19888	NM_177088	320162		NM_177088	ENSMUSG00000018372	Cep95	4732496G21Rik|AI118346|Ccdc45|D330027A14Rik|F630025I20Rik	centrosomal protein 95	protein-coding	1.416	1.374
SE_12_052300319	chr9	44493361	44494361	+	0	NA	intron (NM_001357490, intron 1 of 7)	intron (NM_001357490, intron 1 of 7)	-5275	NM_030256	80288		NM_030256	ENSMUSG00000063382	Bcl9l	B9L|BCL9-2|DLNB11	B cell CLL/lymphoma 9-like	protein-coding	1.597	1.536
SE_12_052300169	chr4	140197030	140198030	+	0	NA	intron (NM_198610, intron 1 of 9)	intron (NM_198610, intron 1 of 9)	49281	NM_198610	230868		NM_198610	ENSMUSG00000040972	Igsf21	Gm141	immunoglobulin superfamily, member 21	protein-coding	1.460	1.356
SE_12_052300510	chr2	160910621	160911621	+	0	NA	intron (NM_182840, intron 1 of 3)	intron (NM_182840, intron 1 of 3)	1218	NM_182840	280635		NM_182840	ENSMUSG00000050700	Emilin3	1110013O17Rik|EMILIN-3|EMILIN-5|EMILIN-T|Emilin5	elastin microfibril interfacer 3	protein-coding	1.642	1.611
SE_12_052300811	chr12	118095522	118096522	+	0	NA	intron (NM_010060, intron 28 of 81)	C-rich|Low_complexity|Low_complexity	103021	NM_010060	13411		NM_010060	ENSMUSG00000018581	Dnah11	Dnahc11|avc4|b2b1203Clo|b2b1279Clo|b2b1289Clo|b2b1727Clo|b2b598Clo|iv|lrd	dynein, axonemal, heavy chain 11	protein-coding	1.123	0.934
SE_12_052300669	chr5	23422328	23423328	+	0	NA	intron (NR_165301, intron 1 of 4)	intron (NR_165301, intron 1 of 4)	10508	NR_165300	269630		NM_001033370	ENSMUSG00000073147	5031425E22Rik	-	RIKEN cDNA 5031425E22 gene	ncRNA	1.077	1.146
SE_12_052301023	chr1	152086269	152087269	+	0	NA	intron (NM_197990, intron 1 of 5)	intron (NM_197990, intron 1 of 5)	3551	NM_197990	69399		NM_197990	ENSMUSG00000032666	1700025G04Rik	2610510E02Rik|2900042O04Rik	RIKEN cDNA 1700025G04 gene	protein-coding	1.486	1.409
SE_12_052300679	chr7	16310440	16311440	+	0	NA	5' UTR (NM_001382550, exon 1 of 4)	5' UTR (NM_001382550, exon 1 of 4)	509	NM_001382549	170770		NM_133234	ENSMUSG00000002083	Bbc3	PUMA|PUMA/JFY1	BCL2 binding component 3	protein-coding	1.392	1.277
SE_12_052300923	chr13	101223892	101224892	+	0	NA	Intergenic	MLT1A0|LTR|ERVL-MaLR	-7735	NR_046158	328324		NR_046158	ENSMUSG00000114590	5930438M14Rik	5930438M14	RIKEN cDNA 5930438M14 gene	ncRNA	1.592	1.617
SE_12_052300175	chr2	28531590	28532590	+	0	NA	intron (NM_009058, intron 1 of 17)	intron (NM_009058, intron 1 of 17)	-1374	NM_001145836	19730		NM_009058	ENSMUSG00000026821	Ralgds	Gnds|Rgds|mKIAA1308	ral guanine nucleotide dissociation stimulator	protein-coding	1.650	1.693
SE_12_052300483	chr2	32595792	32596792	+	0	NA	intron (NM_001276425, intron 5 of 5)	B1_Mur4|SINE|Alu	-3417	NM_001025311	50935		NM_016973	ENSMUSG00000026811	St6galnac6	ST6GalNAcVI|Siat7f	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6	protein-coding	1.530	1.454
SE_12_052300165	chr11	60259115	60260115	+	0	NA	intron (NM_001039092, intron 6 of 13)	intron (NM_001039092, intron 6 of 13)	-37034	NM_001358315	20787		NM_011480	ENSMUSG00000020538	Srebf1	ADD1|SREBP1|bHLHd1	sterol regulatory element binding transcription factor 1	protein-coding	1.443	1.415
SE_12_052300547	chr19	44397878	44398878	+	0	NA	intron (NM_009127, intron 5 of 5)	intron (NM_009127, intron 5 of 5)	9331	NM_009127	20249		NM_009127	ENSMUSG00000037071	Scd1	Scd|Scd-1|ab	stearoyl-Coenzyme A desaturase 1	protein-coding	1.663	1.656
SE_12_052300315	chr15	81782017	81783017	+	0	NA	intron (NM_001081016, intron 15 of 22)	MIRb|SINE|MIR	20096	NR_155271	100504312		NR_155271	ENSMUSG00000097613	Gm17597	-	predicted gene, 17597	ncRNA	1.432	1.375
SE_12_052300005	chr17	27474672	27475672	+	0	NA	intron (NM_001379317, intron 1 of 9)	intron (NM_001379317, intron 1 of 9)	21362	NM_001360192	268934		NM_001013385	ENSMUSG00000063239	Grm4	Gprc1d|mGluR4	glutamate receptor, metabotropic 4	protein-coding	1.201	1.115
SE_12_052300778	chr17	26693776	26694776	+	0	NA	intron (NM_025272, intron 2 of 3)	intron (NM_025272, intron 2 of 3)	17880	NM_025272	11974		NM_025272	ENSMUSG00000015575	Atp6v0e	Atp6k|Atp6v0e1|M9.2	ATPase, H+ transporting, lysosomal V0 subunit E	protein-coding	1.554	1.512
SE_12_052300359	chr2	90866959	90867959	+	0	NA	TTS (NM_001317241)	TTS (NM_001317241)	-18327	NM_026161	67445		NM_026161	ENSMUSG00000040794	C1qtnf4	0710001E10Rik|9430004J15Rik|Adin|CTRP4	C1q and tumor necrosis factor related protein 4	protein-coding	1.681	1.631
SE_12_052300768	chr7	49162254	49163254	+	0	NA	promoter-TSS (NR_154465)	promoter-TSS (NR_154465)	-596	NR_154465	108167511		NR_154465		9130015G15Rik	-	RIKEN cDNA 9130015G15 gene	ncRNA	1.392	1.292
SE_12_052300784	chr1	75381824	75382824	+	0	NA	intron (NM_001085371, intron 1 of 10)	CpG	210	NM_001085371	11790		NM_007463	ENSMUSG00000026207	Speg	APEG-1|Apeg1|BPEG|D1Bwg1450e|SPEGalpha|SPEGbeta|mKIAA1297	SPEG complex locus	protein-coding	1.441	1.440
SE_12_052300554	chr11	97358379	97359379	+	0	NA	Intergenic	B2_Mm1a|SINE|B2	-3413	NM_138657	192157		NM_138657	ENSMUSG00000038485	Socs7	2310063P06Rik|Nap4	suppressor of cytokine signaling 7	protein-coding	1.444	1.410
SE_12_052300897	chr15	31987342	31988342	+	0	NA	Intergenic	Intergenic	-189447	NM_020503	57254		NM_020503	ENSMUSG00000045267	Tas2r119	T2r19|Tas2r19|mGR19|mt2r19	taste receptor, type 2, member 119	protein-coding	1.251	1.196
SE_12_052300228	chr13	51766701	51767701	+	0	NA	intron (NM_001378317, intron 1 of 19)	intron (NM_001378317, intron 1 of 19)	-10518	NM_001378313	20354		NM_013660	ENSMUSG00000021451	Sema4d	CD100|Semacl2|Semaj|Semcl2|coll-4	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D	protein-coding	1.693	1.646
SE_12_052300127	chr10	83628982	83629982	+	0	NA	intron (NM_145220, intron 2 of 20)	intron (NM_145220, intron 2 of 20)	19182	NM_145220	216190		NM_145220	ENSMUSG00000020263	Appl2	DIP13 beta|Dip3 beta|Dip3b	adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 2	protein-coding	1.704	1.701
SE_12_052300408	chr3	88619452	88620452	+	0	NA	intron (NM_001198911, intron 2 of 22)	intron (NM_001198911, intron 2 of 22)	-1207	NM_008487	16800		NM_008487	ENSMUSG00000028059	Arhgef2	GEF|GEF-H1|GEFH1|LFP40|Lbcl1|Lfc|P40|mKIAA0651	Rho/Rac guanine nucleotide exchange factor 2	protein-coding	1.359	1.207
SE_12_052300446	chr4	116184123	116185123	+	0	NA	Intergenic	Intergenic	11251	NM_001099295	67323		NM_001099295	ENSMUSG00000078593	P3r3urf	1700042G07Rik	Pik3r3 upstream reading frame	protein-coding	1.501	1.426
SE_12_052300461	chr2	164981340	164982340	+	0	NA	intron (NM_001355481, intron 8 of 24)	intron (NM_001355481, intron 8 of 24)	13852	NM_020333	57138		NM_020333	ENSMUSG00000017740	Slc12a5	KCC2|mKIAA1176	solute carrier family 12, member 5	protein-coding	1.478	1.401
SE_12_052300009	chr11	32627261	32628261	+	0	NA	Intergenic	Intergenic	-14794	NM_134015	103583		NM_134015	ENSMUSG00000020271	Fbxw11	2310065A07Rik|BTRC2|BTRCP2|Fbxw1b|HOS	F-box and WD-40 domain protein 11	protein-coding	1.186	1.165
SE_12_052300627	chr15	78067423	78068423	+	0	NA	intron (NM_007583, intron 1 of 3)	intron (NM_007583, intron 1 of 3)	51357	NM_007583	12300		NM_007583	ENSMUSG00000019146	Cacng2	B230105C07Rik|B930041E13Rik|stargazer|stargazin|stg|wag|waggler	calcium channel, voltage-dependent, gamma subunit 2	protein-coding	1.660	1.594
SE_12_052300355	chr8	20676379	20677379	+	0	NA	Intergenic	Intergenic	61952	NM_001270553	100861668		NM_001270553	ENSMUSG00000095294	Potefam3b	Gm21119|Pote3b	POTE ankyrin domain family member 3B	protein-coding	-0.541	-0.754
SE_12_052300471	chr2	65671423	65672423	+	0	NA	intron (NM_001099298, intron 3 of 26)	intron (NM_001099298, intron 3 of 26)	3237	NM_001099298	110876		NM_001099298	ENSMUSG00000075318	Scn2a	6430408L10|A230052E19Rik|Nav1.2|Scn2a1	sodium channel, voltage-gated, type II, alpha	protein-coding	1.119	1.062
SE_12_052300851	chr15	86230505	86231505	+	0	NA	intron (NM_145476, intron 1 of 12)	MLT1G|LTR|ERVL-MaLR	16546	NM_145476	223754		NM_145476	ENSMUSG00000051864	Tbc1d22a	D15Ertd781e	TBC1 domain family, member 22a	protein-coding	1.388	1.289
SE_12_052300550	chr17	88366191	88367191	+	0	NA	Intergenic	Intergenic	-74013	NM_180974	14236		NM_180974	ENSMUSG00000034998	Foxn2	3230402J05Rik|6030465J18Rik|Fkh19|Foxn1|HTLF	forkhead box N2	protein-coding	1.589	1.318
SE_12_052300701	chr3	157203083	157204083	+	0	NA	intron (NM_001039094, intron 6 of 6)	intron (NM_001039094, intron 6 of 6)	330507	NR_152231	381498		NR_152231	ENSMUSG00000105834	4930592C13Rik	Gm1657|Gm43159	RIKEN cDNA 4930592C13 gene	ncRNA	1.758	1.618
SE_12_052300780	chr19	56939981	56940981	+	0	NA	intron (NM_146102, intron 6 of 20)	intron (NM_146102, intron 6 of 20)	66065	NM_172840	240675		NM_172840	ENSMUSG00000025082	Vwa2	Amaco	von Willebrand factor A domain containing 2	protein-coding	1.724	1.649
SE_12_052300386	chr18	38872588	38873588	+	0	NA	intron (NM_010197, intron 1 of 3)	intron (NM_010197, intron 1 of 3)	-19368	NM_001033789	545253		NM_001033789	ENSMUSG00000117994	Gm5820	EG545253	predicted gene 5820	protein-coding	1.665	1.589
SE_12_052300974	chr6	107060389	107061389	+	0	NA	Intergenic	Intergenic	-260802	NM_175357	58799		NM_021449	ENSMUSG00000005362	Crbn	2610203G15Rik|2900045O07Rik|piL	cereblon	protein-coding	0.885	0.841
SE_12_052300964	chr5	139327817	139328817	+	0	NA	Intergenic	B2_Mm2|SINE|B2	-2853	NM_172723	231821		NM_172723	ENSMUSG00000056413	Adap1	4930431P11Rik|Centa1|GC1L|p42IP4	ArfGAP with dual PH domains 1	protein-coding	1.426	1.456
SE_12_052300025	chr19	57239346	57240346	+	0	NA	intron (NM_001362445, intron 1 of 20)	intron (NM_001362445, intron 1 of 20)	-23814	NM_001290813	226251		NM_178688	ENSMUSG00000025085	Ablim1	2210411C18Rik|2610209L21Rik|4833406P10Rik|9330196J19Rik|Limab1|mKIAA0059	actin-binding LIM protein 1	protein-coding	1.701	1.670
SE_12_052300208	chr10	96641059	96642059	+	0	NA	Intergenic	ORR1A3|LTR|ERVL-MaLR	24558	NM_007569	12226		NM_007569	ENSMUSG00000036478	Btg1	-	BTG anti-proliferation factor 1	protein-coding	1.507	1.508
SE_12_052300107	chr12	76907658	76908658	+	0	NA	intron (NM_145927, intron 8 of 11)	MTB_Mm|LTR|ERVL-MaLR	54090	NM_008558	17187		NM_008558	ENSMUSG00000059436	Max	bHLHd4|bHLHd5|bHLHd6|bHLHd7|bHLHd8	Max protein	protein-coding	1.444	1.428
SE_12_052300428	chr17	49531477	49532477	+	0	NA	intron (NM_001008231, intron 1 of 25)	intron (NM_001008231, intron 1 of 25)	32333	NM_001379372	76441		NM_001008231	ENSMUSG00000040260	Daam2	2310016D11Rik	dishevelled associated activator of morphogenesis 2	protein-coding	1.345	1.218
SE_12_052300988	chr4	140099967	140100967	+	0	NA	intron (NM_198610, intron 3 of 9)	intron (NM_198610, intron 3 of 9)	-42406	NR_153821	102636673		NR_153821		Gm13029	Gm33676	predicted gene 13029	ncRNA	1.448	1.327
SE_12_052300271	chr18	75534692	75535692	+	0	NA	intron (NM_201354, intron 7 of 11)	intron (NM_201354, intron 7 of 11)	20547	NR_045879	100038353		NR_045879	ENSMUSG00000097712	Gm10532	-	predicted gene 10532	ncRNA	1.744	1.618
SE_12_052300960	chr16	20703164	20704164	+	0	NA	TTS (NM_133778)	TTS (NM_133778)	8607	NM_133778	78408		NM_133778	ENSMUSG00000050821	Fam131a	2900046G09Rik	family with sequence similarity 131, member A	protein-coding	1.460	1.361
SE_12_052300029	chr2	31079167	31080167	+	0	NA	intron (NM_001355105, intron 6 of 15)	ID|SINE|ID	16833	NM_001177650	14269		NM_019406	ENSMUSG00000075415	Fnbp1	1110057E06Rik|2210010H06Rik|FBP1|Fbp17	formin binding protein 1	protein-coding	1.519	1.436
SE_12_052300607	chr13	48862725	48863725	+	0	NA	intron (NM_011078, intron 1 of 21)	L1MB5|LINE|L1	7660	NM_011078	18676		NM_011078	ENSMUSG00000038025	Phf2	GRC5	PHD finger protein 2	protein-coding	1.709	1.655
SE_12_052300261	chr14	70466149	70467149	+	0	NA	intron (NM_145981, intron 4 of 4)	intron (NM_145981, intron 4 of 4)	9132	NM_145981	105653		NM_145981	ENSMUSG00000003469	Phyhip	C630010D02Rik|Lnap1ip|PAHX-AP#1|PAHX-AP1	phytanoyl-CoA hydroxylase interacting protein	protein-coding	1.520	1.383
SE_12_052300246	chr4	33913860	33914860	+	0	NA	Intergenic	Intergenic	-9904	NM_001355020	12801		NM_007726	ENSMUSG00000044288	Cnr1	CB-R|CB1|CB1A|CB1B|CB1R	cannabinoid receptor 1	protein-coding	1.228	1.158
SE_12_052300970	chr6	21219497	21220497	+	0	NA	intron (NM_019697, intron 1 of 5)	intron (NM_019697, intron 1 of 5)	4651	NM_019697	16508		NM_019697	ENSMUSG00000060882	Kcnd2	Gm52855|Kv4.2	potassium voltage-gated channel, Shal-related family, member 2	protein-coding	0.756	0.744
SE_12_052300721	chr5	25057607	25058607	+	0	NA	intron (NM_145401, intron 1 of 15)	intron (NM_145401, intron 1 of 15)	42535	NM_145401	108099		NM_145401	ENSMUSG00000028944	Prkag2	2410051C13Rik|AAKG|AAKG2|H91620p|WPWS	protein kinase, AMP-activated, gamma 2 non-catalytic subunit	protein-coding	1.543	1.585
SE_12_052300996	chr3	103846082	103847082	+	0	NA	intron (NM_001142960, intron 3 of 3)	RLTR14-int|LTR|ERV1	-13213	NR_104070	19260		NM_008979	ENSMUSG00000027843	Ptpn22	70zpep|PEP|Ptpn8	protein tyrosine phosphatase, non-receptor type 22 (lymphoid)	protein-coding	1.835	1.753
SE_12_052300831	chr7	46718552	46719552	+	0	NA	Intergenic	Lx8b|LINE|L1	-3376	NM_011315	20210		NM_011315	ENSMUSG00000040026	Saa3	Saa-3|l7R3	serum amyloid A 3	protein-coding	1.506	1.393
SE_12_052300530	chr12	83412803	83413803	+	0	NA	intron (NM_058212, intron 1 of 8)	intron (NM_058212, intron 1 of 8)	74433	NM_001267626	70127		NM_058212	ENSMUSG00000021221	Dpf3	2810403B03Rik|6530402L11Rik|BAF45C|CERD4|Gm18872|cer-d4	double PHD fingers 3	protein-coding	1.437	1.372
SE_12_052300343	chr15	80186336	80187336	+	0	NA	intron (NM_010795, intron 1 of 1)	intron (NM_010795, intron 1 of 1)	13115	NM_010795	17309		NM_010795	ENSMUSG00000042428	Mgat3	1110038J12Rik|GnT-III	mannoside acetylglucosaminyltransferase 3	protein-coding	1.449	1.425
SE_12_052300335	chr6	42339359	42340359	+	0	NA	Intergenic	B2_Mm2|SINE|B2	-9969	NM_001289617	22793		NM_011777	ENSMUSG00000029860	Zyx	9530098H06Rik	zyxin	protein-coding	1.123	0.961
SE_12_052300398	chr3	101692822	101693822	+	0	NA	Intergenic	Tigger19a|DNA|TcMar-Tigger	-88615	NM_144900	11928		NM_144900	ENSMUSG00000033161	Atp1a1	Atpa-1	ATPase, Na+/K+ transporting, alpha 1 polypeptide	protein-coding	1.783	1.716
SE_12_052300077	chr10	84397967	84398967	+	0	NA	intron (NM_001004363, intron 2 of 6)	(TG)n|Simple_repeat|Simple_repeat	42201	NM_001004363	77976		NM_001004363	ENSMUSG00000020032	Nuak1	B230104P22Rik|Omphk1	NUAK family, SNF1-like kinase, 1	protein-coding	1.733	1.727
SE_12_052300534	chr9	75312927	75313927	+	0	NA	promoter-TSS (NM_138719)	promoter-TSS (NM_138719)	-641	NR_073186	14697		NM_010313	ENSMUSG00000032192	Gnb5	GBS|Gbeta5|Hg2e|flr	guanine nucleotide binding protein (G protein), beta 5	protein-coding	1.646	1.532
SE_12_052301003	chr16	32157816	32158816	+	0	NA	intron (NM_001347181, intron 1 of 2)	B2_Mm1t|SINE|B2	7278	NM_001347182	224109		NM_146069	ENSMUSG00000052384	Nrros	E430025L02Rik|Lrcc33|Lrrc33	negative regulator of reactive oxygen species	protein-coding	1.633	1.585
SE_12_052300067	chr19	47247115	47248115	+	0	NA	intron (NM_001163480, intron 3 of 5)	intron (NM_001163480, intron 3 of 5)	18772	NM_001163480	18011		NM_021360	ENSMUSG00000006435	Neurl1a	2410129E16Rik|Neu1|Neur1|Neurl|Neurl1|Nlz|Rnf67	neuralized E3 ubiquitin protein ligase 1A	protein-coding	1.663	1.663
SE_12_052300082	chr8	86548772	86549772	+	0	NA	intron (NM_172912, intron 8 of 28)	intron (NM_172912, intron 8 of 28)	17318	NM_172912	244562		NM_172912	ENSMUSG00000036872	Abcc12	4930467B22Rik|MRP9	ATP-binding cassette, sub-family C member 12	protein-coding	1.494	1.451
SE_12_052300339	chr15	36953139	36954139	+	0	NA	Intergenic	Intergenic	53763	NM_026521	68036		NM_026521	ENSMUSG00000062397	Zfp706	3110006P09Rik|Znf706	zinc finger protein 706	protein-coding	1.693	1.697
SE_12_052300283	chr2	168669795	168670795	+	0	NA	intron (NM_001354977, intron 13 of 27)	intron (NM_001354977, intron 13 of 27)	-29536	NR_105971	102466784		NR_105971	ENSMUSG00000105496	Mir7004	mmu-mir-7004	microRNA 7004	ncRNA	1.714	1.659
SE_12_052300903	chr4	154892708	154893708	+	0	NA	intron (NM_013783, intron 18 of 23)	intron (NM_013783, intron 18 of 23)	5835	NM_025582	66469		NM_025582	ENSMUSG00000029059	Prxl2b	2810405K02Rik|Fam213b|PM/PGFS	peroxiredoxin like 2B	protein-coding	1.484	1.436
SE_12_052300453	chr5	123142407	123143407	+	0	NA	intron (NM_001040398, intron 1 of 16)	CpG	714	NM_001040398	208043		NM_177581	ENSMUSG00000038384	Setd1b	KMT2G|mKIAA1076	SET domain containing 1B	protein-coding	1.216	1.185
SE_12_052300747	chr8	84357042	84358042	+	0	NA	Intergenic	Intergenic	-57822	NM_001252060	12286		NM_007578	ENSMUSG00000034656	Cacna1a	APCA|BI|Caca1a|Cacnl1a4|Cav2.1|Ccha1a|EA2|FHM|HPCA|MHP|MHP1|SCA6|alpha1A|la|nmf352|rkr|smrl|tg	calcium channel, voltage-dependent, P/Q type, alpha 1A subunit	protein-coding	1.413	1.384
SE_12_052301038	chr17	86164690	86165690	+	0	NA	TTS (NR_165800)	TTS (NR_165800)	2295	NR_165800	115488784		NR_165800		Gm5817	545228	predicted gene 5817	ncRNA	1.566	1.569
SE_12_052300336	chr4	155741506	155742506	+	0	NA	intron (NM_179203, intron 15 of 15)	intron (NM_179203, intron 15 of 15)	7202	NM_001101506	381582		NM_001101506	ENSMUSG00000084845	Tmem240	EG381582|Gm5151	transmembrane protein 240	protein-coding	1.357	1.313
SE_12_052300863	chr7	121937536	121938536	+	0	NA	intron (NM_001033318, intron 11 of 16)	PB1D10|SINE|Alu	43657	NM_001033318	233824		NM_001033318	ENSMUSG00000034951	Cog7	5630400E24Rik|Gm167	component of oligomeric golgi complex 7	protein-coding	1.556	1.495
SE_12_052300995	chr9	94531715	94532715	+	0	NA	intron (NM_001033145, intron 1 of 2)	intron (NM_001033145, intron 1 of 2)	5866	NM_001033145	68861		NM_001033145	ENSMUSG00000045414	Dipk2a	1190002N15Rik|GoPro49|HASF	divergent protein kinase domain 2A	protein-coding	0.774	0.511
SE_12_052300873	chr5	101889306	101890306	+	0	NA	intron (NM_172882, intron 37 of 66)	intron (NM_172882, intron 37 of 66)	124676	NM_173370	74596		NM_173370	ENSMUSG00000029330	Cds1	4833409J18Rik	CDP-diacylglycerol synthase 1	protein-coding	1.253	1.221
SE_12_052300710	chr15	100084843	100085843	+	0	NA	intron (NR_037311, intron 2 of 3)	intron (NR_037311, intron 2 of 3)	46679	NM_001159361	239667		NM_172819	ENSMUSG00000023026	Dip2b	4932422C22|mKIAA1463	disco interacting protein 2 homolog B	protein-coding	1.601	1.513
