PeakID (cmd=annotatePeaks.pl /expanse/lustre/projects/csd940/ctea/homer/homer_scripts/reference_peaks/H3K27ac.bed mm10 -size 1000 -bedGraph /expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M2/tagdirs/tagdirs.DLR.bedGraph /expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M2/tagdirs/tagdirs.DLR.bedGraph)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M2/tagdirs/tagdirs.DLR.bedGraph bedGraph avg over 1000 bp	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M2/tagdirs/tagdirs.DLR.bedGraph bedGraph avg over 1000 bp
17974	chr5	49452188	49453188	+	17	NA	Intergenic	Intergenic	-167029	NM_001199244	80334		NM_030265	ENSMUSG00000029088	Kcnip4	Calp|Calp250|KChIP4|KChIP4a	Kv channel interacting protein 4	protein-coding	-1.190	-1.143
20386	chr11	32670512	32671512	+	17	NA	intron (NM_001363355, intron 2 of 12)	intron (NM_001363355, intron 2 of 12)	28457	NM_001271348	103583		NM_134015	ENSMUSG00000020271	Fbxw11	2310065A07Rik|BTRC2|BTRCP2|Fbxw1b|HOS	F-box and WD-40 domain protein 11	protein-coding	-1.263	-1.488
17712-2	chr3	28467350	28468350	+	17	NA	intron (NM_001163007, intron 2 of 31)	intron (NM_001163007, intron 2 of 31)	47907	NR_130342	100628591		NR_130342	ENSMUSG00000092990	Mir466q	Mir446q|mmu-mir-466q|mu-mir-446q	microRNA 466q	ncRNA	-0.802	-0.917
18123	chr18	53935316	53936316	+	17	NA	intron (NM_152809, intron 10 of 12)	intron (NM_152809, intron 10 of 12)	73703	NM_152809	70425		NM_152809	ENSMUSG00000073563	Csnk1g3	3300002K07Rik|C330049O21Rik	casein kinase 1, gamma 3	protein-coding	-1.441	-1.430
19972	chr10	13821750	13822750	+	17	NA	intron (NM_001347362, intron 2 of 5)	intron (NM_001347362, intron 2 of 5)	46707	NM_025446	66253		NM_025446	ENSMUSG00000019806	Aig1	1500031O19Rik|CGI-103	androgen-induced 1	protein-coding	-1.161	-1.308
18975-2	chr17	12299764	12300764	+	17	NA	intron (NM_001357722, intron 1 of 25)	intron (NM_001357722, intron 1 of 25)	18396	NM_011948	26407		NM_011948	ENSMUSG00000014426	Map3k4	D17Rp17|D17Rp17e|MAPKKK4|MEKK 4|MTK1|Mek4b|Mekk4|RP17|Rp17a|Tas|mKIAA0213	mitogen-activated protein kinase kinase kinase 4	protein-coding	-0.877	-0.917
23471-2	chr18	55015199	55016199	+	17	NA	intron (NR_166629, intron 1 of 3)	intron (NR_166629, intron 1 of 3)	-23108	NM_001360787	269023		NM_175751	ENSMUSG00000052713	Zfp608	4932417D18Rik|D430007A19Rik|Znf608	zinc finger protein 608	protein-coding	-1.977	-1.956
17318	chr1	132007988	132008988	+	17	NA	5' UTR (NM_001376956, exon 1 of 5)	5' UTR (NM_001376956, exon 1 of 5)	143	NM_001376955	13714		NM_007923	ENSMUSG00000026436	Elk4	2310011G17Rik|A130026I01Rik|SAP-1|Sap1	ELK4, member of ETS oncogene family	protein-coding	-1.280	-1.192
26757	chr15	76654060	76655060	+	17	NA	intron (NM_019396, intron 2 of 4)	intron (NM_019396, intron 2 of 4)	2334	NM_001357882	54151		NM_001276321	ENSMUSG00000053929	Zftraf1	1110031M01Rik|Chrp|Cyhr1	zinc finger TRAF type containing 1	protein-coding	-1.766	-1.872
20789-3	chr9	112178006	112179006	+	17	NA	intron (NM_001362041, intron 6 of 20)	intron (NM_001362041, intron 6 of 20)	7443	NM_001362009	74100		NM_028755	ENSMUSG00000032503	Arpp21	0710001E13Rik|ARPP-21|D9Bwg1012e|R3hdm3|Tarpp	cyclic AMP-regulated phosphoprotein, 21	protein-coding	-1.961	-2.006
18407	chr14	30826006	30827006	+	17	NA	intron (NM_028839, intron 1 of 7)	intron (NM_028839, intron 1 of 7)	912	NM_028839	69179		NM_028839	ENSMUSG00000006526	Stimate	1810038N08Rik|2310014H19Rik|Tmem110	STIM activating enhancer	protein-coding	-1.208	-1.478
16308	chr17	6380200	6381200	+	17	NA	intron (NR_163600, intron 6 of 11)	intron (NR_163600, intron 6 of 11)	46242	NR_163600	101055731		NR_163600	ENSMUSG00000116719	Gm29719	-	synaptotagmin-like 3 pseudogene	pseudo		
25900	chr1	131346099	131347099	+	17	NA	intron (NM_001081011, intron 8 of 22)	intron (NM_001081011, intron 8 of 22)	-67036	NM_019777	56489		NM_019777	ENSMUSG00000042349	Ikbke	IKK-E|IKK-i|IKKepsilon|Ikki	inhibitor of kappaB kinase epsilon	protein-coding	-1.017	-1.148
16102	chr13	76538803	76539803	+	17	NA	intron (NM_030174, intron 1 of 20)	intron (NM_030174, intron 1 of 20)	-40294	NM_001377108	78771		NM_030174	ENSMUSG00000021596	Mctp1	2810465F10Rik	multiple C2 domains, transmembrane 1	protein-coding	-1.144	-1.255
18128	chr12	98501559	98502559	+	17	NA	intron (NM_029911, intron 2 of 6)	intron (NM_029911, intron 2 of 6)	-21785	NR_136759	105245437		NR_136759	ENSMUSG00000113613	Gm40893	-	predicted gene, 40893	ncRNA	-1.079	-1.205
20528	chr3	65213457	65214457	+	17	NA	intron (NM_001289450, intron 2 of 14)	intron (NM_001289450, intron 2 of 14)	25854	NM_001289450	16497		NM_010597	ENSMUSG00000027827	Kcnab1	Akr8a8|Kvbeta1.1|mKv(beta)1	potassium voltage-gated channel, shaker-related subfamily, beta member 1	protein-coding	-0.621	-0.485
16712	chr11	42603134	42604134	+	17	NA	intron (NM_001347314, intron 9 of 9)	intron (NM_001347314, intron 9 of 9)	182433	NM_001347314	14401		NM_008070	ENSMUSG00000007653	Gabrb2	C030002O17Rik|C030021G16Rik|Gabrab2|Gabrb-2	gamma-aminobutyric acid type A receptor subunit beta 2	protein-coding	-2.127	-2.210
17785	chr14	76617304	76618304	+	17	NA	Intergenic	Intergenic	-59764	NR_015485	73272		NR_015485	ENSMUSG00000101009	1700108F19Rik	1700020I02Rik	RIKEN cDNA 1700108F19 gene	ncRNA	-1.298	-1.411
16674	chr12	99293553	99294553	+	17	NA	intron (NM_183186, intron 3 of 5)	intron (NM_183186, intron 3 of 5)	-46978	NR_166805	100503812		NR_166805		3300002A11Rik	2700016B18Rik	RIKEN cDNA 3300002A11 gene	ncRNA	-1.935	-2.257
18260	chr10	13704854	13705854	+	17	NA	intron (NM_001347362, intron 3 of 5)	intron (NM_001347362, intron 3 of 5)	-152212	NM_019961	56535		NM_019961	ENSMUSG00000019809	Pex3	1700014F15Rik|2810027F19Rik|2900010N04Rik	peroxisomal biogenesis factor 3	protein-coding	-1.237	-1.336
21545	chr1	152006511	152007511	+	17	NA	intron (NM_197990, intron 1 of 5)	intron (NM_197990, intron 1 of 5)	83309	NM_197990	69399		NM_197990	ENSMUSG00000032666	1700025G04Rik	2610510E02Rik|2900042O04Rik	RIKEN cDNA 1700025G04 gene	protein-coding	-1.080	-1.147
18723-2	chr6	119314652	119315652	+	17	NA	TTS (NM_001172207)	TTS (NM_001172207)	14052	NM_001172207	211187		NM_172492	ENSMUSG00000055003	Lrtm2	A230084J22	leucine-rich repeats and transmembrane domains 2	protein-coding	-1.520	-1.552
25716	chr17	24506167	24507167	+	17	NA	exon (NM_001360469, exon 17 of 18)	exon (NM_001360469, exon 17 of 18)	17884	NM_001360469	268932		NM_027937	ENSMUSG00000033597	Caskin1	3300002N10Rik|C130061I24|C630036E02Rik|mKIAA1306	CASK interacting protein 1	protein-coding	-2.034	-2.328
22103-2	chr10	83599775	83600775	+	17	NA	3' UTR (NM_145220, exon 21 of 21)	3' UTR (NM_145220, exon 21 of 21)	48389	NM_145220	216190		NM_145220	ENSMUSG00000020263	Appl2	DIP13 beta|Dip3 beta|Dip3b	adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 2	protein-coding	-1.416	-1.521
19351	chr1	37305436	37306436	+	17	NA	intron (NM_001374629, intron 1 of 24)	intron (NM_001374629, intron 1 of 24)	6040	NM_001374630	269180		NM_030266	ENSMUSG00000026113	Inpp4a	107kDa|9630012D15|D130048C09Rik	inositol polyphosphate-4-phosphatase, type I	protein-coding	-1.423	-1.477
17090-2	chr7	44864147	44865147	+	17	NA	exon (NM_133949, exon 9 of 12)	exon (NM_133949, exon 9 of 12)	5021	NM_133949	84113		NM_133949	ENSMUSG00000038502	Ptov1	1110030G05Rik|Gcap3	prostate tumor over expressed gene 1	protein-coding	-1.542	-1.768
18425	chr1	146231621	146232621	+	17	NA	Intergenic	Intergenic	263041	NR_166160	102639375		NR_166158	ENSMUSG00000099964	Gm29514	-	predicted gene 29514	ncRNA	-0.971	-0.753
21304	chr4	134805017	134806017	+	17	NA	intron (NM_001355499, intron 11 of 11)	intron (NM_001355499, intron 11 of 11)	-37513	NM_145554	100017		NM_145554	ENSMUSG00000037295	Ldlrap1	ARH2|Arh|Arh1|FHCB1|FHCB2	low density lipoprotein receptor adaptor protein 1	protein-coding	-1.779	-1.849
22219	chr11	70701166	70702166	+	17	NA	intron (NM_153103, intron 1 of 22)	intron (NM_153103, intron 1 of 22)	1118	NM_153103	16562		NM_153103	ENSMUSG00000020821	Kif1c	B430105J22Rik|D11Bwg1349e|Ltxs1|Orch3	kinesin family member 1C	protein-coding	-1.066	-1.171
19987	chr15	75565964	75566964	+	17	NA	intron (NM_011837, intron 1 of 3)	CpG	184	NM_001135689	23934		NM_011837	ENSMUSG00000022577	Ly6h	-	lymphocyte antigen 6 family member H	protein-coding	-0.598	-0.642
21750	chr9	13602094	13603094	+	17	NA	Intergenic	Intergenic	-17395	NM_001013813	270118		NM_173776	ENSMUSG00000031925	Maml2	5930431H10	mastermind like transcriptional coactivator 2	protein-coding	-1.017	-1.024
21996-3	chrX	151343927	151344927	+	17	NA	exon (NM_198105, exon 1 of 16)	exon (NM_198105, exon 1 of 16)	204	NM_198105	207375		NM_198105	ENSMUSG00000025262	Fam120c	D930001I21Rik|ORF34	family with sequence similarity 120, member C	protein-coding	-0.818	-0.822
30902	chr17	56349431	56350431	+	17	NA	intron (NM_172132, intron 1 of 22)	RSINE1|SINE|B4	23881	NM_172132	193796		NM_172132	ENSMUSG00000024201	Kdm4b	4732474L06Rik|Jmjd2b	lysine (K)-specific demethylase 4B	protein-coding	-2.092	-2.131
17648-2	chr4	139245992	139246992	+	17	NA	intron (NM_001037761, intron 2 of 9)	intron (NM_001037761, intron 2 of 9)	52381	NM_001271405	12345		NM_009798	ENSMUSG00000028745	Capzb	1700120C01Rik|CPB1|CPB2|CPbeat2|CPbeta1|CPbeta2|Cappb1	capping actin protein of muscle Z-line subunit beta	protein-coding	-1.655	-1.899
17131-2	chr13	20493794	20494794	+	17	NA	intron (NM_198093, intron 1 of 6)	intron (NM_198093, intron 1 of 6)	21304	NM_198093	140580		NM_080288	ENSMUSG00000041112	Elmo1	6330578D22Rik|C230095H21Rik|CED-12	engulfment and cell motility 1	protein-coding	-1.446	-1.451
18480	chr7	80802305	80803305	+	17	NA	intron (NM_016721, intron 1 of 37)	intron (NM_016721, intron 1 of 37)	526	NM_016721	29875		NM_016721	ENSMUSG00000030536	Iqgap1	D7Ertd237e|D7Ertd257e|mKIAA0051	IQ motif containing GTPase activating protein 1	protein-coding	-1.269	-1.228
15797	chr10	42220949	42221949	+	17	NA	intron (NM_001376967, intron 2 of 3)	intron (NM_001376967, intron 2 of 3)	55246	NM_001376967	56484		NM_019740	ENSMUSG00000048756	Foxo3	1110048B16Rik|2010203A17Rik|FKHRL1|Fkhr2|Foxo3a	forkhead box O3	protein-coding	-1.220	-1.435
16064-2	chr4	40970403	40971403	+	17	NA	promoter-TSS (NM_023739)	promoter-TSS (NM_023739)	-3	NM_001290448	74164		NM_023739	ENSMUSG00000028423	Nfx1	1300017N15Rik|3000003M19Rik|NFX.1|TEG-42|Tex42	nuclear transcription factor, X-box binding 1	protein-coding	-0.144	-0.177
18582-2	chr2	152671541	152672541	+	17	NA	intron (NM_001159551, intron 1 of 12)	intron (NM_001159551, intron 1 of 12)	2580	NM_001159553	14950		NM_010376	ENSMUSG00000019188	H13	1200006O09Rik|4930443L17Rik|5031424B04Rik|H-13|Hm13|PSL3|Spp	histocompatibility 13	protein-coding	-0.462	-0.523
28659	chr11	30212434	30213434	+	17	NA	intron (NM_175836, intron 1 of 34)	intron (NM_175836, intron 1 of 34)	6838	NM_175836	20742		NM_009260	ENSMUSG00000020315	Sptbn1	9930031C03Rik|SPTB2|Spnb-2|Spnb2|elf1|elf3|mKIAA4049	spectrin beta, non-erythrocytic 1	protein-coding	-1.566	-1.482
21828	chr4	43398929	43399929	+	17	NA	intron (NM_001369199, intron 1 of 10)	intron (NM_001369199, intron 1 of 10)	-7073	NM_199057	100213		NM_199057	ENSMUSG00000035969	Rusc2	mKIAA0375	RUN and SH3 domain containing 2	protein-coding	-0.866	-0.995
21391	chr16	58408867	58409867	+	17	NA	intron (NM_028523, intron 1 of 15)	intron (NM_028523, intron 1 of 15)	832	NM_028523	73379		NM_028523	ENSMUSG00000035107	Dcbld2	1700055P21Rik|CLCP1|Esdn	discoidin, CUB and LCCL domain containing 2	protein-coding	-0.174	-0.283
15914	chr9	46140141	46141141	+	17	NA	intron (NM_027498, intron 3 of 24)	intron (NM_027498, intron 3 of 24)	-87989	NM_009692	11806		NM_009692	ENSMUSG00000032083	Apoa1	Alp-1|Apoa-1|Brp-14|Ltw-1|Lvtw-1|Sep-1|Sep-2|Sep2|apo-AI|apoA-I	apolipoprotein A-I	protein-coding	-1.619	-1.715
15819-2	chr2	71275855	71276855	+	17	NA	intron (NM_172436, intron 17 of 17)	intron (NM_172436, intron 17 of 17)	64409	NM_001198878	13427		NM_010064	ENSMUSG00000027012	Dync1i2	3110079H08Rik|Dncic2	dynein cytoplasmic 1 intermediate chain 2	protein-coding	-0.688	-0.881
18841-2	chr3	136848728	136849728	+	17	NA	intron (NM_008913, intron 2 of 13)	intron (NM_008913, intron 2 of 13)	179162	NM_001293622	19055		NM_008913	ENSMUSG00000028161	Ppp3ca	2900074D19Rik|CN|Caln|Calna|CnA	protein phosphatase 3, catalytic subunit, alpha isoform	protein-coding	-2.092	-2.137
16064	chr2	92233189	92234189	+	17	NA	intron (NM_001362833, intron 7 of 18)	intron (NM_001362833, intron 7 of 18)	12217	NM_001109690	192285		NM_138755	ENSMUSG00000058318	Phf21a	80kDa|BHC80a|Bhc|Bhc80|D030065N23Rik|PFTF1|mBHC80	PHD finger protein 21A	protein-coding	-1.367	-1.663
20756	chr5	53123623	53124623	+	17	NA	intron (NM_172710, intron 17 of 23)	intron (NM_172710, intron 17 of 23)	-74768	NR_166509	102632222		NR_166509		Gm17182	-	predicted gene 17182	ncRNA	-1.112	-1.155
17465	chr10	5353263	5354263	+	17	NA	intron (NM_001347732, intron 21 of 145)	intron (NM_001347732, intron 21 of 145)	134551	NM_001347711	64009		NM_022027	ENSMUSG00000096054	Syne1	8B|A330049M09Rik|C130039F11Rik|CPG2|KASH1|Myne1|mKIAA1756|myne-1	spectrin repeat containing, nuclear envelope 1	protein-coding	-1.773	-1.962
24077	chr4	102573368	102574368	+	17	NA	intron (NM_001374780, intron 6 of 14)	intron (NM_001374780, intron 6 of 14)	3808	NM_001177980	18578		NM_019840	ENSMUSG00000028525	Pde4b	Dpde4|dunce	phosphodiesterase 4B, cAMP specific	protein-coding	-1.164	-1.326
23334-2	chr4	53522825	53523825	+	17	NA	intron (NM_133891, intron 4 of 15)	intron (NM_133891, intron 4 of 15)	82909	NM_001374697	100434		NM_133891	ENSMUSG00000028412	Slc44a1	2210409B22Rik|4833416H08Rik|CHTL1|CTL1|Cdw92	solute carrier family 44, member 1	protein-coding	-0.413	-0.564
18495	chr14	55853794	55854794	+	17	NA	exon (NM_001040072, exon 1 of 8)	exon (NM_001040072, exon 1 of 8)	179	NM_001040072	277154		NM_001040072	ENSMUSG00000075592	Nynrin	mKIAA1305	NYN domain and retroviral integrase containing	protein-coding	-0.985	-1.088
30515	chr4	66280227	66281227	+	17	NA	intron (NM_019514, intron 1 of 21)	intron (NM_019514, intron 1 of 21)	123756	NM_019514	56079		NM_019514	ENSMUSG00000028373	Astn2	1d8|Astnl|bM452J22.1	astrotactin 2	protein-coding	-1.922	-2.189
21317-2	chr2	146220429	146221429	+	17	NA	Intergenic	GC_rich|Low_complexity|Low_complexity	-1068	NM_016889	53626		NM_016889	ENSMUSG00000068154	Insm1	IA-1	insulinoma-associated 1	protein-coding	-0.541	-0.615
24655-2	chr9	89621591	89622591	+	17	NA	intron (NM_153509, intron 1 of 3)	intron (NM_153509, intron 1 of 3)	895	NM_153509	209743		NM_153509	ENSMUSG00000039313	Minar1	DD1|Kiaa1024	membrane integral NOTCH2 associated receptor 1	protein-coding	-0.321	-0.406
19290	chr9	96687287	96688287	+	17	NA	exon (NM_175537, exon 3 of 3)	exon (NM_175537, exon 3 of 3)	31658	NM_001359960	245007		NM_175537	ENSMUSG00000040433	Zbtb38	A930014K01Rik|CIBZ	zinc finger and BTB domain containing 38	protein-coding	-0.955	-1.024
16646	chr10	90615829	90616829	+	17	NA	intron (NM_001359241, intron 15 of 25)	intron (NM_001359241, intron 15 of 25)	39638	NM_001177398	77531		NM_181398	ENSMUSG00000058589	Anks1b	AIDA-1|AIDA-1b|C030032C09Rik|E530015N03Rik|EB-1|Gm10937|Gm1555	ankyrin repeat and sterile alpha motif domain containing 1B	protein-coding	-1.291	-1.526
35823	chr3	136705708	136706708	+	17	NA	intron (NM_008913, intron 1 of 13)	intron (NM_008913, intron 1 of 13)	36142	NM_001293622	19055		NM_008913	ENSMUSG00000028161	Ppp3ca	2900074D19Rik|CN|Caln|Calna|CnA	protein phosphatase 3, catalytic subunit, alpha isoform	protein-coding	-1.922	-2.020
18128-2	chr4	3835187	3836187	+	17	NA	promoter-TSS (NM_026147)	promoter-TSS (NM_026147)	-32	NM_026147	67427		NM_026147	ENSMUSG00000028234	Rps20	4632426K06Rik|Dsk4	ribosomal protein S20	protein-coding	0.172	0.152
15743-2	chr16	3871879	3872879	+	17	NA	promoter-TSS (NM_001033159)	promoter-TSS (NM_001033159)	-5	NM_001033159	71063		NM_001033159	ENSMUSG00000039789	Zfp597	4933407K12Rik	zinc finger protein 597	protein-coding	-0.019	-0.051
16911	chr1	180210172	180211172	+	17	NA	Intergenic	Intergenic	-14652	NM_001359269	67426		NM_023341	ENSMUSG00000026489	Coq8a	4632432J16Rik|Adck3|Cabc1|mKIAA0451	coenzyme Q8A	protein-coding	-1.814	-1.746
22775	chr10	67003275	67004275	+	17	NA	Intergenic	Intergenic	-1300	NR_110511	102634101		NR_110511	ENSMUSG00000112925	Gm31763	-	predicted gene, 31763	ncRNA	-1.232	-1.299
17020-2	chr16	85057621	85058621	+	17	NA	intron (NM_001198824, intron 5 of 16)	intron (NM_001198824, intron 5 of 16)	85910	NR_045889	100038614		NR_045889	ENSMUSG00000115518	Gm10791	-	predicted gene 10791	ncRNA	-1.093	-1.303
22555	chr1	131096482	131097482	+	17	NA	intron (NM_008551, intron 1 of 9)	CpG	861	NM_008551	17164		NM_008551	ENSMUSG00000016528	Mapkapk2	MAPKAP-K2|MK-2|MK2|Rps6kc1	MAP kinase-activated protein kinase 2	protein-coding	-0.261	-0.299
16163-2	chr2	136753533	136754533	+	17	NA	intron (NM_001355254, intron 1 of 7)	intron (NM_001355254, intron 1 of 7)	40347	NM_001355254	20614		NM_011428	ENSMUSG00000027273	Snap25	Bdr|GENA70|SNAP-25|SUP|sp	synaptosomal-associated protein 25	protein-coding	-1.524	-1.589
19790-2	chr2	135712573	135713573	+	17	NA	intron (NM_001355155, intron 1 of 38)	intron (NM_001355155, intron 1 of 38)	-51765	NM_001355154	18798		NM_013829	ENSMUSG00000039943	Plcb4	A930039J07Rik|C230058B11Rik	phospholipase C, beta 4	protein-coding	-1.346	-1.829
20001-2	chr18	75378636	75379636	+	17	NA	intron (NM_001042660, intron 3 of 3)	(TG)n|Simple_repeat|Simple_repeat	11771	NM_001042660	17131		NM_008543	ENSMUSG00000025880	Smad7	Madh7	SMAD family member 7	protein-coding	-1.553	-1.747
16623-3	chr11	108342336	108343336	+	17	NA	intron (NM_011101, intron 1 of 16)	intron (NM_011101, intron 1 of 16)	1052	NM_011101	18750		NM_011101	ENSMUSG00000050965	Prkca	Pkca	protein kinase C, alpha	protein-coding	-0.583	-0.661
17516-3	chr6	141374762	141375762	+	17	NA	intron (NM_018779, intron 1 of 15)	intron (NM_018779, intron 1 of 15)	34709	NR_033555	100093700		NR_033555	ENSMUSG00000107456	Gm10400	-	predicted gene 10400	ncRNA	-0.889	-0.833
20378	chr9	101250602	101251602	+	17	NA	intron (NM_001161362, intron 1 of 13)	CpG	730	NM_001161362	235542		NM_172144	ENSMUSG00000043154	Ppp2r3a	3222402P14Rik|A730042E07|C530025M11Rik	protein phosphatase 2, regulatory subunit B'', alpha	protein-coding	-0.970	-1.193
16313	chr13	40061114	40062114	+	17	NA	intron (NM_172143, intron 16 of 18)	intron (NM_172143, intron 16 of 18)	226397	NM_172143	218165		NM_172143	ENSMUSG00000047094	Ofcc1	opo	orofacial cleft 1 candidate 1	protein-coding	-0.849	-0.713
19653	chr4	97809652	97810652	+	17	NA	intron (NM_001122953, intron 2 of 9)	intron (NM_001122953, intron 2 of 9)	32526	NM_001122953	18027		NM_010905	ENSMUSG00000028565	Nfia	1110047K16Rik|9430022M17Rik|CTF|NF1-A|NF1A	nuclear factor I/A	protein-coding	-1.021	-1.072
18365	chr16	24877808	24878808	+	17	NA	intron (NM_001145952, intron 8 of 11)	intron (NM_001145952, intron 8 of 11)	156453	NM_001145954	210126		NM_178665	ENSMUSG00000033306	Lpp	9430020K16Rik|B130055L10Rik|D630048H16	LIM domain containing preferred translocation partner in lipoma	protein-coding	-1.371	-1.466
23239	chr13	16022176	16023176	+	17	NA	intron (NM_008380, intron 4 of 4)	intron (NM_008380, intron 4 of 4)	747	NR_155430	100503142		NR_155430	ENSMUSG00000121795	B230303A05Rik	B230303A05|EG328191|Gm48907	U1 small nuclear ribonucleoprotein 1C pseudogene	pseudo	-0.408	-0.340
18998	chr13	52887275	52888275	+	16	NA	intron (NM_016709, intron 5 of 9)	intron (NM_016709, intron 5 of 9)	41902	NM_016709	11992		NM_016709	ENSMUSG00000021460	Auh	-	AU RNA binding protein/enoyl-coenzyme A hydratase	protein-coding	-1.050	-1.235
20155-2	chr3	88360260	88361260	+	16	NA	exon (NM_178246, exon 21 of 22)	exon (NM_178246, exon 21 of 22)	-3829	NM_001310597	68957		NM_198410	ENSMUSG00000041423	Paqr6	1500001B10Rik	progestin and adipoQ receptor family member VI	protein-coding	-1.781	-1.792
17543-2	chr7	63455321	63456321	+	16	NA	intron (NM_130880, intron 1 of 13)	intron (NM_130880, intron 1 of 13)	11049	NM_130880	170711		NM_130880	ENSMUSG00000033510	Otud7a	Otud7	OTU domain containing 7A	protein-coding	-1.024	-1.085
35743	chr3	88354194	88355194	+	16	NA	exon (NM_178246, exon 15 of 22)	exon (NM_178246, exon 15 of 22)	-9895	NM_001310597	68957		NM_198410	ENSMUSG00000041423	Paqr6	1500001B10Rik	progestin and adipoQ receptor family member VI	protein-coding	-1.758	-1.820
18805-2	chr5	124162555	124163555	+	16	NA	intron (NM_011256, intron 2 of 24)	intron (NM_011256, intron 2 of 24)	-12346	NR_165289	115490137		NR_165289		Gm57733	-	predicted gene, 57733	ncRNA	-2.215	-2.325
16305	chr5	88915417	88916417	+	16	NA	intron (NM_001359211, intron 1 of 26)	intron (NM_001359211, intron 1 of 26)	28657	NM_001197147	54403		NM_018760	ENSMUSG00000060961	Slc4a4	NBC|NBC1	solute carrier family 4 (anion exchanger), member 4	protein-coding	-1.398	-1.562
16310-3	chr3	13534526	13535526	+	16	NA	intron (NM_001357034, intron 1 of 7)	intron (NM_001357034, intron 1 of 7)	62227	NM_001357034	76897		NM_178631	ENSMUSG00000039717	Ralyl	0710005M24Rik	RALY RNA binding protein-like	protein-coding	-1.172	-1.342
17226	chr6	50776204	50777204	+	16	NA	intron (NR_045984, intron 2 of 4)	intron (NR_045984, intron 2 of 4)	589	NR_045984	319981		NR_045984	ENSMUSG00000107667	C530044C16Rik	-	RIKEN cDNA C530044C16 gene	ncRNA	-0.784	-0.725
16244	chr17	27909212	27910212	+	16	NA	promoter-TSS (NM_026836)	promoter-TSS (NM_026836)	369	NM_001374802	224650		NM_181413	ENSMUSG00000024219	Anks1	Anks1a|mKIAA0229	ankyrin repeat and SAM domain containing 1	protein-coding	-3.082	-3.398
26385	chr5	27324923	27325923	+	16	NA	intron (NM_001136060, intron 1 of 25)	intron (NM_001136060, intron 1 of 25)	63488	NM_001136060	13483		NM_010075	ENSMUSG00000061576	Dpp6	B930011P16Rik|D5Buc3|D5Buc4|D5Buc5|DPP VI|Dpp-6|Gm1377|In(5)6H-p|Peplb|Rw	dipeptidylpeptidase 6	protein-coding	-1.952	-1.964
42969	chr2	25885093	25886093	+	16	NA	intron (NM_175462, intron 2 of 31)	intron (NM_175462, intron 2 of 31)	7810	NM_001302351	227632		NM_175462	ENSMUSG00000058740	Kcnt1	C030030G16Rik|Slack|Slo2.2|slo2	potassium channel, subfamily T, member 1	protein-coding	-1.592	-1.734
17788	chr14	120342534	120343534	+	16	NA	intron (NM_001360376, intron 2 of 8)	intron (NM_001360376, intron 2 of 8)	36582	NM_001360376	105559		NM_175341	ENSMUSG00000022139	Mbnl2	1110002M11Rik|MBLL|mKIAA4072	muscleblind like splicing factor 2	protein-coding	-1.155	-1.244
15686	chr7	18950248	18951248	+	16	NA	intron (NM_001029877, intron 3 of 3)	intron (NM_001029877, intron 3 of 3)	24860	NM_001029877	384569		NM_001029877	ENSMUSG00000030411	Nova2	Gm1424	NOVA alternative splicing regulator 2	protein-coding	-0.493	-0.469
16794	chr4	106960412	106961412	+	16	NA	intron (NM_001355532, intron 1 of 14)	intron (NM_001355532, intron 1 of 14)	37727	NM_001355532	72475		NM_023672	ENSMUSG00000061887	Ssbp3	2610021L12Rik|2610200M23Rik|5730488C10Rik|LAST|SSDP1	single-stranded DNA binding protein 3	protein-coding	-1.015	-1.219
