PeakID (cmd=annotatePeaks.pl tss mm10 -size 1000 -bedGraph /expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M1/tagdirs/tagdirs.DLR.bedGraph /expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M1/tagdirs/tagdirs.DLR.bedGraph)	Chr	Start	End	Strand	Not Used	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/ctrl_M1/tagdirs/tagdirs.DLR.bedGraph bedGraph avg over 1000 bp	/expanse/lustre/projects/csd940/ctea/homer/bwt2_bam/tags/mut_M1/tagdirs/tagdirs.DLR.bedGraph bedGraph avg over 1000 bp
NR_030447	chr6	129691035	129692035	+	0	NA	promoter-TSS (NR_030447)	promoter-TSS (NR_030447)	0	NR_030447	735268		NR_030447	ENSMUSG00000076212	Mir680-1	Mirn680-1	microRNA 680-1	ncRNA	0.123	0.227
NR_152315	chrX	164419280	164420280	+	0	NA	promoter-TSS (NM_011081)	promoter-TSS (NM_011081)	0	NR_152315	18700		NM_011081	ENSMUSG00000031381	Piga	Pig-a	phosphatidylinositol glycan anchor biosynthesis, class A	protein-coding	-0.475	-0.553
NM_178247	chr11	46628774	46629774	-	0	NA	promoter-TSS (NM_178247)	promoter-TSS (NM_178247)	0	NM_178247	347708		NM_178247	ENSMUSG00000064010	Dppa1	-	developmental pluripotency associated 1	protein-coding	0.022	-0.065
NM_001029934	chr11	85139455	85140455	-	0	NA	promoter-TSS (NM_001029934)	promoter-TSS (NM_001029934)	0	NM_001029934	237898		NM_001029934	ENSMUSG00000000804	Usp32	2900074J03Rik|6430526O11Rik	ubiquitin specific peptidase 32	protein-coding	-1.036	-1.029
NR_153341	chr9	43116070	43117070	-	0	NA	promoter-TSS (NM_001034863)	promoter-TSS (NM_001034863)	0	NR_153341	235300		NM_001034863	ENSMUSG00000048503	Tlcd5	Gm184|Tmem136	TLC domain containing 5	protein-coding	-0.758	-1.076
NM_001290758	chrX	167330071	167331071	-	0	NA	promoter-TSS (NM_001290756)	promoter-TSS (NM_001290756)	0	NM_001290758	170743		NM_133211	ENSMUSG00000044583	Tlr7	-	toll-like receptor 7	protein-coding	-0.708	-1.016
NM_011842	chr19	8941420	8942420	+	0	NA	promoter-TSS (NM_011842)	promoter-TSS (NM_011842)	0	NM_011842	23942		NM_011842	ENSMUSG00000071646	Mta2	Mata1l1|Mta1l1|mmta2	metastasis-associated gene family, member 2	protein-coding	-1.796	-1.872
NM_009890	chr19	34474648	34475648	-	0	NA	promoter-TSS (NM_009890)	promoter-TSS (NM_009890)	0	NM_009890	12642		NM_009890	ENSMUSG00000050370	Ch25h	m25OH	cholesterol 25-hydroxylase	protein-coding	-1.142	-0.917
NM_148673	chr11	43433231	43434231	+	0	NA	promoter-TSS (NM_148673)	promoter-TSS (NM_148673)	0	NM_148673	193116		NM_148673	ENSMUSG00000020409	Slu7	D11Ertd730e|D3Bwg0878e	SLU7 splicing factor homolog (S. cerevisiae)	protein-coding	-1.425	-1.106
NM_023066	chr4	9668662	9669662	-	0	NA	promoter-TSS (NM_001177856)	promoter-TSS (NM_001177856)	0	NM_023066	65973		NM_023066	ENSMUSG00000028207	Asph	2310005F16Rik|3110001L23Rik|BAH|cI-37	aspartate-beta-hydroxylase	protein-coding	-0.943	-0.757
NM_001379080	chr9	107546804	107547804	+	0	NA	promoter-TSS (NM_001379079)	promoter-TSS (NM_001379079)	0	NM_001379080	114602		NM_053253	ENSMUSG00000010044	Zmynd10	Blu	zinc finger, MYND domain containing 10	protein-coding	-2.104	-2.042
NM_013654	chr11	82045212	82046212	+	0	NA	promoter-TSS (NM_013654)	promoter-TSS (NM_013654)	0	NM_013654	20306		NM_013654	ENSMUSG00000035373	Ccl7	MCP-3|Scya7|fic|marc|mcp3	C-C motif chemokine ligand 7	protein-coding	-0.124	-0.222
NM_001193631	chr14	64093196	64094196	+	0	NA	promoter-TSS (NM_001193631)	promoter-TSS (NM_001193631)	0	NM_001193631	100504162		NM_001193631	ENSMUSG00000052099	Prss51	1700007N14Rik	serine protease 51	protein-coding	-2.329	-2.182
NR_046042	chr4	73790744	73791744	+	0	NA	promoter-TSS (NR_046041)	promoter-TSS (NR_046041)	0	NR_046042	667768		NR_046041	ENSMUSG00000085034	Gm11240	-	predicted gene 11240	ncRNA	0.185	0.321
NM_001127338	chr18	56572439	56573439	-	0	NA	promoter-TSS (NM_001127338)	promoter-TSS (NM_001127338)	0	NM_001127338	110695		NM_138600	ENSMUSG00000053644	Aldh7a1	Atq1|D18Wsu181e	aldehyde dehydrogenase family 7, member A1	protein-coding	-0.676	-0.473
NM_001373922-HOMER9	chrY	58370564	58371564	-	0	NA	promoter-TSS (NM_001373906)	promoter-TSS (NM_001373906)	0	NM_001373922	115489292		NM_001373922		Gm28093	-	predicted gene 28093	protein-coding		
NM_013652	chr11	83662084	83663084	+	0	NA	promoter-TSS (NM_013652)	promoter-TSS (NM_013652)	0	NM_013652	20303		NM_013652	ENSMUSG00000018930	Ccl4	AT744.1|Act-2|MIP-1B|Mip1b|Scya4	C-C motif chemokine ligand 4	protein-coding	-0.111	-0.228
NM_177765	chr7	80245876	80246876	+	0	NA	promoter-TSS (NM_177765)	promoter-TSS (NM_177765)	0	NM_177765	269954		NM_177765	ENSMUSG00000045467	Ttll13	1700111A04Rik|4921538O11	tubulin tyrosine ligase-like family, member 13	protein-coding	-1.328	-1.203
NR_165175	chr18	35909833	35910833	+	0	NA	promoter-TSS (NR_165175)	promoter-TSS (NR_165175)	0	NR_165175	115488923		NR_165175	ENSMUSG00000118347	C330008A17Rik	-	RIKEN cDNA C330008A17 gene	ncRNA	-2.651	-2.473
NM_013911	chr9	20642306	20643306	-	0	NA	promoter-TSS (NM_025401)	promoter-TSS (NM_025401)	0	NM_013911	30843		NM_013911	ENSMUSG00000066892	Fbxl12	3110048D16Rik|Fbl12	F-box and leucine-rich repeat protein 12	protein-coding	-0.316	-0.240
NR_046044	chr12	76547425	76548425	-	0	NA	promoter-TSS (NR_046044)	promoter-TSS (NR_046044)	0	NR_046044	100504549		NR_046044	ENSMUSG00000112388	AI463170	-	expressed sequence AI463170	ncRNA	-1.891	-1.756
NM_021496	chr16	46496467	46497467	-	0	NA	promoter-TSS (NM_021497)	promoter-TSS (NM_021497)	0	NM_021496	58998		NM_021495	ENSMUSG00000022656	Nectin3	2610301B19Rik|3000002N23Rik|4921513D19Rik|CD113|Pvrl3	nectin cell adhesion molecule 3	protein-coding	-1.392	-1.560
NM_001369141	chr4	41755017	41756017	+	0	NA	promoter-TSS (NM_001302511)	promoter-TSS (NM_001302511)	0	NM_001369141	14430		NM_016658	ENSMUSG00000036073	Galt	-	galactose-1-phosphate uridyl transferase	protein-coding	-1.175	-0.900
NM_028809	chr2	39007639	39008639	+	0	NA	promoter-TSS (NM_028809)	promoter-TSS (NM_028809)	0	NM_028809	74192		NM_028809	ENSMUSG00000026755	Arpc5l	2010015J01Rik|ARC16-2	actin related protein 2/3 complex, subunit 5-like	protein-coding	-0.199	-0.108
NM_198886	chr17	34894059	34895059	+	0	NA	promoter-TSS (NM_198886)	promoter-TSS (NM_198886)	0	NM_198886	193736		NM_198886	ENSMUSG00000049823	Zbtb12	Bat-9|Bat9|G10|NG35	zinc finger and BTB domain containing 12	protein-coding	-1.712	-1.664
NM_001355193	chr6	77979167	77980167	-	0	NA	promoter-TSS (NM_009819)	promoter-TSS (NM_009819)	0	NM_001355193	12386		NM_009819	ENSMUSG00000063063	Ctnna2	Catna|Catna2|cdf|chp	catenin alpha 2	protein-coding	-0.223	-0.316
NM_011844	chr6	88723912	88724912	+	0	NA	promoter-TSS (NM_001166251)	promoter-TSS (NM_001166251)	0	NM_011844	23945		NM_011844	ENSMUSG00000033174	Mgll	Magl|Mgl	monoglyceride lipase	protein-coding	-1.745	-1.633
NM_001285507	chr2	125858582	125859582	-	0	NA	promoter-TSS (NM_001285512)	promoter-TSS (NM_001285512)	0	NM_001285507	12848		NM_009939	ENSMUSG00000027206	Cops2	Csn2|Sgn2|TRIP-15|Trip15	COP9 signalosome subunit 2	protein-coding	-0.269	-0.207
NR_030738	chr11	62602377	62603377	+	0	NA	promoter-TSS (NR_028550)	promoter-TSS (NR_028550)	0	NR_030738	69221		NR_030738	ENSMUSG00000086841	2410006H16Rik	-	RIKEN cDNA 2410006H16 gene	ncRNA	-0.392	-0.510
NM_001361223	chr18	23038904	23039904	-	0	NA	promoter-TSS (NM_001361225)	promoter-TSS (NM_001361225)	0	NM_001361223	319211		NM_199024	ENSMUSG00000041923	Nol4	1700013J13Rik|4930568N03Rik|Gm1262	nucleolar protein 4	protein-coding	-1.411	-1.315
NM_026252	chr11	31870440	31871440	+	0	NA	promoter-TSS (NM_001290676)	promoter-TSS (NM_001290676)	0	NM_026252	67579		NM_026252	ENSMUSG00000020300	Cpeb4	Cpe-bp4|Cpeb-4|mCPEB-4	cytoplasmic polyadenylation element binding protein 4	protein-coding	-1.702	-1.542
NM_001382501	chr7	143829714	143830714	+	0	NA	promoter-TSS (NM_001382498)	promoter-TSS (NM_001382498)	0	NM_001382501	13360		NM_007856	ENSMUSG00000058454	Dhcr7	-	7-dehydrocholesterol reductase	protein-coding	-0.540	-0.786
NM_019502	chr7	105639945	105640945	+	0	NA	promoter-TSS (NR_153392)	promoter-TSS (NR_153392)	0	NM_019502	14356		NM_019502	ENSMUSG00000089847	Timm10b	Fxc1|Tim10b|Tim9b	translocase of inner mitochondrial membrane 10B	protein-coding	-0.183	-0.015
NR_136934	chr9	69363747	69364747	-	0	NA	promoter-TSS (NR_136934)	promoter-TSS (NR_136934)	0	NR_136934	102642202		NR_136934	ENSMUSG00000086648	Gm15511	-	predicted gene 15511	ncRNA	-1.178	-1.121
NR_167740	chr19	44694980	44695980	-	0	NA	promoter-TSS (NR_167899)	promoter-TSS (NR_167899)	0	NR_167740	102639186		NR_167740	ENSMUSG00000097683	Gm26644	-	predicted gene, 26644	ncRNA	-1.486	-1.510
NM_001359636	chr10	80074939	80075939	-	0	NA	promoter-TSS (NM_001359636)	promoter-TSS (NM_001359636)	0	NM_001359636	216161		NM_183426	ENSMUSG00000035673	Sbno2	F730040C21|Sno|Stno	strawberry notch 2	protein-coding	-2.296	-2.309
NM_175557	chr6	125009169	125010169	+	0	NA	promoter-TSS (NM_001347452)	promoter-TSS (NM_001347452)	0	NM_175557	269800		NM_175557	ENSMUSG00000038346	Zfp384	C130073D16Rik|Ciz|NP|Nmp4	zinc finger protein 384	protein-coding	-1.593	-1.643
NM_001368305	chr10	44148328	44149328	-	0	NA	promoter-TSS (NM_001368305)	promoter-TSS (NM_001368305)	0	NM_001368305	11630		NM_172393	ENSMUSG00000019866	Crybg1	Aim1	crystallin beta-gamma domain containing 1	protein-coding	-0.084	-0.078
NR_166765	chr3	158031248	158032248	-	0	NA	promoter-TSS (NM_001093753)	promoter-TSS (NM_001093753)	0	NR_166765	69207		NM_026989	ENSMUSG00000055436	Srsf11	0610009J05Rik|2610019N13Rik|Sfrs11	serine and arginine-rich splicing factor 11	protein-coding	0.262	0.249
NR_045558	chr6	120363869	120364869	-	0	NA	promoter-TSS (NR_045558)	promoter-TSS (NR_045558)	0	NR_045558	67200		NM_026028	ENSMUSG00000030177	Ccdc77	2400002C23Rik|2700091N06Rik	coiled-coil domain containing 77	protein-coding	-0.873	-1.115
NM_001357613	chr9	36832240	36833240	+	0	NA	promoter-TSS (NM_001357614)	promoter-TSS (NM_001357614)	0	NM_001357613	235180		NM_183171	ENSMUSG00000032118	Fez1	UNC-76|UNC76	fasciculation and elongation protein zeta 1	protein-coding	-0.461	-0.304
NR_136932	chr11	75795309	75796309	+	0	NA	promoter-TSS (NR_136933)	promoter-TSS (NR_136933)	0	NR_136932	102641247		NR_136932		Gm12339	-	predicted gene 12339	ncRNA	-2.117	-1.921
NM_054057	chr8	27042055	27043055	+	0	NA	promoter-TSS (NM_054057)	promoter-TSS (NM_054057)	0	NM_054057	114863		NM_054057	ENSMUSG00000031485	Plpbp	1700024N20Rik|2200002F22Rik|Prosc	pyridoxal phosphate binding protein	protein-coding	-0.451	-0.442
NM_024287	chr7	100607086	100608086	+	0	NA	promoter-TSS (NM_001163663)	promoter-TSS (NM_001163663)	0	NM_024287	19346		NM_024287	ENSMUSG00000030704	Rab6a	2610028L11Rik|Rab6	RAB6A, member RAS oncogene family	protein-coding	-1.836	-1.859
NM_010998	chr17	33175916	33176916	+	0	NA	promoter-TSS (NM_010998)	promoter-TSS (NM_010998)	0	NM_010998	100038859		NM_010998	ENSMUSG00000094891	Or10h1b	IF6|MOR267-17|MOR267-20|Olfr55	olfactory receptor family 10 subfamily H member 1B	protein-coding	-1.210	-1.065
NM_028058	chrX	17571825	17572825	-	0	NA	promoter-TSS (NM_028058)	promoter-TSS (NM_028058)	0	NM_028058	72018		NM_028058	ENSMUSG00000025040	Fundc1	1500005J14Rik|1810033P05Rik	FUN14 domain containing 1	protein-coding	-1.935	-1.404
NM_001361505	chr19	20492083	20493083	+	0	NA	promoter-TSS (NM_001361506)	promoter-TSS (NM_001361506)	0	NM_001361505	11668		NM_013467	ENSMUSG00000053279	Aldh1a1	ALDH-E1|ALHDII|Ahd-2|Ahd2|Aldh1|Aldh1a2|E1|Raldh1	aldehyde dehydrogenase family 1, subfamily A1	protein-coding	-0.770	-0.728
NR_038019	chr10	99608671	99609671	+	0	NA	promoter-TSS (NR_038019)	promoter-TSS (NR_038019)	0	NR_038019	100504202		NR_038019	ENSMUSG00000111962	Gm20110	-	predicted gene, 20110	ncRNA	-0.540	-0.388
NM_198933	chr1	165934448	165935448	-	0	NA	promoter-TSS (NM_198934)	promoter-TSS (NM_198934)	0	NM_198933	18986		NM_011137	ENSMUSG00000026565	Pou2f1	2810482H01Rik|NF-A1|Oct-1|Oct1|Otf-1|Otf1	POU domain, class 2, transcription factor 1	protein-coding	-0.864	-0.677
NM_026254	chr16	57230966	57231966	-	0	NA	promoter-TSS (NM_026254)	promoter-TSS (NM_026254)	0	NM_026254	67581		NM_026254	ENSMUSG00000022749	Tbc1d23	4930451A13Rik|D030022P07Rik	TBC1 domain family, member 23	protein-coding	-0.481	-0.425
NM_013553	chr15	103033895	103034895	+	0	NA	promoter-TSS (NM_013553)	promoter-TSS (NM_013553)	0	NM_013553	15423		NM_013553	ENSMUSG00000075394	Hoxc4	Hox-3.5	homeobox C4	protein-coding	-0.765	-0.823
NM_001290397	chr1	9699709	9700709	-	0	NA	promoter-TSS (NM_001290397)	promoter-TSS (NM_001290397)	0	NM_001290397	17864		NM_008651	ENSMUSG00000025912	Mybl1	A-myb|G1-419-6|repro9	myeloblastosis oncogene-like 1	protein-coding	-0.491	-0.336
NM_001291047	chr16	17069639	17070639	+	0	NA	promoter-TSS (NM_001291053)	promoter-TSS (NM_001291053)	0	NM_001291047	106369		NM_023249	ENSMUSG00000022773	Ypel1	0610009L05Rik|1700016N17Rik|1700019O22Rik|4921520K19Rik|4930511F14Rik|DGL-1|Dgl1|Ppil2|mdgl-1	yippee like 1	protein-coding	-1.036	-0.983
NR_029813	chr14	64590157	64591157	+	0	NA	promoter-TSS (NR_162797).3	promoter-TSS (NR_162797).3	0	NR_029813	387233		NR_029813	ENSMUSG00000065597	Mir124a-1	Mirn124a|Mirn124a-1	microRNA 124a-1	ncRNA	-2.539	-2.636
NM_001162878	chr11	58801460	58802460	-	0	NA	promoter-TSS (NM_001162878)	promoter-TSS (NM_001162878)	0	NM_001162878	75429		NM_029283	ENSMUSG00000049154	Cfap144	3100002J23Rik|Fam183b|Theg6	cilia and flagella associated protein 144	protein-coding	0.208	0.241
NM_001164336	chr19	37207045	37208045	+	0	NA	promoter-TSS (NM_001290828)	promoter-TSS (NM_001290828)	0	NM_001164336	69104		NM_027314	ENSMUSG00000023307	Marchf5	1810015H18Rik|2310008I22Rik|2700055A20Rik|5730499H23Rik|E130202O05Rik|MARCH-V|MITOL|March5|Marchv|Rnf153	membrane associated ring-CH-type finger 5	protein-coding	-1.637	-1.506
NM_001362282	chr18	25753657	25754657	-	0	NA	promoter-TSS (NM_001362288)	promoter-TSS (NM_001362288)	0	NM_001362282	108013		NM_133195	ENSMUSG00000024268	Celf4	A230070D14Rik|BRUNOL-4|Brul4|Brunol4|C130060B05Rik	CUGBP, Elav-like family member 4	protein-coding	-1.662	-1.474
NM_001017525	chr10	85597911	85598911	+	0	NA	promoter-TSS (NM_001017525)	promoter-TSS (NM_001017525)	0	NM_001017525	74007		NM_028709	ENSMUSG00000020042	Abtb3	6330404E16Rik|Btbd11	ankyrin repeat and BTB domain containing 3	protein-coding	-0.674	-0.661
NM_029643	chr15	76538330	76539330	+	0	NA	promoter-TSS (NM_029643)	promoter-TSS (NM_029643)	0	NM_029643	52710		NM_029643	ENSMUSG00000022560	Slc52a2	2010003P03Rik|D15Ertd747e|GPCR42|Gpr172b|PAR2|RFT1|Rfvt2|mRFT1	solute carrier protein 52, member 2	protein-coding	-1.897	-1.994
NM_001163389	chr11	96777055	96778055	-	0	NA	promoter-TSS (NM_028965)	promoter-TSS (NM_028965)	0	NM_001163389	74479		NM_028965	ENSMUSG00000020876	Snx11	4933439F10Rik|A930041K09Rik	sorting nexin 11	protein-coding	-0.954	-0.760
NM_001102678-HOMER4	chrX	30329212	30330212	+	0	NA	promoter-TSS (NM_001359718)	promoter-TSS (NM_001359718)	0	NM_001102678	100039377		NM_001102678	ENSMUSG00000095887	Gm10096	Xmr-like	predicted gene 10096	protein-coding		
NM_001372387	chr8	121107837	121108837	-	0	NA	promoter-TSS (NM_001166482)	promoter-TSS (NM_001166482)	0	NM_001372387	234814		NM_172761	ENSMUSG00000031816	Mthfsd	C920004D05	methenyltetrahydrofolate synthetase domain containing	protein-coding	-1.332	-1.743
NM_146598	chr7	106715845	106716845	-	0	NA	promoter-TSS (NM_146598)	promoter-TSS (NM_146598)	0	NM_146598	258591		NM_146598	ENSMUSG00000108948	Or2ag13	MOR283-6|Olfr695	olfactory receptor family 2 subfamily AG member 13	protein-coding	-0.105	0.004
NM_001378922	chr2	61592652	61593652	+	0	NA	promoter-TSS (NM_001378922)	promoter-TSS (NM_001378922)	0	NM_001378922	21353		NM_011529	ENSMUSG00000064289	Tank	E430026L09Rik|I-TRAF	TRAF family member-associated Nf-kappa B activator	protein-coding	-0.280	-0.273
NR_037249-HOMER2	chr2	10485635	10486635	+	0	NA	promoter-TSS (NR_030470).2	promoter-TSS (NR_030470).2	0	NR_037249	100124624		NR_037249	ENSMUSG00000119385	Mir467a-2	Mirn467a-2|mmu-mir-467a-2	microRNA 467a-2	ncRNA	-0.002	-0.136
NM_175511	chr2	32083205	32084205	-	0	NA	promoter-TSS (NM_175511)	promoter-TSS (NM_175511)	0	NM_175511	241303		NM_175511	ENSMUSG00000050592	Fam78a	A130092J06Rik	family with sequence similarity 78, member A	protein-coding	-1.749	-1.910
NM_001271386	chr12	34916595	34917595	-	0	NA	promoter-TSS (NM_001271386)	promoter-TSS (NM_001271386)	0	NM_001271386	79221		NM_024124	ENSMUSG00000004698	Hdac9	D030072B18Rik|HD7B|HD9|HDRP|Hdac7b|Mitr|mKIAA0744	histone deacetylase 9	protein-coding	-1.212	-1.006
NR_130315	chr11	66956042	66957042	+	0	NA	promoter-TSS (NR_130315)	promoter-TSS (NR_130315)	0	NR_130315									-0.280	-0.219
NM_207664	chr9	37730561	37731561	-	0	NA	promoter-TSS (NR_160653)	promoter-TSS (NR_160653)	0	NM_207664	406176		NM_207664	ENSMUSG00000110526	Or8a1	M71|MOR171-2|Olfr151	olfactory receptor family 8 subfamily A member 1	protein-coding	0.030	0.123
NM_023434	chr14	52278646	52279646	+	0	NA	promoter-TSS (NM_023434)	promoter-TSS (NM_023434)	0	NM_023434	268741		NM_023434	ENSMUSG00000016831	Tox4	5730589K01Rik|A630040M18|LCP1	TOX high mobility group box family member 4	protein-coding	-0.493	-0.350
NM_001160143-HOMER5	chrY	64785799	64786799	-	0	NA	promoter-TSS (NM_207162).2	promoter-TSS (NM_207162).2	0	NM_001160143	100040031		NM_001160143	ENSMUSG00000093950	Gm20823	-	predicted gene, 20823	protein-coding		
NM_175176	chr3	154710633	154711633	+	0	NA	promoter-TSS (NM_175176)	promoter-TSS (NM_175176)	0	NM_175176	209601		NM_175176	ENSMUSG00000078161	Erich3	1700013E18Rik|4922501L14Rik|5031409G23Rik|Gm133	glutamate rich 3	protein-coding	-0.504	-0.601
NM_001364282	chr12	73997277	73998277	+	0	NA	promoter-TSS (NM_172804)	promoter-TSS (NM_172804)	0	NM_001364282	238266		NM_172804	ENSMUSG00000044912	Syt16	Strep14|Syt14l|syt14r	synaptotagmin XVI	protein-coding	-1.374	-1.364
NM_001127261	chr16	25683265	25684265	+	0	NA	promoter-TSS (NM_001127260)	promoter-TSS (NM_001127260)	0	NM_001127261	22061		NM_011641	ENSMUSG00000022510	Trp63	Ket|P51/P63|P63|P73l|Tp63|Trp53rp1	transformation related protein 63	protein-coding	-0.269	-0.238
NR_038055	chr11	67119580	67120580	-	0	NA	promoter-TSS (NR_038055)	promoter-TSS (NR_038055)	0	NR_038055	74184		NR_038055	ENSMUSG00000087410	2310065F04Rik	linc-Myh	RIKEN cDNA 2310065F04 gene	ncRNA	-0.884	-0.676
NM_001374239-HOMER5	chr4	42255195	42256195	+	0	NA	promoter-TSS (NM_001193666).5	promoter-TSS (NM_001193666).5	0	NM_001374239										
NM_001373908-HOMER4	chrY	32126117	32127117	-	0	NA	promoter-TSS (NM_001373925)	promoter-TSS (NM_001373925)	0	NM_001373908	115489286		NM_001373908		Gm21751	-	predicted gene, 21751	protein-coding		
NM_001384949	chr3	64289209	64290209	-	0	NA	promoter-TSS (NM_001384949)	promoter-TSS (NM_001384949)	0	NM_001384949	637004		NM_001104614	ENSMUSG00000091572	Vmn2r3	EG637004	vomeronasal 2, receptor 3	protein-coding	-0.220	-0.225
NR_156704	chr8	111536140	111537140	+	0	NA	promoter-TSS (NM_133206)	promoter-TSS (NM_133206)	0	NR_156704	170737		NM_133206	ENSMUSG00000033545	Znrf1	B830022L21Rik|Rnf42|Zrfp1|nin283	zinc and ring finger 1	protein-coding	-1.649	-1.518
NM_009148	chr6	33248628	33249628	+	0	NA	promoter-TSS (NM_001347089)	promoter-TSS (NM_001347089)	0	NM_009148	20336		NM_009148	ENSMUSG00000029763	Exoc4	Sec8|Sec8l1	exocyst complex component 4	protein-coding	-1.547	-1.597
NR_045827	chr2	93979534	93980534	+	0	NA	promoter-TSS (NR_045827)	promoter-TSS (NR_045827)	0	NR_045827	70852		NR_045827	ENSMUSG00000027196	Alkbh3os1	4921507L20Rik	alkB homolog 3, opposite strand 1	ncRNA	-0.974	-0.844
NM_001252293	chr6	30733006	30734006	+	0	NA	promoter-TSS (NM_001252293)	promoter-TSS (NM_001252293)	0	NM_001252293	17294		NM_008590	ENSMUSG00000051855	Mest	Peg1	mesoderm specific transcript	protein-coding	-1.459	-1.727
NR_073164	chr11	59809539	59810539	-	0	NA	promoter-TSS (NM_001271357)	promoter-TSS (NM_001271357)	0	NR_073164	216805		NM_146018	ENSMUSG00000032633	Flcn	B430214A04Rik|Bhd|FLCL	folliculin	protein-coding	-1.308	-1.194
NM_001013779	chr1	173420104	173421104	+	0	NA	promoter-TSS (NM_001013779)	promoter-TSS (NM_001013779)	0	NM_001013779	383619		NM_001013779	ENSMUSG00000037860	Aim2	Gm1313|Ifi210	absent in melanoma 2	protein-coding	-0.253	-0.014
NM_175349	chr17	5418267	5419267	-	0	NA	promoter-TSS (NM_175349)	promoter-TSS (NM_175349)	0	NM_175349	106557		NM_175349	ENSMUSG00000101959	Ldhal6b	4933402O15Rik|LDHL|Ldhal	lactate dehydrogenase A-like 6B	protein-coding	-2.244	-2.234
NR_040774	chr4	124485459	124486459	-	0	NA	promoter-TSS (NR_040774)	promoter-TSS (NR_040774)	0	NR_040774	78460		NR_040774		1700057H15Rik	-	RIKEN cDNA 1700057H15 gene	ncRNA	-0.330	-0.592
NM_001290551	chr4	94738789	94739789	+	0	NA	promoter-TSS (NM_001290549)	promoter-TSS (NM_001290549)	0	NM_001290551	21687		NM_013690	ENSMUSG00000006386	Tek	Cd202b|Hyk|STK1|Tie-2|Tie2	TEK receptor tyrosine kinase	protein-coding	0.026	0.044
NM_001033322	chr9	3531849	3532849	+	0	NA	promoter-TSS (NM_001033322)	promoter-TSS (NM_001033322)	0	NM_001033322	234889		NM_001033322	ENSMUSG00000041624	Gucy1a2	6330407I18Rik|A230060L24Rik	guanylate cyclase 1, soluble, alpha 2	protein-coding	-1.087	-1.069
NM_207563	chr2	86374910	86375910	-	0	NA	promoter-TSS (NM_207563)	promoter-TSS (NM_207563)	0	NM_207563	404325		NM_207563	ENSMUSG00000075187	Or8j3b	GA_x5J8B7TRQ4E-1174-939|GA_x5J8B7TY464-2-187|MOR185-11|Olfr1057	olfactory receptor family 8 subfamily J member 3B	protein-coding	-0.401	-0.452
NM_001373916-HOMER8	chrY	47890214	47891214	+	0	NA	promoter-TSS (NM_001373926)	promoter-TSS (NM_001373926)	0	NM_001373916	115489291		NM_001373916		Gm21753	-	predicted gene, 21753	protein-coding		
NR_168013	chr11	68956487	68957487	+	0	NA	promoter-TSS (NM_177566)	promoter-TSS (NM_177566)	0	NR_168013	102634769		NR_168012		Gm32273	-	predicted gene, 32273	ncRNA	-1.064	-0.989
NR_037210	chrX	147064405	147065405	+	0	NA	promoter-TSS (NR_037210)	promoter-TSS (NR_037210)	0	NR_037210	100526462		NR_037210	ENSMUSG00000080331	Mir1298	mir-1298|mmu-mir-1298	microRNA 1298	ncRNA	-0.002	0.019
NM_001356485	chr1	170885040	170886040	-	0	NA	promoter-TSS (NR_151477)	promoter-TSS (NR_151477)	0	NM_001356485	80915		NM_023173	ENSMUSG00000026659	Dusp12	1190004O14Rik|ESTM36|LMW-DSP4|T-DSP4|VH1|mVH1	dual specificity phosphatase 12	protein-coding	-0.495	-0.428
NM_053106	chr1	135324313	135325313	+	0	NA	promoter-TSS (NM_053106)	promoter-TSS (NM_053106)	0	NM_053106	93689		NM_053106	ENSMUSG00000048096	Lmod1	9530015K06Rik|SM-Lmod	leiomodin 1 (smooth muscle)	protein-coding	-0.777	-0.964
NM_175189	chr9	37367106	37368106	+	0	NA	promoter-TSS (NM_175189)	promoter-TSS (NM_175189)	0	NM_175189	72927		NM_175189	ENSMUSG00000046240	Hepacam	2900042E01Rik|Glialcam|Hepn1	hepatocyte cell adhesion molecule	protein-coding	-0.135	0.005
NM_001079901	chr6	48593383	48594383	+	0	NA	promoter-TSS (NM_001079904)	promoter-TSS (NM_001079904)	0	NM_001079901	58887		NM_175099	ENSMUSG00000052751	Repin1	Ap4|E430037F08Rik|Zfp-464|Zfp464	replication initiator 1	protein-coding	-0.927	-0.822
NM_001243238	chr1	16092825	16093825	-	0	NA	promoter-TSS (NM_001243238)	promoter-TSS (NM_001243238)	0	NM_001243238	75799		NM_001243238	ENSMUSG00000067795	4930444P10Rik	-	RIKEN cDNA 4930444P10 gene	protein-coding	-0.533	-0.314
NM_023040	chr17	24695656	24696656	-	0	NA	promoter-TSS (NM_001379038)	promoter-TSS (NM_001379038)	0	NM_023040	11692		NM_023040	ENSMUSG00000040888	Gfer	Alr|ERV1	growth factor, augmenter of liver regeneration	protein-coding	-1.896	-1.976
