Region_ID	Chr	Start	End	Gene_Name	Annotation	Difference	pvalue	adj_pvalue	Region_size	direction	direction_label	plot_label
chr7-92375000	chr7	92375000	92400000	Dlg2	intron (NM_011807, intron 16 of 22)	-0.139666666666667	0.00296804010258996	0.0123552703889859	25000	A_to_B_in_Mutant	More Inactive (A->B)	Dlg2
chr11-27200000	chr11	27200000	27225000	Gm12070	Intergenic	-0.0129999999999997	0.49319237930885	0.587105983599529	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gm12070
chr6-22175000	chr6	22175000	22200000	Wnt16	intron (NM_001081351, intron 15 of 21)	0.0726666666666666	0.122814304368396	0.195302843554352	25000	B_to_A_in_Mutant	More Active (B->A)	Wnt16
chr10-103525000	chr10	103525000	103550000	Slc6a15	Intergenic	-0.0303333333333332	0.201998806093051	0.289787543247538	25000	A_to_B_in_Mutant	More Inactive (A->B)	Slc6a15
chr4-60100000	chr4	60100000	60125000	Mup2	intron (NM_001200004, intron 3 of 6).2	-0.00999999999999961	0.679303911315495	0.751714992199337	25000	A_to_B_in_Mutant	More Inactive (A->B)	Mup2
chr15-36425000	chr15	36425000	36450000	Ankrd46	Intergenic	0.156666666666667	0.00037182431959424	0.00336255639573289	25000	B_to_A_in_Mutant	More Active (B->A)	Ankrd46
chr17-17875000	chr17	17875000	17900000	Fpr2	promoter-TSS (NM_008039)	-0.100666666666667	0.0140024531490898	0.0373687849984791	25000	A_to_B_in_Mutant	More Inactive (A->B)	Fpr2
chr5-147275000	chr5	147275000	147300000	Mir7k	Intergenic	0.0439999999999999	0.120237109817715	0.192060546588088	25000	B_to_A_in_Mutant	More Active (B->A)	Mir7k
chr16-79400000	chr16	79400000	79425000	Tmprss15	Intergenic	0.13	0.00882804034148357	0.026671929346429	25000	B_to_A_in_Mutant	More Active (B->A)	Tmprss15
chr19-34275000	chr19	34275000	34300000	Fas	Intergenic	-0.0566666666666665	0.0859214796404549	0.147541876110511	25000	A_to_B_in_Mutant	More Inactive (A->B)	Fas
chr9-91750000	chr9	91750000	91775000	Zic4	Intergenic	-0.130666666666667	0.0176239396403972	0.0442946432941358	25000	A_to_B_in_Mutant	More Inactive (A->B)	Zic4
chr10-13375000	chr10	13375000	13400000	Phactr2	intron (NM_001195065, intron 1 of 12)	0.341	0.000384882633500965	0.00342851142750662	25000	B_to_A_in_Mutant	More Active (B->A)	Phactr2
chr13-95675000	chr13	95675000	95700000	F2rl2	intron (NM_027711, intron 14 of 35)	0.0876666666666665	0.0368530175280165	0.0770253796353356	25000	B_to_A_in_Mutant	More Active (B->A)	F2rl2
chr4-142975000	chr4	142975000	143000000	Mir7021	Intergenic	-0.00233333333333341	0.949994141925286	0.963852291188868	25000	A_to_B_in_Mutant	More Inactive (A->B)	Mir7021
chr5-46400000	chr5	46400000	46425000	Gm7931	intron (NR_169028, intron 2 of 2)	-0.0109999999999998	0.713252024068195	0.779894820316687	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gm7931
chr3-9725000	chr3	9725000	9750000	Pag1	intron (NM_053182, intron 2 of 7)	0.0663333333333331	0.347267407705099	0.445723326370943	25000	B_to_A_in_Mutant	More Active (B->A)	Pag1
chr7-77825000	chr7	77825000	77850000	Ntrk3	Intergenic	0.256333333333333	0.000446675351852053	0.00373179989135848	25000	B_to_A_in_Mutant	More Active (B->A)	Ntrk3
chr2-137700000	chr2	137700000	137725000	Gm14062	Intergenic	0.0926666666666668	0.0238300831542407	0.0554544620893402	25000	B_to_A_in_Mutant	More Active (B->A)	Gm14062
chr19-19025000	chr19	19025000	19050000	Rorb	intron (NM_001043354, intron 1 of 9)	-0.0976666666666666	0.00138218163177747	0.00746400190696489	25000	A_to_B_in_Mutant	More Inactive (A->B)	Rorb
chr4-71600000	chr4	71600000	71625000	Tle1	Intergenic	0.118	0.00795836894652403	0.0247526622811718	25000	B_to_A_in_Mutant	More Active (B->A)	Tle1
chr9-55800000	chr9	55800000	55825000	Scaper	intron (NM_001081341, intron 18 of 32)	-0.118	0.0443008523813117	0.0886017047626234	25000	A_to_B_in_Mutant	More Inactive (A->B)	Scaper
chr5-36600000	chr5	36600000	36625000	Tbc1d14	intron (NM_001081232, intron 6 of 8)	-0.0123333333333338	0.6357629971023	0.71466232502764	25000	A_to_B_in_Mutant	More Inactive (A->B)	Tbc1d14
chr3-26925000	chr3	26925000	26950000	Ect2	intron (NM_029150, intron 10 of 10)	0.0293333333333334	0.470517319072648	0.566249074746821	25000	B_to_A_in_Mutant	More Active (B->A)	Ect2
chr6-24875000	chr6	24875000	24900000	Hyal5	intron (NM_028957, intron 3 of 3)	-0.0989999999999999	0.00185492734954489	0.00902946204275566	25000	A_to_B_in_Mutant	More Inactive (A->B)	Hyal5
chr4-32425000	chr4	32425000	32450000	Bach2	intron (NM_001109661, intron 1 of 4)	0.0266666666666664	0.584986266700425	0.670307338695372	25000	B_to_A_in_Mutant	More Active (B->A)	Bach2
chr3-84225000	chr3	84225000	84250000	Trim2	intron (NM_001271726, intron 1 of 11)	-0.103666666666667	0.00384259871068039	0.0147901965735707	25000	A_to_B_in_Mutant	More Inactive (A->B)	Trim2
chr7-119075000	chr7	119075000	119100000	Gprc5b	Intergenic	0.0736666666666668	0.0883713835395155	0.150799678275171	25000	B_to_A_in_Mutant	More Active (B->A)	Gprc5b
chr2-51475000	chr2	51475000	51500000	1700057H21Rik	Intergenic	0.507333333333333	2.44363316741566e-05	0.000949478009153586	25000	B_to_A_in_Mutant	More Active (B->A)	1700057H21Rik
chr2-8850000	chr2	8850000	8875000	Gm30957	Intergenic	-0.085	0.0479514441780311	0.0941692349993997	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gm30957
chr5-66275000	chr5	66275000	66300000	Nsun7	intron (NM_001302833, intron 9 of 12)	0.117333333333333	0.0382456709583074	0.0791664523598349	25000	B_to_A_in_Mutant	More Active (B->A)	Nsun7
chrX-24125000	chrX	24125000	24150000	Tesl1	Intergenic	1.785	0.0348709057660136	0.0738388034799635	25000	B_to_A_in_Mutant	More Active (B->A)	Tesl1
chr11-70050000	chr11	70050000	70075000	Asgr1	Intergenic	0.00899999999999981	0.662619461386331	0.737505853956454	25000	B_to_A_in_Mutant	More Active (B->A)	Asgr1
chr6-9025000	chr6	9025000	9050000	Nxph1	intron (NM_008751, intron 1 of 1)	0.122666666666667	0.00239949201033963	0.0107183033423992	25000	B_to_A_in_Mutant	More Active (B->A)	Nxph1
chr11-119200000	chr11	119200000	119225000	Tbc1d16	intron (NM_001347625, intron 1 of 11)	-0.049666666666667	0.107401315580571	0.175810479627399	25000	A_to_B_in_Mutant	More Inactive (A->B)	Tbc1d16
chr15-79350000	chr15	79350000	79375000	Mir1943	3' UTR (NM_001253819, exon 10 of 10)	-0.0770000000000005	0.0346073575503385	0.0734137469259528	25000	A_to_B_in_Mutant	More Inactive (A->B)	Mir1943
chr2-139050000	chr2	139050000	139075000	Mir1952	Intergenic	0.0803333333333334	0.148174573260935	0.226375913264009	25000	B_to_A_in_Mutant	More Active (B->A)	Mir1952
chr16-22900000	chr16	22900000	22925000	Fetub	Intergenic	0.252666666666667	0.00114906526061199	0.00662592446183904	25000	B_to_A_in_Mutant	More Active (B->A)	Fetub
chr15-3925000	chr15	3925000	3950000	Fbxo4	Intergenic	-0.0916666666666666	0.0263705297157503	0.0598297491365047	25000	A_to_B_in_Mutant	More Inactive (A->B)	Fbxo4
chr4-118600000	chr4	118600000	118625000	Cfap57	intron (NM_026789, intron 4 of 22)	-0.0123333333333333	0.728323304254086	0.792344191271584	25000	A_to_B_in_Mutant	More Inactive (A->B)	Cfap57
chr1-61550000	chr1	61550000	61575000	Pard3b	Intergenic	0.329333333333333	6.86214118796052e-05	0.00145733075304214	25000	B_to_A_in_Mutant	More Active (B->A)	Pard3b
chr8-58675000	chr8	58675000	58700000	Gm15881	intron (NM_175032, intron 1 of 11)	-0.134666666666666	0.000372967538004516	0.00337079647448682	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gm15881
chr6-112925000	chr6	112925000	112950000	Srgap3	intron (NM_080448, intron 1 of 21)	-0.0246666666666669	0.249373235728864	0.342651893867192	25000	A_to_B_in_Mutant	More Inactive (A->B)	Srgap3
chr9-70575000	chr9	70575000	70600000	Sltm	intron (NM_001357911, intron 19 of 20)	-0.168	0.00482935544338744	0.0173498787939069	25000	A_to_B_in_Mutant	More Inactive (A->B)	Sltm
chrX-50725000	chrX	50725000	50750000	Firre	Intergenic	-0.775666666666667	0.000224050103895446	0.00255321873289063	25000	A_to_B_in_Mutant	More Inactive (A->B)	Firre
chr7-134225000	chr7	134225000	134250000	Adam12	Intergenic	0.021	0.27677306780863	0.372252326323726	25000	B_to_A_in_Mutant	More Active (B->A)	Adam12
chr4-66000000	chr4	66000000	66025000	Astn2	intron (NM_019514, intron 4 of 21)	-0.171333333333333	0.0143431183644913	0.0380581819261764	25000	A_to_B_in_Mutant	More Inactive (A->B)	Astn2
chr15-46950000	chr15	46950000	46975000	4930548G14Rik	Intergenic	0.00500000000000017	0.860764751759881	0.897270064870798	25000	B_to_A_in_Mutant	More Active (B->A)	4930548G14Rik
chr1-41950000	chr1	41950000	41975000	Gm39631	Intergenic	0.357666666666667	0.000528377817947323	0.00413817490402914	25000	B_to_A_in_Mutant	More Active (B->A)	Gm39631
chr18-62625000	chr18	62625000	62650000	Spink7	intron (NM_001168423, intron 1 of 4)	-0.217666666666667	0.00032707253526102	0.00312627732440841	25000	A_to_B_in_Mutant	More Inactive (A->B)	Spink7
chr4-79050000	chr4	79050000	79075000	A430085M09Rik	Intergenic	0.0453333333333334	0.0879837104730156	0.150316469231797	25000	B_to_A_in_Mutant	More Active (B->A)	A430085M09Rik
chr7-132575000	chr7	132575000	132600000	Oat	Intergenic	-0.0713333333333335	0.0224045482218363	0.0529133452883335	25000	A_to_B_in_Mutant	More Inactive (A->B)	Oat
chr4-108350000	chr4	108350000	108375000	Shisal2a	Intergenic	-0.0593333333333335	0.0214899823911684	0.0513183666298013	25000	A_to_B_in_Mutant	More Inactive (A->B)	Shisal2a
chr1-163350000	chr1	163350000	163375000	Gorab	Intergenic	0.0606666666666668	0.0486794736222367	0.0952952966868205	25000	B_to_A_in_Mutant	More Active (B->A)	Gorab
chr13-35050000	chr13	35050000	35075000	Eci2	Intergenic	0.326333333333333	2.29780080672959e-05	0.00093406559210115	25000	B_to_A_in_Mutant	More Active (B->A)	Eci2
chr11-12250000	chr11	12250000	12275000	Cobl	intron (NM_001282994, intron 10 of 14)	0.00200000000000012	0.932966089413118	0.951369614367495	25000	B_to_A_in_Mutant	More Active (B->A)	Cobl
chr4-138875000	chr4	138875000	138900000	Pla2g2e	Intergenic	-0.0146666666666668	0.497258819555397	0.590858018692987	25000	A_to_B_in_Mutant	More Inactive (A->B)	Pla2g2e
chr18-83500000	chr18	83500000	83525000	4921531P14Rik	Intergenic	0.217666666666667	0.000192657738650513	0.00235668917120562	25000	B_to_A_in_Mutant	More Active (B->A)	4921531P14Rik
chr9-93275000	chr9	93275000	93300000	1700034K08Rik	Intergenic	-0.0473333333333332	0.211716390341331	0.300800357984449	25000	A_to_B_in_Mutant	More Inactive (A->B)	1700034K08Rik
chr9-47000000	chr9	47000000	47025000	Gm4791	Intergenic	0.0789999999999998	0.0454887568649419	0.0904579878956224	25000	B_to_A_in_Mutant	More Active (B->A)	Gm4791
chr7-129475000	chr7	129475000	129500000	Gm33027	Intergenic	0.194	0.000803730937348543	0.00531073525136235	25000	B_to_A_in_Mutant	More Active (B->A)	Gm33027
chr9-89925000	chr9	89925000	89950000	Rasgrf1	intron (NM_001357743, intron 2 of 26)	-0.0176666666666666	0.583111622051597	0.66867920174006	25000	A_to_B_in_Mutant	More Inactive (A->B)	Rasgrf1
chr3-109025000	chr3	109025000	109050000	Eeig2	Intergenic	-0.181666666666667	0.012511660063152	0.0343856764199452	25000	A_to_B_in_Mutant	More Inactive (A->B)	Eeig2
chrX-140025000	chrX	140025000	140050000	Nup62cl	intron (NM_001081668, intron 2 of 8)	-1.52866666666667	0.0490455341506134	0.0958513568051311	25000	A_to_B_in_Mutant	More Inactive (A->B)	Nup62cl
chr3-48200000	chr3	48200000	48225000	Gm7977	Intergenic	0.0183333333333335	0.523143712157666	0.614882679216304	25000	B_to_A_in_Mutant	More Active (B->A)	Gm7977
chr17-69425000	chr17	69425000	69450000	Akain1	Intergenic	-0.0240000000000002	0.59472507137332	0.67905420247703	25000	A_to_B_in_Mutant	More Inactive (A->B)	Akain1
chr2-112550000	chr2	112550000	112575000	Aven	intron (NM_001165935, intron 1 of 4)	-0.0566666666666665	0.134182884551711	0.209331887584477	25000	A_to_B_in_Mutant	More Inactive (A->B)	Aven
chr7-3625000	chr7	3625000	3650000	Prpf31	intron (NM_001159714, intron 9 of 13)	-0.14	0.000353160274986181	0.00326669238621804	25000	A_to_B_in_Mutant	More Inactive (A->B)	Prpf31
chr10-129875000	chr10	129875000	129900000	Or6c70	Intergenic	0.0183333333333334	0.580364624624294	0.66626545589334	25000	B_to_A_in_Mutant	More Active (B->A)	Or6c70
chr15-55625000	chr15	55625000	55650000	Mtbp	Intergenic	-0.0103333333333331	0.761933337073116	0.819737443447298	25000	A_to_B_in_Mutant	More Inactive (A->B)	Mtbp
chr14-85500000	chr14	85500000	85525000	4930529K09Rik	Intergenic	-0.0463333333333332	0.214789771435375	0.30435310431341	25000	A_to_B_in_Mutant	More Inactive (A->B)	4930529K09Rik
chr8-129275000	chr8	129275000	129300000	Gm32856	Intergenic	-0.000999999999999807	0.966083150674981	0.975591144302332	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gm32856
chr1-43200000	chr1	43200000	43225000	Fhl2	Intergenic	0.200333333333333	0.00530455815672805	0.0185407063026923	25000	B_to_A_in_Mutant	More Active (B->A)	Fhl2
chr1-97075000	chr1	97075000	97100000	Slco6c1	intron (NM_028942, intron 7 of 13)	0.0663333333333333	0.0301855387758934	0.0662047867841754	25000	B_to_A_in_Mutant	More Active (B->A)	Slco6c1
chrX-116125000	chrX	116125000	116150000	Cpxcr1	Intergenic	0.276	0.280676794880519	0.376318076114907	25000	B_to_A_in_Mutant	More Active (B->A)	Cpxcr1
chr4-102200000	chr4	102200000	102225000	Pde4b	Intergenic	-0.207666666666667	0.014529018040954	0.0384141207643561	25000	A_to_B_in_Mutant	More Inactive (A->B)	Pde4b
chr2-53550000	chr2	53550000	53575000	Idi1-ps1	Intergenic	-0.0426666666666667	0.0648999805775049	0.118796206012226	25000	A_to_B_in_Mutant	More Inactive (A->B)	Idi1-ps1
chr8-120975000	chr8	120975000	121000000	Fendrr	Intergenic	0.233	0.000169464163344879	0.00220778910769516	25000	B_to_A_in_Mutant	More Active (B->A)	Fendrr
chr3-68475000	chr3	68475000	68500000	Schip1	intron (NM_001282045, intron 1 of 7)	0.193	8.63923538220754e-05	0.00160330679883348	25000	B_to_A_in_Mutant	More Active (B->A)	Schip1
chr13-68225000	chr13	68225000	68250000	Urml	Intergenic	0.0266666666666669	0.609731740995438	0.692327028144006	25000	B_to_A_in_Mutant	More Active (B->A)	Urml
chr7-78950000	chr7	78950000	78975000	Isg20	Intergenic	0.101333333333333	0.0012058959124991	0.0068373101353049	25000	B_to_A_in_Mutant	More Active (B->A)	Isg20
chr5-107900000	chr5	107900000	107925000	Rpl5	intron (NM_026062, intron 3 of 4)	-0.175333333333333	5.30626062366483e-05	0.00130676145618003	25000	A_to_B_in_Mutant	More Inactive (A->B)	Rpl5
chr11-18300000	chr11	18300000	18325000	Gm12022	Intergenic	-0.0499999999999999	0.111819129422797	0.181398132707322	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gm12022
chr15-82550000	chr15	82550000	82575000	Cyp2d12	Intergenic	-0.0406666666666667	0.337996439141546	0.436235703721127	25000	A_to_B_in_Mutant	More Inactive (A->B)	Cyp2d12
chr1-87625000	chr1	87625000	87650000	Inpp5d	intron (NR_122078, intron 2 of 27)	0.0286666666666664	0.302218987728746	0.399132861628306	25000	B_to_A_in_Mutant	More Active (B->A)	Inpp5d
chr4-74825000	chr4	74825000	74850000	Dmac1	Intergenic	-0.0636666666666664	0.0171036364283711	0.0432994613997532	25000	A_to_B_in_Mutant	More Inactive (A->B)	Dmac1
chr16-84875000	chr16	84875000	84900000	Atp5pf	Intergenic	-0.170333333333333	0.000347366234356808	0.00323635588916416	25000	A_to_B_in_Mutant	More Inactive (A->B)	Atp5pf
chr19-32525000	chr19	32525000	32550000	Minpp1	Intergenic	-0.149	0.0035865609785647	0.0141008821433972	25000	A_to_B_in_Mutant	More Inactive (A->B)	Minpp1
chr13-81475000	chr13	81475000	81500000	Adgrv1	intron (NM_054053, intron 50 of 89)	0.00833333333333354	0.870749761331902	0.904988079471704	25000	B_to_A_in_Mutant	More Active (B->A)	Adgrv1
chr5-111375000	chr5	111375000	111400000	Mn1	3' UTR (NM_001359215, exon 11 of 11)	0.0343333333333333	0.178438199765614	0.262346632710966	25000	B_to_A_in_Mutant	More Active (B->A)	Mn1
chr1-155300000	chr1	155300000	155325000	BC034090	intron (NM_011273, intron 9 of 14)	-0.0530000000000001	0.0573760449456749	0.108127319055099	25000	A_to_B_in_Mutant	More Inactive (A->B)	BC034090
chr16-52725000	chr16	52725000	52750000	4930404A05Rik	Intergenic	0.0526666666666668	0.131629809496543	0.206253976466954	25000	B_to_A_in_Mutant	More Active (B->A)	4930404A05Rik
chr1-63475000	chr1	63475000	63500000	Adam23	intron (NM_011780, intron 3 of 25)	-0.0103333333333333	0.640061120129429	0.718500987373357	25000	A_to_B_in_Mutant	More Inactive (A->B)	Adam23
chr19-29425000	chr19	29425000	29450000	Pdcd1lg2	exon (NM_021396, exon 3 of 6)	0.0603333333333334	0.381475482554623	0.479693719925854	25000	B_to_A_in_Mutant	More Active (B->A)	Pdcd1lg2
chr18-27500000	chr18	27500000	27525000	4930474G06Rik	Intergenic	0.166666666666667	0.0152760891999164	0.0398802016483775	25000	B_to_A_in_Mutant	More Active (B->A)	4930474G06Rik
chr17-6625000	chr17	6625000	6650000	Tmem181c-ps	Intergenic	-0.0900000000000002	0.0581276807665706	0.109213878253288	25000	A_to_B_in_Mutant	More Inactive (A->B)	Tmem181c-ps
chr17-37600000	chr17	37600000	37625000	Or14j4	Intergenic	-0.0119999999999999	0.735849458002006	0.798403077406871	25000	A_to_B_in_Mutant	More Inactive (A->B)	Or14j4
chr5-145525000	chr5	145525000	145550000	Cyp3a41a	Intergenic	0.0866666666666668	0.0299878912643028	0.0658693265789507	25000	B_to_A_in_Mutant	More Active (B->A)	Cyp3a41a
chr19-22725000	chr19	22725000	22750000	Mir204	intron (NM_001362500, intron 6 of 25)	-0.261333333333333	0.00805617026109956	0.0249713036680277	25000	A_to_B_in_Mutant	More Inactive (A->B)	Mir204
chr16-17950000	chr16	17950000	17975000	Vpreb1b	Intergenic	-0.0520000000000001	0.0552555501551045	0.105006921748026	25000	A_to_B_in_Mutant	More Inactive (A->B)	Vpreb1b
chr6-65675000	chr6	65675000	65700000	Ndnf	intron (NM_172399, intron 1 of 3)	0.0183333333333334	0.356856880305747	0.455347408922193	25000	B_to_A_in_Mutant	More Active (B->A)	Ndnf
chr1-24425000	chr1	24425000	24450000	Col19a1	intron (NM_007733, intron 14 of 50)	-0.11	0.00195444735263479	0.00935360401964115	25000	A_to_B_in_Mutant	More Inactive (A->B)	Col19a1
chr8-101150000	chr8	101150000	101175000	Cdh11	Intergenic	-0.0789999999999998	0.0372018185567844	0.0775487847094724	25000	A_to_B_in_Mutant	More Inactive (A->B)	Cdh11
chr9-71700000	chr9	71700000	71725000	Cgnl1	intron (NM_026599, intron 7 of 18)	0.0476666666666664	0.213722263530431	0.303161535116529	25000	B_to_A_in_Mutant	More Active (B->A)	Cgnl1
chr18-37700000	chr18	37700000	37725000	Pcdhga7	intron (NM_033589, intron 1 of 3)	-0.201	0.00667642831916907	0.0218193076173551	25000	A_to_B_in_Mutant	More Inactive (A->B)	Pcdhga7
chr9-7800000	chr9	7800000	7825000	Birc2	Intergenic	-0.170333333333333	0.00231618754515679	0.0104633353032886	25000	A_to_B_in_Mutant	More Inactive (A->B)	Birc2
chr4-72125000	chr4	72125000	72150000	Tle1	intron (NM_001285530, intron 11 of 17)	0.184666666666667	0.000223460813985361	0.00254992586794832	25000	B_to_A_in_Mutant	More Active (B->A)	Tle1
chr6-56350000	chr6	56350000	56375000	Pde1c	promoter-TSS (NM_001355475)	0.0826666666666665	0.136255478713771	0.2118761025436	25000	B_to_A_in_Mutant	More Active (B->A)	Pde1c
chr16-59425000	chr16	59425000	59450000	Gabrr3	intron (NM_001081190, intron 6 of 8)	-0.0503333333333332	0.120199377024292	0.192012339418388	25000	A_to_B_in_Mutant	More Inactive (A->B)	Gabrr3
chr3-10100000	chr3	10100000	10125000	Myef2l	Intergenic	0.353333333333333	4.80663766840125e-05	0.00125372423708248	25000	B_to_A_in_Mutant	More Active (B->A)	Myef2l
chr2-50200000	chr2	50200000	50225000	Mmadhc	Intergenic	0.330333333333333	0.000222235914080688	0.00254193888496971	25000	B_to_A_in_Mutant	More Active (B->A)	Mmadhc
chr16-31800000	chr16	31800000	31825000	Dlg1	intron (NR_045516, intron 12 of 24)	-0.0900000000000002	0.0231174015057654	0.054199115877251	25000	A_to_B_in_Mutant	More Inactive (A->B)	Dlg1
chr13-34400000	chr13	34400000	34425000	Slc22a23	Intergenic	0.286333333333333	4.11458713730916e-05	0.00117888892214749	25000	B_to_A_in_Mutant	More Active (B->A)	Slc22a23
chr13-50775000	chr13	50775000	50800000	4930518P08Rik	Intergenic	0.00133333333333348	0.949952864524342	0.96383926277745	25000	B_to_A_in_Mutant	More Active (B->A)	4930518P08Rik
chr4-91650000	chr4	91650000	91675000	Elavl2	Intergenic	0.0293333333333335	0.266208630099239	0.360862821482936	25000	B_to_A_in_Mutant	More Active (B->A)	Elavl2
chr1-159650000	chr1	159650000	159675000	Tnr	intron (NM_022312, intron 1 of 22)	0.0296666666666665	0.211517992800655	0.30055890972529	25000	B_to_A_in_Mutant	More Active (B->A)	Tnr
chr2-80075000	chr2	80075000	80100000	Pde1a	intron (NM_001355141, intron 2 of 15)	-0.0336666666666665	0.170854400886617	0.253373325717228	25000	A_to_B_in_Mutant	More Inactive (A->B)	Pde1a
chr4-41100000	chr4	41100000	41125000	Nol6	Intergenic	-0.179333333333333	0.000127795211502433	0.00191662659091642	25000	A_to_B_in_Mutant	More Inactive (A->B)	Nol6
