seqnames	start	end	width	strand	Conc	Conc_mut	Conc_ctrl	Fold	p.value	FDR	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME
chr11	117148551	117148951	401	*	4.49577238	4.516296659	4.474951896	0.033652547	0.855905544	0.940577244	"Exon (ENSMUST00000127090.7/74136, exon 9 of 12)"	11	117155069	117156475	1407	1	74136	ENSMUST00000153437.1	-6118	ENSMUSG00000020823	Sec14l1	SEC14-like lipid binding 1
chr8	94772014	94772414	401	*	3.07637029	3.026083742	3.124962927	-0.038301092	0.855911995	0.940577244	Promoter	8	94772204	94778366	6163	1	20312	ENSMUST00000211956.1	0	ENSMUSG00000031778	Cx3cl1	C-X3-C motif chemokine ligand 1
chr8	69996250	69996650	401	*	4.226382791	4.19600434	4.256134741	-0.037227229	0.855942657	0.940584371	Promoter	8	69908470	69996384	87915	2	234366	ENSMUST00000065169.11	0	ENSMUSG00000036180	Gatad2a	GATA zinc finger domain containing 2A
chr12	24096553	24096953	401	*	2.669162136	2.723362386	2.612845897	0.036624098	0.856002984	0.940624096	Promoter	12	24043202	24097246	54045	2	66808	ENSMUST00000101538.4	293	ENSMUSG00000073158	9030624G23Rik	RIKEN cDNA 9030624G23 gene
chr11	103903351	103903751	401	*	3.775487772	3.805369965	3.744973521	0.037204721	0.856097776	0.940636158	"Intron (ENSMUST00000103075.10/18195, intron 8 of 20)"	11	103910557	103926151	15595	2	18195	ENSMUST00000140394.2	22400	ENSMUSG00000034187	Nsf	N-ethylmaleimide sensitive fusion protein
chr12	52882151	52882551	401	*	3.313486674	3.336625551	3.289970623	0.038277328	0.856098572	0.940636158	"Intron (ENSMUST00000095737.4/238161, intron 3 of 13)"	12	52795836	53148763	352928	1	238161	ENSMUST00000219786.1	86315	ENSMUSG00000061603	Akap6	A kinase anchor protein 6
chr5	123713761	123714161	401	*	3.848947723	3.798512976	3.897678729	-0.038274693	0.856100697	0.940636158	Promoter	5	123708288	123714081	5794	2	70650	ENSMUST00000200161.1	0	ENSMUSG00000029427	Zcchc8	"zinc finger, CCHC domain containing 8"
chr14	74742137	74742537	401	*	3.145880548	3.113572912	3.177480508	-0.038172161	0.856110673	0.940636158	"Exon (ENSMUST00000022573.16/13885, exon 5 of 9)"	14	74738506	74749755	11250	1	13885	ENSMUST00000176726.1	3631	ENSMUSG00000021996	Esd	esterase D/formylglutathione hydrolase
chr3	59315379	59315779	401	*	2.608795458	2.565267113	2.651048858	-0.037889955	0.856155194	0.94065851	3' UTR	3	59317925	59344159	26235	2	242050	ENSMUST00000193455.5	28380	ENSMUSG00000036334	Igsf10	"immunoglobulin superfamily, member 10"
chr4	124680715	124681115	401	*	4.495822611	4.522656042	4.468480617	0.035845133	0.856222355	0.940705733	"Exon (ENSMUST00000153088.1/67205, exon 5 of 6)"	4	124678797	124693534	14738	2	67205	ENSMUST00000153088.1	12419	ENSMUSG00000028907	Utp11	UTP11 small subunit processome component
chr4	136695775	136696175	401	*	3.969761357	3.952960621	3.986368692	-0.036150825	0.856387056	0.940856583	"Exon (ENSMUST00000105845.8/13844, exon 4 of 16)"	4	136661463	136694040	32578	2	13844	ENSMUST00000156558.1	-1735	ENSMUSG00000028664	Ephb2	Eph receptor B2
chr9	110392997	110393397	401	*	3.366532931	3.325831355	3.406117663	-0.038123788	0.856408024	0.940856583	"Exon (ENSMUST00000040021.11/104831, exon 4 of 25)"	9	110389251	110390475	1225	2	104831	ENSMUST00000199254.1	-2522	ENSMUSG00000036057	Ptpn23	"protein tyrosine phosphatase, non-receptor type 23"
chr2	33216266	33216666	401	*	3.257288792	3.200254496	3.312153828	-0.038151085	0.85649131	0.940896852	Promoter	2	33216117	33242393	26277	1	26360	ENSMUST00000193373.2	149	ENSMUSG00000004105	Angptl2	angiopoietin-like 2
chr7	109139067	109139467	401	*	3.486991362	3.46585917	3.50781848	-0.038078119	0.856493048	0.940896852	"Intron (ENSMUST00000036992.8/109594, intron 3 of 3)"	7	109138733	109170512	31780	2	109594	ENSMUST00000208136.1	31045	ENSMUSG00000036111	Lmo1	LIM domain only 1
chr7	45033812	45034212	401	*	3.389333314	3.414700173	3.363512435	0.038111161	0.85656974	0.940954533	Promoter	7	45028255	45034394	6140	2	233210	ENSMUST00000210410.1	182	ENSMUSG00000046574	Prr12	proline rich 12
chr1	183345243	183345643	401	*	3.167296848	3.213604045	3.119453865	0.03811715	0.856655696	0.941022386	Promoter	1	183326725	183345296	18572	2	338366	ENSMUST00000109158.8	0	ENSMUSG00000056050	Mia3	MIA SH3 domain ER export factor 3
chr6	142963716	142964116	401	*	3.621588283	3.594923462	3.647769198	-0.037227674	0.856686408	0.941029553	Promoter	6	142828232	142964141	135910	2	20449	ENSMUST00000205149.2	25	ENSMUSG00000030283	St8sia1	"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1"
chr19	4150678	4151078	401	*	3.607921446	3.567686456	3.647064709	-0.037448546	0.856723886	0.941039589	Promoter	19	4150543	4152808	2266	1	23789	ENSMUST00000140419.7	135	ENSMUSG00000024835	Coro1b	"coronin, actin binding protein 1B"
chr9	36891973	36892373	401	*	3.401135256	3.438524221	3.362751477	0.038018585	0.85674392	0.941039589	3' UTR	9	36870503	36878920	8418	1	235180	ENSMUST00000161978.1	21470	ENSMUSG00000032118	Fez1	fasciculation and elongation protein zeta 1
chr19	36389787	36390187	401	*	3.455309849	3.475795071	3.434529557	0.037678163	0.856768893	0.941040451	"Intron (ENSMUST00000225920.1/76073, intron 1 of 8)"	19	36392244	36440048	47805	1	76073	ENSMUST00000224971.1	-2057	ENSMUSG00000024805	Pcgf5	polycomb group ring finger 5
chr12	118842601	118843001	401	*	5.089925717	5.107466051	5.0721695	0.035569386	0.856809769	0.941058779	Distal Intergenic	12	118846329	118852576	6248	1	320145	ENSMUST00000063918.3	-3328	ENSMUSG00000048562	Sp8	trans-acting transcription factor 8
chr15	44744814	44745214	401	*	3.986907896	4.011325181	3.962070228	0.0367438	0.85684774	0.941072397	"Intron (ENSMUST00000227081.1/319613, intron 2 of 5)"	15	44672135	44747788	75654	2	319613	ENSMUST00000226825.1	2574	ENSMUSG00000022340	Sybu	syntabulin (syntaxin-interacting)
chrX	137096869	137097269	401	*	3.498951213	3.452662716	3.543800609	-0.037739448	0.856870546	0.941072397	Distal Intergenic	20	137115397	137120171	4775	2	13984	ENSMUST00000113066.8	22902	ENSMUSG00000023443	Esx1	"extraembryonic, spermatogenesis, homeobox 1"
chr3	138550340	138550740	401	*	3.253882013	3.296687759	3.209767253	0.037793882	0.857008844	0.941197716	Promoter	3	138550855	138553721	2867	1	13684	ENSMUST00000198252.1	-115	ENSMUSG00000028156	Eif4e	eukaryotic translation initiation factor 4E
chr2	93634160	93634560	401	*	3.066587136	3.019490798	3.112194507	-0.03794374	0.857068593	0.941234656	Distal Intergenic	2	93642384	93681339	38956	1	11695	ENSMUST00000042078.9	-7824	ENSMUSG00000040310	Alx4	aristaless-like homeobox 4
chr7	126428787	126429187	401	*	3.496024828	3.476837451	3.514960364	-0.037855412	0.857090866	0.941234656	Promoter	7	126429066	126445901	16836	1	70314	ENSMUST00000106407.8	0	ENSMUSG00000030727	Rabep2	"rabaptin, RAB GTPase binding effector protein 2"
chr2	153051291	153051691	401	*	4.02387123	4.044617633	4.002822129	0.036882141	0.857175554	0.941259706	"Intron (ENSMUST00000037235.6/228787, intron 1 of 2)"	2	153065955	153081726	15772	1	228788	ENSMUST00000127898.8	-14264	ENSMUSG00000027474	Ccm2l	cerebral cavernous malformation 2-like
chr15	75808298	75808698	401	*	3.563685473	3.575490548	3.551783004	0.037379359	0.857204513	0.941259706	"Intron (ENSMUST00000100538.3/223642, intron 4 of 11)"	15	75779324	75812859	33536	2	223642	ENSMUST00000229000.1	4161	ENSMUSG00000075600	Zc3h3	zinc finger CCCH type containing 3
chr3	95805015	95805415	401	*	3.550946681	3.582022575	3.519186642	0.037613366	0.857205973	0.941259706	"Exon (ENSMUST00000198305.1/ENSMUST00000198305.1, exon 1 of 1)"	3	95760341	95818632	58292	2	75137	ENSMUST00000200164.4	13217	ENSMUSG00000028106	Rprd2	regulation of nuclear pre-mRNA domain containing 2
chr18	39484442	39484842	401	*	3.420465734	3.452962599	3.387219973	0.037814556	0.857210452	0.941259706	"Intron (ENSMUST00000115567.7/14815, intron 2 of 8)"	18	39414482	39487232	72751	2	14815	ENSMUST00000097592.8	2390	ENSMUSG00000024431	Nr3c1	"nuclear receptor subfamily 3, group C, member 1"
chr18	77247806	77248206	401	*	4.30959623	4.333958649	4.284815333	0.034760954	0.857287421	0.941317653	"Intron (ENSMUST00000075290.7/225742, intron 5 of 7)"	18	77281958	77442254	160297	1	240411	ENSMUST00000096547.10	-33752	ENSMUSG00000032818	Loxhd1	lipoxygenase homology domains 1
chr18	36676422	36676822	401	*	3.701632174	3.73452943	3.667967234	0.037643243	0.85736851	0.941380122	Promoter	18	36671617	36676558	4942	2	225372	ENSMUST00000237073.1	0	ENSMUSG00000117679	Apbb3	amyloid beta precursor protein binding family B member 3
chr5	93164154	93164554	401	*	3.881338456	3.830282681	3.930648996	-0.037727968	0.857570948	0.941575824	"Intron (ENSMUST00000074733.10/52398, intron 7 of 9)"	5	93148503	93157702	9200	1	52398	ENSMUST00000201695.1	15651	ENSMUSG00000058013	Septin11	septin 11
chr11	4178081	4178481	401	*	4.69724944	4.667094717	4.726786763	-0.033259439	0.85759867	0.941579688	Promoter	11	4177548	4179419	1872	1	67465	ENSMUST00000133095.1	533	ENSMUSG00000002129	Sf3a1	"splicing factor 3a, subunit 1"
chr16	17357217	17357617	401	*	3.581736877	3.53504301	3.626966724	-0.037645153	0.857682109	0.941644724	"Exon (ENSMUST00000036161.11/224020, exon 13 of 55)"	16	17312431	17350832	38402	2	224020	ENSMUST00000232404.1	-6385	ENSMUSG00000041720	Pi4ka	phosphatidylinositol 4-kinase alpha
chr3	131643548	131643948	401	*	3.019310128	3.044916203	2.993241353	0.036815204	0.857708763	0.941647415	3' UTR	3	131564935	131583200	18266	1	23971	ENSMUST00000196638.1	78613	ENSMUSG00000028032	Papss1	3'-phosphoadenosine 5'-phosphosulfate synthase 1
chr16	10695002	10695402	401	*	3.531826998	3.484315368	3.577823707	-0.037450309	0.857759477	0.941676518	3' UTR	16	10630060	10641490	11431	1	74374	ENSMUST00000145866.1	64942	ENSMUSG00000068663	Clec16a	"C-type lectin domain family 16, member A"
chr7	25287586	25287986	401	*	3.983491615	3.96406578	4.002659352	-0.036167346	0.857832249	0.941724894	"Exon (ENSMUST00000169266.7/71722, exon 10 of 21)"	7	25289263	25289706	444	1	71722	ENSMUST00000165742.1	-1277	ENSMUSG00000005442	Cic	capicua transcriptional repressor
chr8	123836207	123836607	401	*	4.01149702	4.035963446	3.986608504	0.03665258	0.857880138	0.941724894	"Intron (ENSMUST00000127664.1/108148, intron 1 of 15)"	8	123827329	123834814	7486	1	19341	ENSMUST00000212846.1	8878	ENSMUSG00000019478	Rab4a	"RAB4A, member RAS oncogene family"
chr8	110657942	110658342	401	*	3.417385923	3.369888019	3.463369766	-0.03770982	0.857883171	0.941724894	"Intron (ENSMUST00000213003.1/234729, intron 12 of 18)"	8	110645580	110712946	67367	1	234729	ENSMUST00000213015.1	12362	ENSMUSG00000010936	Vac14	Vac14 homolog (S. cerevisiae)
chr2	35256195	35256595	401	*	3.613016474	3.563391728	3.660990876	-0.037684448	0.857900365	0.941724894	Promoter	2	35256380	35307890	51511	1	227753	ENSMUST00000201185.3	0	ENSMUSG00000026879	Gsn	gelsolin
chr8	14595745	14596145	401	*	5.411122479	5.430870516	5.391100369	0.031582916	0.857956759	0.941734142	"Intron (ENSMUST00000152652.7/244310, intron 3 of 14)"	8	14742753	14760902	18150	1	244310	ENSMUST00000137130.1	-146608	ENSMUSG00000047495	Dlgap2	DLG associated protein 2
chr4	11513758	11514158	401	*	3.819632646	3.780420694	3.85780697	-0.037767823	0.857969727	0.941734142	"Exon (ENSMUST00000055372.13/66185, exon 8 of 13)"	4	11486043	11550684	64642	1	66185	ENSMUST00000108307.2	27715	ENSMUSG00000040720	Virma	vir like m6A methyltransferase associated
chr15	81466475	81466875	401	*	4.557721428	4.522852432	4.591767514	-0.034814859	0.857981408	0.941734142	Promoter	15	81466641	81475386	8746	1	56438	ENSMUST00000230062.1	0	ENSMUSG00000022400	Rbx1	ring-box 1
chr17	67352884	67353284	401	*	3.945707376	3.990780069	3.899180983	0.03649994	0.858251312	0.941997831	Promoter	17	66666947	67354073	687127	2	19274	ENSMUST00000037974.9	789	ENSMUSG00000033278	Ptprm	protein tyrosine phosphatase receptor type M
chr7	100326619	100327019	401	*	3.14371684	3.188546405	3.097449467	0.037385588	0.858270071	0.941997831	3' UTR	7	100327350	100335278	7929	2	72590	ENSMUST00000207622.1	8259	ENSMUSG00000030718	Ppme1	protein phosphatase methylesterase 1
chr7	102082564	102082964	401	*	3.275747166	3.227672269	3.322271592	-0.037550644	0.858320918	0.942027063	Promoter	7	102083116	102096396	13281	1	22064	ENSMUST00000124189.2	-152	ENSMUSG00000100254	Trpc2	"transient receptor potential cation channel, subfamily C, member 2"
chr2	93759363	93759763	401	*	3.695362482	3.725509188	3.664572359	0.036797431	0.85845464	0.942107481	"Intron (ENSMUST00000184931.7/14043, intron 9 of 11)"	2	93762561	93795989	33429	2	14043	ENSMUST00000152344.1	36226	ENSMUSG00000027198	Ext2	exostosin glycosyltransferase 2
chr16	36928205	36928605	401	*	3.106307885	3.060211504	3.150976902	-0.037597612	0.858461404	0.942107481	"Exon (ENSMUST00000114812.8/224139, exon 18 of 22)"	16	36931400	36932073	674	1	224139	ENSMUST00000140266.1	-2795	ENSMUSG00000034243	Golgb1	golgin B1
chr14	57839611	57840011	401	*	2.660499178	2.695545346	2.624580423	0.036594844	0.858471892	0.942107481	Promoter	14	57836254	57839161	2908	2	75965	ENSMUST00000226029.1	-450	ENSMUSG00000021969	Zdhhc20	"zinc finger, DHHC domain containing 20"
chr19	41738230	41738630	401	*	4.04719773	4.082797501	4.01069723	0.036741653	0.858491053	0.942107481	"Intron (ENSMUST00000169141.7/20562, intron 1 of 35)"	19	41646103	41743486	97384	2	20562	ENSMUST00000171586.1	4856	ENSMUSG00000025020	Slit1	slit guidance ligand 1
chr18	68254861	68255261	401	*	3.400330934	3.440966811	3.358517226	0.0374357	0.858550843	0.942146519	3' UTR	18	68260920	68260973	54	2	102465702	ENSMUST00000184508.1	5712	ENSMUSG00000098253	Mir7219	microRNA 7219
chr4	155619443	155619843	401	*	3.749019654	3.721074115	3.776434149	-0.036301786	0.85863376	0.942210934	3' UTR	4	155616021	155624480	8460	2	100502734	ENSMUST00000154931.1	4637	ENSMUSG00000086682	Gm16023	predicted gene 16023
chr11	29222464	29222864	401	*	3.652603785	3.688480578	3.61581201	0.036842297	0.858661817	0.94221458	"Exon (ENSMUST00000020754.9/216618, exon 8 of 10)"	11	29213624	29220797	7174	1	104570	ENSMUST00000148759.1	8840	ENSMUSG00000020463	Ppp4r3b	protein phosphatase 4 regulatory subunit 3B
chr8	83932423	83932823	401	*	4.112104573	4.074164664	4.149072253	-0.035422161	0.85869678	0.94221458	3' UTR	8	83934577	83937496	2920	1	330814	ENSMUST00000150674.1	-1754	ENSMUSG00000013033	Adgrl1	adhesion G protein-coupled receptor L1
chr19	4129478	4129878	401	*	3.643054196	3.626712635	3.659212725	-0.037148251	0.858719565	0.94221458	3' UTR	19	4127572	4131257	3686	1	66990	ENSMUST00000127555.1	1906	ENSMUSG00000024845	Tmem134	transmembrane protein 134
chr5	14828063	14828463	401	*	3.394459578	3.347148499	3.440268297	-0.037203281	0.858733956	0.94221458	"Intron (ENSMUST00000030691.16/26875, intron 22 of 24)"	5	14913397	14914853	1457	2	381714	ENSMUST00000154544.1	86390	ENSMUSG00000033219	Gm9758	predicted gene 9758
chr14	55496603	55497003	401	*	3.683283161	3.692467974	3.674039498	0.036468565	0.858775347	0.942233421	Promoter	14	55497011	55508264	11254	1	268747	ENSMUST00000226388.1	-8	ENSMUSG00000022211	Carmil3	capping protein regulator and myosin 1 linker 3
chr8	121290912	121291312	401	*	4.262700769	4.235736456	4.289170346	-0.035012178	0.858818142	0.942253801	"Intron (ENSMUST00000127664.1/108148, intron 1 of 15)"	8	121127940	121130644	2705	1	14241	ENSMUST00000181609.1	162972	ENSMUSG00000097084	Foxl1	forkhead box L1
chr17	27057414	27057814	401	*	3.568354483	3.54206024	3.594178059	-0.037004227	0.858873899	0.942259012	Promoter	17	27057304	27122223	64920	1	16440	ENSMUST00000049308.8	110	ENSMUSG00000042644	Itpr3	"inositol 1,4,5-triphosphate receptor 3"
chr16	43957177	43957577	401	*	3.018338898	2.979510163	3.056149926	-0.03706194	0.858888532	0.942259012	"Intron (ENSMUST00000132859.7/212153, intron 14 of 16)"	16	43939124	43964314	25191	1	212153	ENSMUST00000122440.1	18053	ENSMUSG00000022701	Ccdc191	coiled-coil domain containing 191
chr9	66498839	66499239	401	*	3.670207942	3.696209607	3.643729034	0.037085679	0.858895549	0.942259012	"Exon (ENSMUST00000135600.1/235439, exon 2 of 2)"	9	66500254	66507593	7340	1	235439	ENSMUST00000130854.1	-1015	ENSMUSG00000038664	Herc1	HECT and RLD domain containing E3 ubiquitin protein ligase family member 1
chr12	11455983	11456383	401	*	3.201677589	3.18469752	3.21846013	-0.037510545	0.858946663	0.942288516	Promoter	12	11456079	11462928	6850	1	209550	ENSMUST00000124065.1	0	ENSMUSG00000086022	Rad51ap2	RAD51 associated protein 2
chr16	37236120	37236520	401	*	4.188220838	4.219548227	4.156198063	0.036988188	0.858993694	0.942313539	"Exon (ENSMUST00000114787.7/207227, exon 12 of 28)"	16	37156752	37204576	47825	2	207227	ENSMUST00000149984.1	-31544	ENSMUSG00000022829	Stxbp5l	syntaxin binding protein 5-like
chr2	169297034	169297434	401	*	3.061901698	3.007132177	3.11466781	-0.037235219	0.859032679	0.94232735	Distal Intergenic	2	168978268	168978906	639	1	75508	ENSMUST00000140241.1	318766	ENSMUSG00000086348	1700017J07Rik	RIKEN cDNA 1700017J07 gene
chr5	135107048	135107448	401	*	3.496704448	3.531042804	3.461528818	0.037415549	0.859056973	0.94232735	Promoter	5	135106918	135138382	31465	1	58805	ENSMUST00000005507.9	130	ENSMUSG00000005373	Mlxipl	MLX interacting protein-like
chr15	83579846	83580246	401	*	4.018592071	3.980993695	4.055235425	-0.035428402	0.859078947	0.94232735	3' UTR	15	83581767	83586892	5126	2	223723	ENSMUST00000134334.1	6646	ENSMUSG00000016757	Ttll12	"tubulin tyrosine ligase-like family, member 12"
chr16	72663900	72664300	401	*	2.985508936	3.037420384	2.931659651	0.037031254	0.859109661	0.942334471	Promoter	16	72663204	72958244	295041	1	19876	ENSMUST00000231265.1	696	ENSMUSG00000022883	Robo1	roundabout guidance receptor 1
chr1	185346394	185346794	401	*	3.638048425	3.663807592	3.611820958	0.03744013	0.85921154	0.942354725	"Exon (ENSMUST00000027916.12/23827, exon 5 of 9)"	1	185332207	185346704	14498	1	23827	ENSMUST00000137757.1	14187	ENSMUSG00000026617	Bpnt1	"3'(2'), 5'-bisphosphate nucleotidase 1"
chr9	54604094	54604494	401	*	3.453050223	3.474014561	3.431776746	0.037121786	0.859221059	0.942354725	3' UTR	9	54595094	54603936	8843	1	67834	ENSMUST00000214136.1	9000	ENSMUSG00000032279	Idh3a	isocitrate dehydrogenase 3 (NAD+) alpha
chr6	50455119	50455519	401	*	3.090931302	3.137869273	3.042414705	0.037417089	0.859270233	0.942354725	Promoter	6	50348085	50456161	108077	2	71720	ENSMUST00000146341.3	642	ENSMUSG00000029822	Osbpl3	oxysterol binding protein-like 3
chr17	34601549	34601949	401	*	3.401975406	3.437621602	3.365426101	0.037314252	0.859298015	0.942354725	3' UTR	17	34601314	34603376	2063	2	54197	ENSMUST00000174475.7	1427	ENSMUSG00000015478	Rnf5	ring finger protein 5
chr18	75520148	75520548	401	*	3.738497558	3.697234678	3.77861301	-0.037280274	0.859299161	0.942354725	"Intron (ENSMUST00000181913.1/100038353, intron 3 of 3)"	18	75514645	75522806	8162	1	100038353	ENSMUST00000181913.1	5503	ENSMUSG00000097712	Gm10532	predicted gene 10532
chr6	91036994	91037394	401	*	3.014831016	2.97046928	3.05786926	-0.036989497	0.859344584	0.942354725	"Intron (ENSMUST00000032179.13/54563, intron 26 of 39)"	6	91026580	91030258	3679	2	54563	ENSMUST00000153350.1	-6736	ENSMUSG00000030091	Nup210	nucleoporin 210
chr16	94008698	94009098	401	*	3.386460696	3.415358426	3.356972283	0.037085117	0.859346734	0.942354725	Promoter	16	93919032	94008837	89806	2	56173	ENSMUST00000050962.4	0	ENSMUSG00000047109	Cldn14	claudin 14
chr7	128447849	128448249	401	*	3.632991837	3.654231934	3.611434354	0.037161777	0.859353956	0.942354725	Promoter	7	128443814	128448346	4533	2	21843	ENSMUST00000133089.7	97	ENSMUSG00000030846	Tial1	Tia1 cytotoxic granule-associated RNA binding protein-like 1
chr7	16111179	16111579	401	*	4.822601638	4.836761734	4.808301181	0.033404694	0.859376281	0.942354725	"Intron (ENSMUST00000006181.6/108124, intron 3 of 10)"	7	16113644	16116559	2916	1	108124	ENSMUST00000150208.7	-2065	ENSMUSG00000006024	Napa	N-ethylmaleimide sensitive fusion protein attachment protein alpha
chr18	61326327	61326727	401	*	3.63842061	3.598411778	3.677349791	-0.036800146	0.859389722	0.942354725	"Intron (ENSMUST00000075299.12/170826, intron 1 of 11)"	18	61275023	61289924	14902	1	225600	ENSMUST00000135688.1	51304	ENSMUSG00000024575	Pde6a	"phosphodiesterase 6A, cGMP-specific, rod, alpha"
