anchor_id	chr	start	end	ctrl_signal	mut_signal	log2fc	signal_class
chr10:64080000-64090000	chr10	64080000	64090000	4.581707	3.972208	-0.189909	quantifiable
chr8:32875000-32900000	chr8	32875000	32900000	2.609698	2.300498	-0.158623	quantifiable
chr14:17930000-17940000	chr14	17930000	17940000	0.787333	0.571801	-0.300204	quantifiable
chr14:33540000-33550000	chr14	33540000	33550000	2.805685	3.630846	0.334181	quantifiable
chr14:19010000-19020000	chr14	19010000	19020000	0.834092	0.895318	0.072142	quantifiable
chr14:118580000-118590000	chr14	118580000	118590000	1.511828	1.198101	-0.264667	quantifiable
chr9:65120000-65130000	chr9	65120000	65130000	1.538747	1.096467	-0.382586	quantifiable
chr9:67630000-67640000	chr9	67630000	67640000	1.628542	1.270405	-0.286488	quantifiable
chr11:24970000-24980000	chr11	24970000	24980000	5.724459	6.006324	0.065332	quantifiable
chr11:48770000-48780000	chr11	48770000	48780000	0.636699	0.610855	-0.037904	quantifiable
chr13:72970000-72980000	chr13	72970000	72980000	1.243949	1.155168	-0.082153	quantifiable
chr13:51610000-51620000	chr13	51610000	51620000	0.797546	0.855408	0.070373	quantifiable
chr13:21850000-21860000	chr13	21850000	21860000	1.47069	1.953206	0.337513	quantifiable
chr12:104930000-104940000	chr12	104930000	104940000	6.332843	3.989679	-0.621715	quantifiable
chr12:27060000-27070000	chr12	27060000	27070000	4.114682	5.169001	0.305236	quantifiable
chr12:54550000-54560000	chr12	54550000	54560000	1.085261	0.723411	-0.415764	quantifiable
chr15:40760000-40770000	chr15	40760000	40770000	1.178311	0.829697	-0.370765	quantifiable
chr15:84050000-84060000	chr15	84050000	84060000	2.287063	1.781002	-0.306112	quantifiable
chr16:23950000-23960000	chr16	23950000	23960000	0.762566	0.537562	-0.322731	quantifiable
chr16:56675000-56700000	chr16	56675000	56700000	0.905869	0.654748	-0.319018	quantifiable
chr16:26520000-26530000	chr16	26520000	26530000	0.888187	0.635039	-0.327022	quantifiable
chr17:7410000-7420000	chr17	7410000	7420000	1.274023	0.701491	-0.622358	quantifiable
chr17:17370000-17380000	chr17	17370000	17380000	0.569698	0.823593	0.348354	quantifiable
chr1:184770000-184780000	chr1	184770000	184780000	1.603532	1.410233	-0.149516	quantifiable
chr1:40840000-40850000	chr1	40840000	40850000	1.053075	0.697454	-0.418259	quantifiable
chr1:187125000-187150000	chr1	187125000	187150000	1.181463	0.879905	-0.31408	quantifiable
chr1:71500000-71525000	chr1	71500000	71525000	0.925063	0.64751	-0.351058	quantifiable
chr1:51450000-51460000	chr1	51450000	51460000	1.820403	2.021705	0.127402	quantifiable
chr18:46110000-46120000	chr18	46110000	46120000	2.822787	4.241996	0.531976	quantifiable
chr19:27770000-27780000	chr19	27770000	27780000	1.143707	0.819424	-0.350453	quantifiable
chr2:166710000-166720000	chr2	166710000	166720000	3.164527	2.318751	-0.395875	quantifiable
chr2:148850000-148860000	chr2	148850000	148860000	1.273465	1.0163	-0.247149	quantifiable
chr2:148100000-148110000	chr2	148100000	148110000	0.9648	0.599618	-0.465261	quantifiable
chr2:66720000-66730000	chr2	66720000	66730000	0.397548	1.413625	1.227341	quantifiable
chrX:102470000-102480000	chrX	102470000	102480000	1.207102	1.114111	-0.088256	quantifiable
chrX:72800000-72825000	chrX	72800000	72825000	0.395515	0.345557	-0.098704	one_condition
chr3:51120000-51130000	chr3	51120000	51130000	2.119288	2.214628	0.054439	quantifiable
chr3:102800000-102825000	chr3	102800000	102825000	0.430448	0.30216	-0.255506	one_condition
chr3:97570000-97580000	chr3	97570000	97580000	0.675857	0.448123	-0.358195	quantifiable
chr3:34630000-34640000	chr3	34630000	34640000	2.534771	1.915126	-0.347509	quantifiable
chr4:128130000-128140000	chr4	128130000	128140000	2.675917	1.867141	-0.446947	quantifiable
chr4:96770000-96780000	chr4	96770000	96780000	4.069499	5.135032	0.310987	quantifiable
chr4:149070000-149080000	chr4	149070000	149080000	1.296879	0.891147	-0.40523	quantifiable
chr4:114910000-114920000	chr4	114910000	114920000	3.521057	2.190893	-0.605456	quantifiable
chr4:153940000-153950000	chr4	153940000	153950000	1.861423	1.263921	-0.452013	quantifiable
chr4:111620000-111630000	chr4	111620000	111630000	2.296633	1.730599	-0.345689	quantifiable
chr4:21930000-21940000	chr4	21930000	21940000	1.706417	2.115735	0.260731	quantifiable
chr5:133790000-133800000	chr5	133790000	133800000	1.030734	0.987642	-0.045411	quantifiable
chr5:101670000-101680000	chr5	101670000	101680000	0.401772	0.17382	-0.513044	one_condition
chr5:89380000-89390000	chr5	89380000	89390000	2.328923	3.157427	0.387498	quantifiable
chr5:126250000-126260000	chr5	126250000	126260000	0.438064	0.357617	-0.153301	one_condition
chr6:120300000-120310000	chr6	120300000	120310000	0.996038	0.721433	-0.326466	quantifiable
chr6:120820000-120830000	chr6	120820000	120830000	0.183607	0.164192	NA	no_signal
chr6:111730000-111740000	chr6	111730000	111740000	5.679676	5.559054	-0.029105	quantifiable
chr6:107290000-107300000	chr6	107290000	107300000	1.740051	2.937089	0.65078	quantifiable
chr6:81470000-81480000	chr6	81470000	81480000	2.118282	4.550029	0.986404	quantifiable
chr6:65040000-65050000	chr6	65040000	65050000	0.536271	0.930507	0.525952	quantifiable
chr6:138150000-138160000	chr6	138150000	138160000	0.737264	0.468505	-0.405348	quantifiable
chr6:33125000-33150000	chr6	33125000	33150000	1.465039	1.051713	-0.370491	quantifiable
chr7:116030000-116040000	chr7	116030000	116040000	9.730884	7.122795	-0.431406	quantifiable
chr7:73800000-73825000	chr7	73800000	73825000	1.675636	2.372617	0.424812	quantifiable
chr7:65150000-65160000	chr7	65150000	65160000	2.598402	2.085501	-0.274692	quantifiable
chr10:115610000-115620000	chr10	115610000	115620000	0.355877	0.353271	NA	no_signal
chr10:43370000-43380000	chr10	43370000	43380000	2.04727	3.09586	0.521655	quantifiable
chr10:108440000-108450000	chr10	108440000	108450000	3.408972	2.632684	-0.332736	quantifiable
chr8:14840000-14850000	chr8	14840000	14850000	3.723028	2.628397	-0.450273	quantifiable
chr8:78130000-78140000	chr8	78130000	78140000	1.486439	1.22478	-0.220469	quantifiable
chr8:23500000-23510000	chr8	23500000	23510000	1.614114	1.402718	-0.163408	quantifiable
chr8:89780000-89790000	chr8	89780000	89790000	2.29525	2.405367	0.058625	quantifiable
chr14:79850000-79860000	chr14	79850000	79860000	4.760127	6.53667	0.429724	quantifiable
chr14:29070000-29080000	chr14	29070000	29080000	2.569688	2.684677	0.055543	quantifiable
chr14:106500000-106510000	chr14	106500000	106510000	1.31156	1.439095	0.106079	quantifiable
chr14:63475000-63500000	chr14	63475000	63500000	1.175359	0.98593	-0.189979	quantifiable
chr14:104370000-104380000	chr14	104370000	104380000	1.012349	1.029518	0.017938	quantifiable
chr9:73990000-74000000	chr9	73990000	74000000	0.658073	0.531856	-0.190968	quantifiable
chr9:26120000-26130000	chr9	26120000	26130000	0.334167	0.265023	NA	no_signal
chr9:110870000-110880000	chr9	110870000	110880000	2.225929	1.99877	-0.132651	quantifiable
chr11:100000000-100010000	chr11	100000000	100010000	0.414161	0.291341	-0.249237	one_condition
chr11:48590000-48600000	chr11	48590000	48600000	0.566913	0.504495	-0.100581	quantifiable
chr11:64710000-64720000	chr11	64710000	64720000	0.879685	0.484594	-0.553669	quantifiable
chr11:33920000-33930000	chr11	33920000	33930000	3.130874	2.32597	-0.378151	quantifiable
chr13:23620000-23630000	chr13	23620000	23630000	2.175855	2.539858	0.193513	quantifiable
chr13:57080000-57090000	chr13	57080000	57090000	2.652267	3.141077	0.216952	quantifiable
chr13:13950000-13960000	chr13	13950000	13960000	1.37408	2.068819	0.486095	quantifiable
chr13:11550000-11575000	chr13	11550000	11575000	0.978307	0.595024	-0.486819	quantifiable
chr13:50830000-50840000	chr13	50830000	50840000	0.711661	0.455201	-0.394638	quantifiable
chr12:27325000-27350000	chr12	27325000	27350000	3.481703	3.544983	0.02357	quantifiable
chr12:75160000-75170000	chr12	75160000	75170000	1.291944	1.165645	-0.114749	quantifiable
chr12:56980000-56990000	chr12	56980000	56990000	2.487744	1.277523	-0.798322	quantifiable
chr12:50300000-50310000	chr12	50300000	50310000	0.668176	0.441789	-0.35881	quantifiable
chr15:74880000-74890000	chr15	74880000	74890000	0.590881	0.368355	-0.384644	quantifiable
chr15:62460000-62470000	chr15	62460000	62470000	3.649736	4.161311	0.173236	quantifiable
chr15:10480000-10490000	chr15	10480000	10490000	0.814144	1.340351	0.53424	quantifiable
chr16:8330000-8340000	chr16	8330000	8340000	1.163906	0.882724	-0.294278	quantifiable
chr1:154410000-154420000	chr1	154410000	154420000	2.652805	1.607536	-0.614729	quantifiable
chr1:119050000-119060000	chr1	119050000	119060000	6.74507	5.303396	-0.327184	quantifiable
chr1:60660000-60670000	chr1	60660000	60670000	1.963694	2.782601	0.435546	quantifiable
chr1:137920000-137930000	chr1	137920000	137930000	2.547795	5.445557	0.99752	quantifiable
chr1:84580000-84590000	chr1	84580000	84590000	1.39796	1.354094	-0.036457	quantifiable
chr1:60860000-60870000	chr1	60860000	60870000	1.509745	2.015499	0.345396	quantifiable
chr1:14225000-14250000	chr1	14225000	14250000	1.884346	3.211626	0.670297	quantifiable
chr2:66440000-66450000	chr2	66440000	66450000	1.883023	1.727235	-0.103854	quantifiable
chr2:162680000-162690000	chr2	162680000	162690000	1.299562	0.961139	-0.32903	quantifiable
chr2:104580000-104590000	chr2	104580000	104590000	0.397085	0.51373	0.206743	quantifiable
chr2:154940000-154950000	chr2	154940000	154950000	1.694384	1.121263	-0.471891	quantifiable
chr2:82510000-82520000	chr2	82510000	82520000	0.734235	2.587663	1.429685	quantifiable
chr2:166775000-166800000	chr2	166775000	166800000	0.679323	0.750676	0.095798	quantifiable
chr2:46440000-46450000	chr2	46440000	46450000	1.905122	2.646009	0.408268	quantifiable
chr2:20490000-20500000	chr2	20490000	20500000	0.717291	0.480612	-0.357912	quantifiable
chrX:103810000-103820000	chrX	103810000	103820000	1.729984	1.64123	-0.062606	quantifiable
chrX:73430000-73440000	chrX	73430000	73440000	0.865613	0.660868	-0.263718	quantifiable
chrX:52640000-52650000	chrX	52640000	52650000	0.553141	0.388723	-0.28642	quantifiable
chr3:70400000-70410000	chr3	70400000	70410000	0.530323	0.761453	0.332984	quantifiable
chr3:130690000-130700000	chr3	130690000	130700000	1.233994	1.426802	0.164738	quantifiable
chr3:35480000-35490000	chr3	35480000	35490000	2.183566	1.429288	-0.507477	quantifiable
chr3:159280000-159290000	chr3	159280000	159290000	0.095959	0.079902	NA	no_signal
chr4:57900000-57910000	chr4	57900000	57910000	1.967453	1.856411	-0.070528	quantifiable
chr4:140950000-140960000	chr4	140950000	140960000	0.81728	0.748941	-0.086278	quantifiable
chr4:39340000-39350000	chr4	39340000	39350000	3.077723	5.108111	0.669596	quantifiable
chr4:77510000-77520000	chr4	77510000	77520000	1.107477	0.950356	-0.163384	quantifiable
chr5:33540000-33550000	chr5	33540000	33550000	2.699547	2.414662	-0.141008	quantifiable
chr5:41700000-41710000	chr5	41700000	41710000	1.729683	2.947149	0.662315	quantifiable
chr5:52050000-52075000	chr5	52050000	52075000	1.751996	1.980111	0.147972	quantifiable
chr5:84750000-84760000	chr5	84750000	84760000	0.690468	2.275311	1.326977	quantifiable
chr5:86800000-86825000	chr5	86800000	86825000	0.544203	0.689527	0.215031	quantifiable
chr5:60600000-60610000	chr5	60600000	60610000	1.398353	2.130969	0.502494	quantifiable
chr6:139570000-139580000	chr6	139570000	139580000	1.06109	0.65458	-0.486134	quantifiable
chr6:33400000-33425000	chr6	33400000	33425000	1.017621	0.978751	-0.041293	quantifiable
chr7:96900000-96925000	chr7	96900000	96925000	2.994875	2.596554	-0.182345	quantifiable
chr7:118100000-118125000	chr7	118100000	118125000	0.469939	0.307782	-0.313647	one_condition
chr7:89040000-89050000	chr7	89040000	89050000	0.861989	1.075178	0.232007	quantifiable
chr10:76730000-76740000	chr10	76730000	76740000	2.044986	1.79907	-0.155621	quantifiable
chr10:63920000-63930000	chr10	63920000	63930000	0.848028	0.534787	-0.433056	quantifiable
chr8:67890000-67900000	chr8	67890000	67900000	0.915434	1.187768	0.27921	quantifiable
chr8:114770000-114780000	chr8	114770000	114780000	2.800045	4.134649	0.508269	quantifiable
chr8:44690000-44700000	chr8	44690000	44700000	3.795934	8.217144	1.045333	quantifiable
chr8:57940000-57950000	chr8	57940000	57950000	1.618781	3.087299	0.800868	quantifiable
chr8:4580000-4590000	chr8	4580000	4590000	0.514238	0.421573	-0.161654	quantifiable
chr8:128360000-128370000	chr8	128360000	128370000	3.417677	3.631705	0.079507	quantifiable
chr8:33180000-33190000	chr8	33180000	33190000	0.840346	0.671773	-0.218334	quantifiable
chr14:68490000-68500000	chr14	68490000	68500000	2.188573	1.933626	-0.152062	quantifiable
chr14:57910000-57920000	chr14	57910000	57920000	0.912296	0.89057	-0.02485	quantifiable
chr14:59550000-59560000	chr14	59550000	59560000	1.051974	0.682954	-0.437054	quantifiable
chr14:17960000-17970000	chr14	17960000	17970000	1.452551	0.992844	-0.422038	quantifiable
chr14:32950000-32975000	chr14	32950000	32975000	2.889261	2.875755	-0.006009	quantifiable
chr14:46560000-46570000	chr14	46560000	46570000	1.56609	0.928697	-0.579778	quantifiable
chr14:72180000-72190000	chr14	72180000	72190000	1.542683	1.660671	0.086801	quantifiable
chr14:23400000-23425000	chr14	23400000	23425000	1.021994	0.647681	-0.455729	quantifiable
chr14:37030000-37040000	chr14	37030000	37040000	2.833261	2.547162	-0.135421	quantifiable
chr14:104020000-104030000	chr14	104020000	104030000	1.662021	1.37564	-0.220336	quantifiable
chr9:91950000-91975000	chr9	91950000	91975000	0.648017	1.741055	1.059627	quantifiable
chr9:44090000-44100000	chr9	44090000	44100000	0.779216	0.582774	-0.27307	quantifiable
chr9:75880000-75890000	chr9	75880000	75890000	0.30754	0.41061	0.207159	one_condition
chr9:30420000-30430000	chr9	30420000	30430000	1.555382	2.121808	0.373767	quantifiable
chr9:91340000-91350000	chr9	91340000	91350000	0.742974	1.477701	0.736526	quantifiable
chr9:98025000-98050000	chr9	98025000	98050000	2.357375	2.282575	-0.04027	quantifiable
chr9:105390000-105400000	chr9	105390000	105400000	0.792795	1.120696	0.361153	quantifiable
chr11:95100000-95110000	chr11	95100000	95110000	1.314072	1.348132	0.029059	quantifiable
chr11:43340000-43350000	chr11	43340000	43350000	2.116663	2.361739	0.136133	quantifiable
chr11:77630000-77640000	chr11	77630000	77640000	0.334279	0.319718	NA	no_signal
chr11:86170000-86180000	chr11	86170000	86180000	0.431007	0.272052	-0.323667	one_condition
chr11:26480000-26490000	chr11	26480000	26490000	0.890008	0.495684	-0.546811	quantifiable
chr11:36000000-36010000	chr11	36000000	36010000	2.325315	1.890881	-0.254606	quantifiable
chr11:64440000-64450000	chr11	64440000	64450000	1.320943	0.890873	-0.426348	quantifiable
chr11:26950000-26975000	chr11	26950000	26975000	1.21698	0.668142	-0.617147	quantifiable
chr11:40600000-40610000	chr11	40600000	40610000	1.380448	1.411068	0.025162	quantifiable
chr13:12960000-12970000	chr13	12960000	12970000	0.088587	0.046464	NA	no_signal
chr13:101690000-101700000	chr13	101690000	101700000	3.538296	3.811608	0.097761	quantifiable
chr13:52980000-52990000	chr13	52980000	52990000	2.256507	1.630359	-0.394621	quantifiable
chr13:97050000-97075000	chr13	97050000	97075000	5.250545	5.076578	-0.045442	quantifiable
chr13:46790000-46800000	chr13	46790000	46800000	0.770875	0.422885	-0.530593	quantifiable
chr13:23740000-23750000	chr13	23740000	23750000	2.802893	4.800796	0.706356	quantifiable
chr13:95660000-95670000	chr13	95660000	95670000	1.070574	0.788742	-0.31655	quantifiable
chr13:33760000-33770000	chr13	33760000	33770000	0.272735	0.187233	NA	no_signal
chr13:67825000-67850000	chr13	67825000	67850000	0.469136	0.543604	0.124089	quantifiable
chr13:97140000-97150000	chr13	97140000	97150000	0.718528	0.922475	0.249876	quantifiable
chr13:97090000-97100000	chr13	97090000	97100000	2.412081	2.776778	0.178317	quantifiable
chr13:17430000-17440000	chr13	17430000	17440000	0.878047	0.878105	6.8e-05	quantifiable
chr13:108330000-108340000	chr13	108330000	108340000	0.983386	0.885552	-0.109093	quantifiable
chr13:13410000-13420000	chr13	13410000	13420000	0.50175	0.331483	-0.317595	one_condition
chr12:105960000-105970000	chr12	105960000	105970000	5.313527	3.352238	-0.611963	quantifiable
chr12:75390000-75400000	chr12	75390000	75400000	2.672647	2.040021	-0.337536	quantifiable
chr12:64820000-64830000	chr12	64820000	64830000	0.559497	0.385537	-0.302581	quantifiable
chr12:86610000-86620000	chr12	86610000	86620000	1.247975	0.864324	-0.393273	quantifiable
chr12:35190000-35200000	chr12	35190000	35200000	0.927189	0.825867	-0.118286	quantifiable
chr12:10220000-10230000	chr12	10220000	10230000	1.70659	1.32945	-0.290705	quantifiable
chr12:50940000-50950000	chr12	50940000	50950000	7.267693	6.425836	-0.168721	quantifiable
chr15:57890000-57900000	chr15	57890000	57900000	1.397349	2.046914	0.453794	quantifiable
chr15:42675000-42700000	chr15	42675000	42700000	2.313802	2.675661	0.183121	quantifiable
chr15:74690000-74700000	chr15	74690000	74700000	1.176116	1.005805	-0.169541	quantifiable
chr15:41650000-41660000	chr15	41650000	41660000	0.801445	0.702322	-0.128705	quantifiable
chr15:87540000-87550000	chr15	87540000	87550000	3.762853	3.584236	-0.063898	quantifiable
chr15:7800000-7825000	chr15	7800000	7825000	6.20238	5.451535	-0.175301	quantifiable
chr15:85580000-85590000	chr15	85580000	85590000	3.099251	1.840997	-0.652313	quantifiable
chr15:27180000-27190000	chr15	27180000	27190000	0.940869	0.84221	-0.113791	quantifiable
chr15:10300000-10325000	chr15	10300000	10325000	0.819926	0.457663	-0.529142	quantifiable
chr15:54400000-54425000	chr15	54400000	54425000	0.792303	0.486782	-0.444478	quantifiable
chr16:64390000-64400000	chr16	64390000	64400000	2.12963	3.777105	0.732701	quantifiable
chr16:42160000-42170000	chr16	42160000	42170000	2.188058	3.326493	0.532859	quantifiable
chr16:37680000-37690000	chr16	37680000	37690000	1.430886	2.270217	0.55452	quantifiable
chr16:13730000-13740000	chr16	13730000	13740000	1.022808	0.869419	-0.16963	quantifiable
chr16:96670000-96680000	chr16	96670000	96680000	1.548687	1.016727	-0.471352	quantifiable
chr16:87390000-87400000	chr16	87390000	87400000	0.594796	0.385888	-0.356252	quantifiable
chr16:84550000-84575000	chr16	84550000	84575000	1.336677	1.31413	-0.019301	quantifiable
chr16:10860000-10870000	chr16	10860000	10870000	4.489151	4.035428	-0.14173	quantifiable
chr16:25260000-25270000	chr16	25260000	25270000	2.26284	2.207868	-0.030559	quantifiable
chr16:94250000-94260000	chr16	94250000	94260000	1.66585	1.43496	-0.174579	quantifiable
