chr	start	end	mecp2_class	peak_group	cg_class	Fold	FDR	residual	ecker_ch	ecker_cg	SYMBOL
chr16	48311620	48312020	Not Significant	Not Significant	CG Increase	0.00842311008612366	0.9747736458955	-0.0368407958725758	0.0163613221889125	0.0190088742986284	Dppa2
chr4	40197539	40197939	Not Significant	Not Significant	CG Decrease	-0.00791816895314095	0.9747736458955	-0.0489692701028651	0.00346537183347783	0.0416829021197008	Aco1
chr19	46582594	46582994	Not Significant	Not Significant	CG Increase	0.00945467793826125	0.974806073046176	-0.0438535431883555	0.00588958816338061	0.0503112336346633	Sfxn2
chr13	107709447	107709847	Not Significant	Not Significant	CG Decrease	0.00934231945395002	0.974806073046176	-0.0183211047924137	0.0057127707616944	0.0172834515274314	1700006H21Rik
chr7	79272861	79273261	Not Significant	Not Significant	CG Decrease	0.0058756407332473	0.974806073046176	-0.0126848319367504	0.00418491315960587	0.000836874184168485	Abhd2
chr4	107889842	107890242	Not Significant	Not Significant	CG Increase	-0.00802230307103239	0.974806073046176	-0.0937066060256987	0.00345710507057551	0.00122660116067254	Czib
chr5	105636528	105636928	Not Significant	Not Significant	CG Increase	0.0090735382987714	0.974806073046176	-0.043454975239343	0.00450242725096439	0.0252225880610973	Lrrc8d
chr5	120156228	120156628	Not Significant	Not Significant	CG Increase	-0.00781966851749711	0.974806073046176	-0.0582376075402982	0.0129855148810104	0.0505584184071072	Rbm19
chr12	35532401	35532801	Not Significant	Not Significant	CG Increase	0.010158431373782	0.974806073046176	-0.0380640479316445	0.00649012235037406	0.0141431090243142	Ahr
chr8	55081624	55082024	Not Significant	Not Significant	CG Increase	-0.00915511996694321	0.974806073046176	-0.0629404298230556	0.00420552774557746	0.0134356491583541	Gpm6a
chr4	118371939	118372339	Not Significant	Not Significant	CG Decrease	-0.0079509132688625	0.974806073046176	-0.0416039768608406	0.00424559633630767	0.0403836599906484	Szt2
chr17	25111649	25112049	Not Significant	Not Significant	CG Increase	0.00729774405530521	0.974806073046176	-0.132164272718723	0.00470765986644716	0.000718551978208775	Telo2
chr5	24953693	24954093	Not Significant	Not Significant	CG Increase	0.00991317717561415	0.974806073046176	-0.0939977877781422	0.0114129653892612	0.0206703699735037	Prkag2
chr16	23927370	23927770	Not Significant	Not Significant	CG Decrease	0.0079230381203113	0.974806073046176	-0.00829969474002847	0.00570310559356004	0.0963363076683292	Rtp2
chr5	75294146	75294546	Not Significant	Not Significant	CG Decrease	-0.00912526864644074	0.974806073046176	-0.0531401399578039	0.00537324367913225	0.0321072319201995	Mir7025
chr2	121564347	121564747	Not Significant	Not Significant	CG Increase	-0.00864022458564452	0.974806073046176	-0.0734182666004554	0.00384178066491486	0.022244194201995	Frmd5
chr1	176167822	176168222	Not Significant	Not Significant	CG Increase	-0.00743685781227449	0.974823348659825	-0.176729346393327	0.00366788374218263	0.00031655328232154	Pld5
chr13	62964742	62965142	Not Significant	Not Significant	CG Unchanged	0.00793274488298234	0.974825698837099	-0.0371488260698325	0.0044056423881702	0.00132711510408549	Aopep
chr17	5701422	5701822	Not Significant	Not Significant	CG Increase	-0.00896215405953197	0.974825735673171	-0.0673145029681351	0.00673400612543349	0.0273285292627805	3300005D01Rik
chr17	72925653	72926053	Not Significant	Not Significant	CG Increase	-0.00871888852564771	0.974825735673171	-0.0915261856486165	0.0078587044504218	0.0220134478257481	Lbh
chr2	180731800	180732200	Not Significant	Not Significant	CG Decrease	-0.0083398345288546	0.974825735673171	-0.0365100150017285	0.00513035876495285	0.0260475520183915	Slc17a9
chr5	74860562	74860962	Not Significant	Not Significant	CG Decrease	0.00813316773062597	0.974825735673171	-0.0352500400254244	0.0147908845744525	0.0377352517144638	Gm6116
chr10	8372293	8372693	Not Significant	Not Significant	CG Increase	0.0106634205278157	0.974825735673171	-0.0464192401899804	0.0045325643106589	0.0282265527587282	Ust
chr9	54743639	54744039	Not Significant	Not Significant	CG Increase	-0.00881877528234883	0.974825735673171	-0.0650376341130532	0.00441467018793349	0.0156189117051122	Skic8
chr10	94430152	94430552	Not Significant	Not Significant	CG Increase	0.00922257532661369	0.974825735673171	-0.0413039912119251	0.00959397313600764	0.029735841061409	Tmcc3
chr4	89100236	89100636	Not Significant	Not Significant	CG Decrease	0.0088707857241934	0.974844975156602	-0.0320127144592196	0.00326009165319124	0.01600369194202	Gm12602
chr18	56782686	56783086	Not Significant	Not Significant	CG Increase	-0.00746824873785861	0.974844975156602	-0.0674896276724603	0.0102009475974371	0.0502868804551122	Marchf3
chr16	22404522	22404922	Not Significant	Not Significant	CG Decrease	0.00824653378903503	0.974844975156602	-0.0311290316825428	0.0156778635229553	0.0192134410068579	Etv5
chr7	131335282	131335682	Not Significant	Not Significant	CG Decrease	-0.00865337683222438	0.974844975156602	-0.0433983933053853	0.00364837265965945	0.0413370869700748	Fam24a
chr6	50535703	50536103	Not Significant	Not Significant	CG Increase	0.00934513322626538	0.974844975156602	-0.0518109083327037	0.00551384523919693	0.0449084807512469	Cycs
chr8	35777855	35778255	Not Significant	Not Significant	CG Decrease	-0.00918906854858067	0.974844975156602	-0.00422161278951688	0.00546488203015411	0.0065169108478803	Gm19410
chr12	104354237	104354637	Not Significant	Not Significant	CG Increase	-0.00932182759354326	0.974844975156602	-0.0900823666314732	0.00428564114463597	0.00395845712866272	Serpina3m
chr11	102848928	102849328	Not Significant	Not Significant	CG Increase	0.00930711956912271	0.974844975156602	-0.0468136976558706	0.00362748219782575	0.0491033159289277	Eftud2
chr18	35294611	35295011	Not Significant	Not Significant	CG Decrease	-0.0076872916551565	0.974844975156602	0.110282958466737	0.00704960811167881	0.0224889436564838	Sil1
chr16	33560733	33561133	Not Significant	Not Significant	CG Increase	-0.00739684489756629	0.974844975156602	-0.0960382543867334	0.0116806410791868	0.0273528824423317	Slc12a8
chr9	106199690	106200090	Not Significant	Not Significant	CG Increase	0.00843636323956502	0.974844975156602	-0.0384504086933861	0.011570442941718	0.0381346438591022	Ppm1m
chr16	44501582	44501982	Not Significant	Not Significant	CG Increase	-0.00777594616669779	0.974844975156602	-0.0996823458893463	0.00535315230600257	0.0571713340549992	Cfap44
chr11	86807403	86807803	Not Significant	Not Significant	CG Unchanged	-0.00812628643638002	0.974844975156602	-0.0532078573891949	0.00286433345956398	0.00173459326537173	Dhx40
chr12	82545827	82546227	Not Significant	Not Significant	CG Decrease	-0.00954505946127337	0.974844975156602	-0.0453091497090573	0.0053240616719919	0.014094402665212	Rgs6
chr6	52282333	52282733	Not Significant	Not Significant	CG Decrease	0.00877547725841903	0.974844975156602	-0.0210090925335986	0.00476276844814234	0.0275586668095387	Hottip
chr5	21675556	21675956	Not Significant	Not Significant	CG Increase	-0.00633308387274342	0.974844975156602	-0.05467509298405	0.00540202989839854	0.133528483478803	Napepld
chr2	61711800	61712200	Not Significant	Not Significant	CG Unchanged	-0.00728452719806988	0.974844975156602	-0.0523660981508847	0.00413087954247682	0.00136480545462516	Psmd14
chr10	59103994	59104394	Not Significant	Not Significant	CG Increase	-0.00803888169753553	0.974844975156602	-0.0667745471803408	0.00801335665353219	0.0579483907418953	Sh3rf3
chr15	99251871	99252271	Not Significant	Not Significant	CG Unchanged	-0.00677459149660947	0.974844975156602	-0.0518561624494243	0.00280498209736888	0.00130248604867226	Mcrs1
chr8	46860087	46860487	Not Significant	Not Significant	CG Increase	-0.00885067336196643	0.974844975156602	-0.0585936569959591	0.00400348197195001	0.0341297634819202	Irf2
chr5	111096489	111096889	Not Significant	Not Significant	CG Decrease	-0.00729687346653031	0.974844975156602	-0.0437735558094487	0.0136614440385243	0.0185208974633728	Mir701
chr11	24236864	24237264	Not Significant	Not Significant	CG Decrease	0.00866549583916229	0.974844975156602	-0.0282008193574233	0.00630114738483381	0.0248085840087282	Bcl11a
chr8	75043967	75044367	Not Significant	Not Significant	CG Increase	-0.00953431626798808	0.974844975156602	-0.110198332921439	0.00564737391293495	0.0234277587281796	Tom1
chr5	118278631	118279031	Not Significant	Not Significant	CG Increase	0.00925069730596199	0.974844975156602	-0.0492269308359639	0.00593872260571715	0.0431757520261845	Spring1
chr10	43767979	43768379	Not Significant	Not Significant	CG Increase	0.0109257351600271	0.974844975156602	-0.046488978625224	0.00333722273905081	0.0299671962671446	1700027J07Rik
chr2	145086889	145087289	Not Significant	Not Significant	CG Decrease	-0.00866045429701899	0.974844975156602	-0.0519813231114347	0.0077661718810883	0.00406698098503741	Slc24a3
chr11	50682173	50682573	Not Significant	Not Significant	CG Decrease	-0.008770356573196	0.974844975156602	-0.0318147304194734	0.0059699060910955	0.0358076975529925	Adamts2
chr15	80414958	80415358	Not Significant	Not Significant	CG Increase	0.00854259434255716	0.974844975156602	-0.040748588039138	0.0164042351549106	0.0157972987453242	Gm31369
chr7	39219889	39220289	Not Significant	Not Significant	CG Increase	-0.00881034683747548	0.974844975156602	-0.084095609872505	0.00384450137169284	0.00907399470074813	Gm5114
chr4	149426247	149426647	Not Significant	Not Significant	CG Increase	0.00670481318719413	0.974844975156602	-0.0936302833393634	0.00326531426864967	0.00161142896238408	Ube4b
chr8	30669782	30670182	Not Significant	Not Significant	CG Increase	-0.00931688113751858	0.974844975156602	-0.0713961893343834	0.00574511482828573	0.0210448001091022	4933433F19Rik
chr19	52908677	52909077	Not Significant	Not Significant	CG Increase	0.00881297179729432	0.974844975156602	-0.0404198818828135	0.00367614099212418	0.0173370285224439	AA387883
chr15	80514268	80514668	Not Significant	Not Significant	CG Increase	-0.00914069097719295	0.974844975156602	-0.0774481822564437	0.0160091048166936	0.00237443500623441	Enthd1
chr7	84454670	84455070	Not Significant	Not Significant	CG Increase	-0.00935448198532176	0.974844975156602	-0.0571218964838199	0.00363983953385579	0.0215428226309227	Arnt2
chr6	137754469	137754869	Not Significant	Not Significant	CG Increase	0.00845251416900586	0.974844975156602	-0.0844022295598002	0.00354150405845737	0.00106546111832236	Dera
chr1	189538774	189539174	Not Significant	Not Significant	CG Increase	-0.00918095022296069	0.974844975156602	-0.0600839097634566	0.00446824718294596	0.0235763131234414	Cenpf
chr18	21940170	21940570	Not Significant	Not Significant	CG Decrease	0.00886820882346526	0.974844975156602	-0.0316436958463005	0.0125891383449336	0.00941493921446384	Ccdc178
chr13	70233180	70233580	Not Significant	Not Significant	CG Decrease	-0.00630774908576211	0.974844975156602	-0.046970106023384	0.0240040919429941	0.0253066065305486	4930520P13Rik
chr11	63046777	63047177	Not Significant	Not Significant	CG Increase	0.00975565341185446	0.974844975156602	-0.0354574510443546	0.00490860213662621	0.0215659581514963	Tekt3
chr1	179437445	179437845	Not Significant	Not Significant	CG Increase	-0.00763499519300043	0.974844975156602	-0.062487447014011	0.00980187889346458	0.0505511124532419	Smyd3
chr15	94911664	94912064	Not Significant	Not Significant	CG Increase	0.00803934266733537	0.974844975156602	-0.0445062614770404	0.007577558408057	0.02381619194202	LOC100043315
chrX	159634889	159635289	Not Significant	Not Significant	CG Decrease	-0.00829692165435749	0.974844975156602	-0.0158396478283764	0.0203080974017593	0.0142928810785536	Sh3kbp1
chr16	22162120	22162520	Not Significant	Not Significant	CG Unchanged	-0.00903067846184436	0.974844975156602	-0.0541122494146592	0.00322718632191494	0.00104637811903347	Igf2bp2
chr8	33797946	33798346	Not Significant	Not Significant	CG Decrease	-0.00722752410744923	0.974844975156602	-0.0374401236687572	0.0118774356984735	0.0375172907574813	Rbpms
chr8	47978196	47978596	Not Significant	Not Significant	CG Increase	0.00860727603015753	0.974844975156602	-0.0428194492519069	0.00403100296743493	0.0426558116427681	Wwc2
chr4	47306520	47306920	Not Significant	Not Significant	CG Increase	0.00891127563503916	0.974844975156602	-0.042644263844209	0.0127586212538722	0.0307373655704489	Col15a1
chr2	137340050	137340450	Not Significant	Not Significant	CG Decrease	-0.008269087022599	0.974844975156602	-0.0511335471437367	0.00414113451417842	0.00941006857855362	Jag1
chr6	77293228	77293628	Not Significant	Not Significant	CG Increase	-0.00823334299293891	0.974844975156602	-0.0812054143405793	0.0198001814007462	0.00842132948877805	Lrrtm1
chr1	189587481	189587881	Not Significant	Not Significant	CG Increase	-0.00878096222139202	0.974844975156602	-0.0557010942278891	0.00656874697107329	0.0313254948566085	Cenpf
chr16	95948550	95948950	Not Significant	Not Significant	CG Increase	0.00828899504948478	0.974844975156602	-0.0371700800897322	0.00874296269214659	0.0220932044887781	1600002D24Rik
chr7	108973989	108974389	Not Significant	Not Significant	CG Decrease	-0.00900064361125699	0.974844975156602	-0.0295365710787081	0.00775453753007618	0.00469529301745636	Tub
chr8	122054184	122054584	Not Significant	Not Significant	CG Increase	0.00721849337004359	0.974844975156602	-0.0407413130440131	0.0134958757129393	0.0420098435551746	Banp
chr4	118527116	118527516	Not Significant	Not Significant	CG Increase	0.0122445738642536	0.974844975156602	-0.0450005155365938	0.0047548346388667	0.0214612394794264	2610528J11Rik
chr5	112624278	112624678	Not Significant	Not Significant	CG Increase	-0.00722921503606439	0.974844975156602	-0.05510103150248	0.00993031337671446	0.00910078319825436	1700034G24Rik
chr12	15799560	15799960	Not Significant	Not Significant	CG Decrease	0.00767667121254124	0.974844975156602	-0.00106231000201428	0.0236106834506751	0.0239635286783042	Mir6387
chr6	112722554	112722954	Not Significant	Not Significant	CG Increase	0.00774718546174818	0.974844975156602	-0.0843851974780697	0.00442409753204878	0.0491057512468828	Rad18
chr4	84187464	84187864	Not Significant	Not Significant	CG Decrease	-0.00793634610688427	0.974844975156602	-0.0500207932887651	0.00634726621860875	0.0343051063746883	Bnc2
chr2	180286636	180287036	Not Significant	Not Significant	CG Increase	-0.00796843258629602	0.974844975156602	-0.0713166405303015	0.00482382263031386	0.023763832605985	Rbbp8nl
chr6	32389649	32390049	Not Significant	Not Significant	CG Decrease	0.00839662631238708	0.974844975156602	-0.0321309527127425	0.022027213079971	0.0144901418329177	Plxna4os1
chr2	170130726	170131126	Not Significant	Not Significant	CG Increase	0.0103416595246453	0.974844975156602	-0.345882954221746	0.00328477778636904	0.00347163136165933	Zfp217
chr3	122730577	122730977	Not Significant	Not Significant	CG Increase	0.00824181791003182	0.974844975156602	-0.0765438137053797	0.00311937593759741	0.000812406849088217	Pde5a
chr5	108555057	108555457	Not Significant	Not Significant	CG Increase	0.00927229355906531	0.974844975156602	-0.0361909008052667	0.00412313599241642	0.00895466412094763	Cplx1
chr2	164527574	164527974	Not Significant	Not Significant	CG Decrease	0.0096787099677197	0.974844975156602	-0.0346738204097991	0.00373408443612648	0.00908130065461347	Gm14317
chr3	86976331	86976731	Not Significant	Not Significant	CG Increase	0.00696515469666565	0.974856223525412	-0.0942314028114108	0.00693960974638599	0.00469065069260443	Cd1d2
chr4	139574292	139574692	Not Significant	Not Significant	CG Unchanged	0.00646557585232046	0.974856223525412	-0.0386159951004944	0.00342473246510189	0.00105815516445702	Iffo2
chr4	53400277	53400677	Not Significant	Not Significant	CG Decrease	-0.00876839629196563	0.974856223525412	-0.030680771451072	0.0172853731455054	0.0282143761689526	Slc44a1
chr14	75225793	75226193	Not Significant	Not Significant	CG Decrease	0.00861778661254088	0.974856223525412	-0.0288636488187237	0.00302552106671797	0.0247111712905237	Cpb2
chr17	72127477	72127877	Not Significant	Not Significant	CG Increase	-0.00891262560491241	0.974856223525412	-0.0787160692240775	0.008577199350866	0.0174405295355362	Clip4
