Chr	Start	End	cluster	mecp2_class	chromatin_state
chr18	33653296	33653696	Cluster 1	MeCP2 Up	Active_Enhancer
chr6	142754704	142755104	Cluster 1	MeCP2 Down	Unmarked
chr13	20613890	20614290	Cluster 2	MeCP2 Up	Unmarked
chr12	100868330	100868730	Cluster 1	MeCP2 Up	Unmarked
chr15	39820250	39820650	Cluster 2	MeCP2 Up	Active_Enhancer
chr13	54961407	54961807	Cluster 1	MeCP2 Down	Poised_Enhancer
chr13	43898217	43898617	Cluster 1	MeCP2 Up	Unmarked
chr14	93473637	93474037	Cluster 2	MeCP2 Up	Active_Enhancer
chr4	142305729	142306129	Cluster 1	MeCP2 Up	Unmarked
chr12	8827244	8827644	Cluster 1	MeCP2 Up	Unmarked
chr1	126319595	126319995	Cluster 3	MeCP2 Up	Poised_Enhancer
chr10	116363727	116364127	Cluster 1	MeCP2 Up	Poised_Enhancer
chr1	193345081	193345481	Cluster 3	MeCP2 Up	Unmarked
chr8	58526222	58526622	Cluster 2	MeCP2 Up	Unmarked
chr3	137465285	137465685	Cluster 1	MeCP2 Up	Poised_Enhancer
chr12	66642846	66643246	Cluster 2	MeCP2 Up	Unmarked
chr5	71989881	71990281	Cluster 2	MeCP2 Up	Unmarked
chr18	79335461	79335861	Cluster 1	MeCP2 Up	Poised_Enhancer
chr5	26576078	26576478	Cluster 1	MeCP2 Up	Unmarked
chr10	17024481	17024881	Cluster 1	MeCP2 Up	Active_Enhancer
chr16	47795467	47795867	Cluster 2	MeCP2 Up	Unmarked
chr7	73329726	73330126	Cluster 3	MeCP2 Down	Unmarked
chr4	33914530	33914930	Cluster 1	MeCP2 Up	Unmarked
chr4	83049307	83049707	Cluster 3	MeCP2 Down	Polycomb
chr8	17127297	17127697	Cluster 2	MeCP2 Up	Unmarked
chr10	22748418	22748818	Cluster 2	MeCP2 Up	Unmarked
chr18	64778472	64778872	Cluster 2	MeCP2 Up	Unmarked
chr3	89541281	89541681	Cluster 3	MeCP2 Down	Polycomb
chr5	71974714	71975114	Cluster 3	MeCP2 Up	Unmarked
chr7	124827050	124827450	Cluster 4	MeCP2 Up	Unmarked
chr4	9112234	9112634	Cluster 2	MeCP2 Up	Unmarked
chr10	46346014	46346414	Cluster 1	MeCP2 Up	Poised_Enhancer
chr17	11612959	11613359	Cluster 3	MeCP2 Down	Unmarked
chr13	44543257	44543657	Cluster 3	MeCP2 Up	Unmarked
chr7	73277489	73277889	Cluster 1	MeCP2 Up	Unmarked
chr18	39082492	39082892	Cluster 1	MeCP2 Up	Unmarked
chr1	106040302	106040702	Cluster 1	MeCP2 Up	Poised_Enhancer
chr4	67599082	67599482	Cluster 1	MeCP2 Up	Unmarked
chr14	39175090	39175490	Cluster 1	MeCP2 Up	Poised_Enhancer
chr17	27300490	27300890	Cluster 3	MeCP2 Down	Unmarked
chr15	87714984	87715384	Cluster 1	MeCP2 Down	Poised_Enhancer
chr11	24715636	24716036	Cluster 2	MeCP2 Up	Unmarked
chr3	39673379	39673779	Cluster 3	MeCP2 Up	Poised_Enhancer
chr3	13466364	13466764	Cluster 2	MeCP2 Up	Unmarked
chr15	37519444	37519844	Cluster 1	MeCP2 Up	Poised_Enhancer
chr7	143777429	143777829	Cluster 3	MeCP2 Down	Unmarked
chr6	104686491	104686891	Cluster 1	MeCP2 Up	Unmarked
chr4	98631905	98632305	Cluster 1	MeCP2 Up	Active_Enhancer
chr3	122199463	122199863	Cluster 1	MeCP2 Up	Poised_Enhancer
chr9	112272551	112272951	Cluster 2	MeCP2 Up	Unmarked
chr8	126065669	126066069	Cluster 1	MeCP2 Up	Poised_Enhancer
chr15	39719046	39719446	Cluster 2	MeCP2 Up	Unmarked
chr5	77805653	77806053	Cluster 2	MeCP2 Up	Unmarked
chr16	90662945	90663345	Cluster 3	MeCP2 Up	Polycomb
chr11	98316092	98316492	Cluster 3	MeCP2 Up	Unmarked
chr4	12523181	12523581	Cluster 3	MeCP2 Up	Polycomb
chr4	72472446	72472846	Cluster 2	MeCP2 Up	Unmarked
chr7	113030121	113030521	Cluster 1	MeCP2 Up	Poised_Enhancer
chrX	157187985	157188385	Cluster 2	MeCP2 Up	Unmarked
chr4	77238354	77238754	Cluster 1	MeCP2 Up	Poised_Enhancer
chr10	97671973	97672373	Cluster 1	MeCP2 Up	Unmarked
chr5	49655835	49656235	Cluster 2	MeCP2 Up	Unmarked
chr18	12759774	12760174	Cluster 1	MeCP2 Down	Poised_Enhancer
chr1	83496886	83497286	Cluster 1	MeCP2 Up	Poised_Enhancer
chr7	49184415	49184815	Cluster 1	MeCP2 Up	Poised_Enhancer
chr2	134916728	134917128	Cluster 2	MeCP2 Up	Unmarked
chr16	41730693	41731093	Cluster 2	MeCP2 Up	Poised_Enhancer
chr2	143216765	143217165	Cluster 1	MeCP2 Up	Poised_Enhancer
chr9	120603711	120604111	Cluster 3	MeCP2 Down	Unmarked
chr14	48721139	48721539	Cluster 4	MeCP2 Down	Unmarked
chr17	29718310	29718710	Cluster 2	MeCP2 Up	Unmarked
chr4	56069388	56069788	Cluster 1	MeCP2 Up	Unmarked
chr8	113886465	113886865	Cluster 1	MeCP2 Up	Unmarked
chr15	62142674	62143074	Cluster 3	MeCP2 Down	Polycomb
chr8	90882869	90883269	Cluster 2	MeCP2 Up	Unmarked
chr5	81733731	81734131	Cluster 4	MeCP2 Up	Unmarked
chr9	91540055	91540455	Cluster 4	MeCP2 Up	Unmarked
chr10	64092292	64092692	Cluster 4	MeCP2 Up	Unmarked
chr14	82463283	82463683	Cluster 2	MeCP2 Up	Poised_Enhancer
chr9	91832242	91832642	Cluster 2	MeCP2 Up	Unmarked
chr1	158751440	158751840	Cluster 2	MeCP2 Up	Unmarked
chr18	85255147	85255547	Cluster 2	MeCP2 Up	Unmarked
chr4	107993812	107994212	Cluster 3	MeCP2 Down	Unmarked
chr12	26193111	26193511	Cluster 1	MeCP2 Up	Unmarked
chr5	74251452	74251852	Cluster 1	MeCP2 Up	Unmarked
chr1	105552301	105552701	Cluster 2	MeCP2 Up	Unmarked
chr5	38876323	38876723	Cluster 3	MeCP2 Up	Unmarked
chr18	57658870	57659270	Cluster 1	MeCP2 Up	Unmarked
chr4	131163524	131163924	Cluster 3	MeCP2 Up	Unmarked
chr4	86670838	86671238	Cluster 3	MeCP2 Up	Unmarked
chr12	31823690	31824090	Cluster 1	MeCP2 Up	Poised_Enhancer
chr16	24141299	24141699	Cluster 2	MeCP2 Up	Unmarked
chr11	75862177	75862577	Cluster 1	MeCP2 Up	Unmarked
chr4	55079152	55079552	Cluster 3	MeCP2 Down	Unmarked
chr12	39347137	39347537	Cluster 4	MeCP2 Up	Unmarked
chr5	23042084	23042484	Cluster 2	MeCP2 Up	Unmarked
chr9	86957752	86958152	Cluster 1	MeCP2 Up	Poised_Enhancer
chr1	24220293	24220693	Cluster 1	MeCP2 Up	Unmarked
chr1	76743414	76743814	Cluster 4	MeCP2 Up	Unmarked
chr5	130383522	130383922	Cluster 1	MeCP2 Up	Unmarked
chr1	64158441	64158841	Cluster 2	MeCP2 Up	Unmarked
chr2	138474637	138475037	Cluster 2	MeCP2 Up	Unmarked
chr1	76750911	76751311	Cluster 2	MeCP2 Up	Unmarked
chr16	61534123	61534523	Cluster 2	MeCP2 Up	Poised_Enhancer
chr3	55442488	55442888	Cluster 1	MeCP2 Up	Active_Enhancer
chr15	66213416	66213816	Cluster 3	MeCP2 Up	Unmarked
chr1	151928542	151928942	Cluster 1	MeCP2 Down	Poised_Enhancer
chr6	43329355	43329755	Cluster 4	MeCP2 Up	Unmarked
chr19	36386783	36387183	Cluster 3	MeCP2 Down	Unmarked
chr18	78349822	78350222	Cluster 3	MeCP2 Down	Repressed_Promoter
chr2	136305956	136306356	Cluster 1	MeCP2 Up	Unmarked
chr14	107355110	107355510	Cluster 2	MeCP2 Up	Unmarked
chr13	72638701	72639101	Cluster 3	MeCP2 Up	Polycomb
chr14	27220584	27220984	Cluster 1	MeCP2 Up	Active_Enhancer
chr2	79573418	79573818	Cluster 2	MeCP2 Up	Unmarked
chr12	71427805	71428205	Cluster 1	MeCP2 Up	Unmarked
chr1	84323083	84323483	Cluster 4	MeCP2 Up	Poised_Enhancer
chr8	35935867	35936267	Cluster 2	MeCP2 Up	Unmarked
chr6	19930144	19930544	Cluster 2	MeCP2 Up	Unmarked
chr6	91232461	91232861	Cluster 3	MeCP2 Down	Polycomb
chr7	65498599	65498999	Cluster 3	MeCP2 Down	Unmarked
chr17	11316913	11317313	Cluster 1	MeCP2 Up	Unmarked
chr3	139868624	139869024	Cluster 1	MeCP2 Up	Unmarked
chr5	133886153	133886553	Cluster 1	MeCP2 Up	Unmarked
chr5	16003108	16003508	Cluster 4	MeCP2 Up	Unmarked
chr14	52045966	52046366	Cluster 1	MeCP2 Up	Poised_Enhancer
chr5	84728768	84729168	Cluster 2	MeCP2 Up	Unmarked
chr17	23958984	23959384	Cluster 2	MeCP2 Down	Unmarked
chrX	66647372	66647772	Cluster 4	MeCP2 Up	Unmarked
chr13	111409654	111410054	Cluster 3	MeCP2 Down	Unmarked
chr1	41560597	41560997	Cluster 3	MeCP2 Up	Unmarked
chrX	161777105	161777505	Cluster 3	MeCP2 Up	Polycomb
chr11	75924453	75924853	Cluster 2	MeCP2 Up	Unmarked
chr11	7060801	7061201	Cluster 1	MeCP2 Up	Unmarked
chr6	115235964	115236364	Cluster 1	MeCP2 Up	Poised_Enhancer
chr10	108980396	108980796	Cluster 1	MeCP2 Up	Poised_Enhancer
chr7	97503129	97503529	Cluster 2	MeCP2 Up	Unmarked
chr8	57968694	57969094	Cluster 2	MeCP2 Up	Unmarked
chr8	28504915	28505315	Cluster 2	MeCP2 Up	Poised_Enhancer
chr2	138087320	138087720	Cluster 2	MeCP2 Up	Unmarked
chr4	76672528	76672928	Cluster 4	MeCP2 Up	Poised_Enhancer
chr17	78416498	78416898	Cluster 2	MeCP2 Up	Unmarked
chr6	51587285	51587685	Cluster 1	MeCP2 Up	Active_Enhancer
chr1	68811147	68811547	Cluster 2	MeCP2 Up	Unmarked
chr13	83874105	83874505	Cluster 4	MeCP2 Up	Unmarked
chr18	54594161	54594561	Cluster 2	MeCP2 Up	Unmarked
chr1	90912848	90913248	Cluster 3	MeCP2 Down	Unmarked
chr16	42341405	42341805	Cluster 1	MeCP2 Up	Unmarked
chr15	72129040	72129440	Cluster 2	MeCP2 Up	Unmarked
chr11	18757051	18757451	Cluster 1	MeCP2 Up	Unmarked
chr5	49660850	49661250	Cluster 1	MeCP2 Up	Poised_Enhancer
chr3	65301541	65301941	Cluster 1	MeCP2 Up	Unmarked
chr4	67146097	67146497	Cluster 2	MeCP2 Up	Unmarked
chr11	17759856	17760256	Cluster 2	MeCP2 Up	Unmarked
chr12	38329242	38329642	Cluster 2	MeCP2 Up	Unmarked
chr1	76638824	76639224	Cluster 3	MeCP2 Up	Unmarked
chr15	44678719	44679119	Cluster 1	MeCP2 Up	Active_Enhancer
chr7	115824328	115824728	Cluster 3	MeCP2 Up	Unmarked
chr13	70790600	70791000	Cluster 1	MeCP2 Up	Active_Enhancer
chr13	29809819	29810219	Cluster 4	MeCP2 Up	Unmarked
chrX	16908616	16909016	Cluster 1	MeCP2 Up	Active_Enhancer
chr12	31894669	31895069	Cluster 1	MeCP2 Up	Unmarked
chr1	90951309	90951709	Cluster 3	MeCP2 Down	Repressed_Promoter
chr3	122203746	122204146	Cluster 1	MeCP2 Up	Unmarked
chr2	139359598	139359998	Cluster 1	MeCP2 Up	Active_Enhancer
chr12	89694739	89695139	Cluster 2	MeCP2 Up	Unmarked
chr2	19661459	19661859	Cluster 1	MeCP2 Up	Poised_Enhancer
chr19	23576649	23577049	Cluster 1	MeCP2 Up	Unmarked
chr3	69350531	69350931	Cluster 1	MeCP2 Up	Poised_Enhancer
chr7	111594089	111594489	Cluster 2	MeCP2 Up	Unmarked
chr16	49982211	49982611	Cluster 1	MeCP2 Up	Poised_Enhancer
chr10	95198295	95198695	Cluster 3	MeCP2 Down	Unmarked
chr4	125566851	125567251	Cluster 3	MeCP2 Up	Polycomb
chr13	109991189	109991589	Cluster 2	MeCP2 Up	Unmarked
chr5	132888995	132889395	Cluster 3	MeCP2 Up	Unmarked
chr4	67524552	67524952	Cluster 1	MeCP2 Up	Active_Enhancer
chr10	81437828	81438228	Cluster 2	MeCP2 Up	Unmarked
chr18	82474116	82474516	Cluster 1	MeCP2 Up	Unmarked
chr3	52460403	52460803	Cluster 2	MeCP2 Up	Unmarked
chr1	23445003	23445403	Cluster 1	MeCP2 Up	Active_Enhancer
chr8	57942258	57942658	Cluster 1	MeCP2 Up	Active_Enhancer
chr12	16871949	16872349	Cluster 2	MeCP2 Up	Unmarked
chr16	43236247	43236647	Cluster 1	MeCP2 Up	Unmarked
chr7	51226295	51226695	Cluster 3	MeCP2 Up	Poised_Enhancer
chr13	51872567	51872967	Cluster 1	MeCP2 Down	Poised_Enhancer
chr7	129782355	129782755	Cluster 3	MeCP2 Up	Unmarked
chr15	72209548	72209948	Cluster 2	MeCP2 Up	Unmarked
chr16	63860781	63861181	Cluster 1	MeCP2 Up	Poised_Enhancer
chr14	32031775	32032175	Cluster 1	MeCP2 Up	Unmarked
chr9	118226291	118226691	Cluster 1	MeCP2 Up	Unmarked
chr14	49788991	49789391	Cluster 2	MeCP2 Up	Unmarked
chr3	137355490	137355890	Cluster 1	MeCP2 Up	Poised_Enhancer
chr15	65453567	65453967	Cluster 3	MeCP2 Up	Poised_Enhancer
chr4	142133115	142133515	Cluster 4	MeCP2 Up	Unmarked
chr10	93631638	93632038	Cluster 2	MeCP2 Up	Unmarked
chr6	50398528	50398928	Cluster 1	MeCP2 Up	Unmarked
chr10	66578985	66579385	Cluster 1	MeCP2 Up	Unmarked
chr10	108467043	108467443	Cluster 3	MeCP2 Down	Unmarked
chr19	22963935	22964335	Cluster 1	MeCP2 Up	Active_Enhancer
chr3	85394745	85395145	Cluster 1	MeCP2 Up	Active_Enhancer
chr4	5665734	5666134	Cluster 1	MeCP2 Up	Poised_Enhancer
chr1	189668664	189669064	Cluster 2	MeCP2 Up	Unmarked
chr11	116400519	116400919	Cluster 3	MeCP2 Down	Unmarked
chrX	66650983	66651383	Cluster 1	MeCP2 Up	Active_Promoter
chr5	4495037	4495437	Cluster 1	MeCP2 Up	Poised_Enhancer
chr3	139932085	139932485	Cluster 2	MeCP2 Up	Poised_Enhancer
chr1	63965054	63965454	Cluster 4	MeCP2 Up	Unmarked
chr6	108664762	108665162	Cluster 1	MeCP2 Up	Unmarked
chr15	42311250	42311650	Cluster 2	MeCP2 Up	Poised_Enhancer
chr4	142079048	142079448	Cluster 4	MeCP2 Up	Unmarked
chr2	17545759	17546159	Cluster 2	MeCP2 Up	Unmarked
chr9	94609527	94609927	Cluster 2	MeCP2 Up	Unmarked
chr12	47157575	47157975	Cluster 2	MeCP2 Up	Unmarked
chr6	54452194	54452594	Cluster 1	MeCP2 Up	Unmarked
chr12	36290400	36290800	Cluster 3	MeCP2 Down	Poised_Enhancer
chr10	109671207	109671607	Cluster 1	MeCP2 Up	Active_Enhancer
chr2	16722553	16722953	Cluster 4	MeCP2 Up	Poised_Enhancer
chr1	109490677	109491077	Cluster 1	MeCP2 Up	Poised_Enhancer
chr5	44098978	44099378	Cluster 1	MeCP2 Up	Unmarked
chr12	90953071	90953471	Cluster 2	MeCP2 Up	Unmarked
chr3	12751757	12752157	Cluster 4	MeCP2 Up	Unmarked
chr4	104060120	104060520	Cluster 2	MeCP2 Up	Unmarked
chr18	57667307	57667707	Cluster 3	MeCP2 Up	Unmarked
chr4	66541940	66542340	Cluster 2	MeCP2 Up	Unmarked
chr9	28227247	28227647	Cluster 2	MeCP2 Up	Poised_Enhancer
chr1	158758780	158759180	Cluster 2	MeCP2 Up	Unmarked
chr16	55934130	55934530	Cluster 1	MeCP2 Down	Active_Promoter
chr18	69123949	69124349	Cluster 1	MeCP2 Up	Poised_Enhancer
chr5	106467123	106467523	Cluster 1	MeCP2 Up	Unmarked
chr1	92196421	92196821	Cluster 1	MeCP2 Up	Unmarked
chr4	67589458	67589858	Cluster 1	MeCP2 Up	Active_Enhancer
chr5	141691591	141691991	Cluster 1	MeCP2 Down	Poised_Enhancer
chr15	42327048	42327448	Cluster 1	MeCP2 Up	Unmarked
chr14	16155855	16156255	Cluster 4	MeCP2 Up	Poised_Enhancer
chr7	124854322	124854722	Cluster 2	MeCP2 Up	Unmarked
chr1	113411724	113412124	Cluster 2	MeCP2 Up	Poised_Enhancer
chr18	14319678	14320078	Cluster 1	MeCP2 Up	Active_Enhancer
chr4	20520604	20521004	Cluster 4	MeCP2 Up	Unmarked
chrX	157602730	157603130	Cluster 4	MeCP2 Up	Unmarked
chr13	20514592	20514992	Cluster 1	MeCP2 Up	Unmarked
chr18	85258426	85258826	Cluster 2	MeCP2 Up	Unmarked
chr6	124311343	124311743	Cluster 2	MeCP2 Up	Unmarked
chr6	89457637	89458037	Cluster 2	MeCP2 Up	Unmarked
chr17	64864157	64864557	Cluster 2	MeCP2 Up	Unmarked
chr12	21142821	21143221	Cluster 1	MeCP2 Up	Active_Enhancer
chr13	72817359	72817759	Cluster 3	MeCP2 Up	Repressed_Promoter
chr2	109925345	109925745	Cluster 1	MeCP2 Up	Poised_Enhancer
chr18	26279594	26279994	Cluster 2	MeCP2 Up	Unmarked
chr16	40063649	40064049	Cluster 3	MeCP2 Up	Unmarked
chr6	90510083	90510483	Cluster 3	MeCP2 Down	Unmarked
chr16	77647281	77647681	Cluster 2	MeCP2 Up	Unmarked
chr15	23537990	23538390	Cluster 2	MeCP2 Up	Unmarked
chr16	49977902	49978302	Cluster 1	MeCP2 Up	Poised_Enhancer
chr17	49995992	49996392	Cluster 3	MeCP2 Up	Unmarked
chr6	24244424	24244824	Cluster 1	MeCP2 Up	Unmarked
chr16	29002777	29003177	Cluster 4	MeCP2 Up	Active_Enhancer
chr17	70846298	70846698	Cluster 3	MeCP2 Down	Repressed_Promoter
chr9	48250284	48250684	Cluster 3	MeCP2 Down	Unmarked
chr18	14322047	14322447	Cluster 1	MeCP2 Up	Unmarked
chr5	97220945	97221345	Cluster 2	MeCP2 Up	Unmarked
chr8	117367513	117367913	Cluster 3	MeCP2 Down	Polycomb
chr10	28154542	28154942	Cluster 4	MeCP2 Up	Unmarked
chr8	7091537	7091937	Cluster 2	MeCP2 Up	Unmarked
chr15	29050182	29050582	Cluster 2	MeCP2 Up	Unmarked
chr5	97322750	97323150	Cluster 2	MeCP2 Up	Unmarked
chr15	95005778	95006178	Cluster 1	MeCP2 Up	Active_Enhancer
chr1	59541829	59542229	Cluster 2	MeCP2 Up	Unmarked
chr7	115826161	115826561	Cluster 2	MeCP2 Up	Unmarked
chr8	53868912	53869312	Cluster 2	MeCP2 Up	Unmarked
chr4	142830907	142831307	Cluster 2	MeCP2 Up	Unmarked
chr8	87672218	87672618	Cluster 1	MeCP2 Up	Active_Enhancer
chr16	67848067	67848467	Cluster 1	MeCP2 Up	Unmarked
chr16	44603002	44603402	Cluster 2	MeCP2 Up	Unmarked
chr5	99564662	99565062	Cluster 3	MeCP2 Down	Unmarked
chr15	40130451	40130851	Cluster 3	MeCP2 Down	Unmarked
chr17	80849092	80849492	Cluster 1	MeCP2 Up	Unmarked
chr15	23612724	23613124	Cluster 2	MeCP2 Up	Unmarked
chr18	54961214	54961614	Cluster 1	MeCP2 Up	Poised_Enhancer
chr10	40109133	40109533	Cluster 1	MeCP2 Up	Unmarked
chr4	128152539	128152939	Cluster 3	MeCP2 Down	Poised_Enhancer
chr1	188051358	188051758	Cluster 3	MeCP2 Down	Unmarked
chr15	88538795	88539195	Cluster 3	MeCP2 Up	Unmarked
chr10	12127640	12128040	Cluster 3	MeCP2 Up	Poised_Enhancer
chr9	76219590	76219990	Cluster 4	MeCP2 Up	Unmarked
chr6	146080931	146081331	Cluster 3	MeCP2 Up	Unmarked
chr8	117431729	117432129	Cluster 3	MeCP2 Down	Polycomb
chr2	133479436	133479836	Cluster 2	MeCP2 Up	Unmarked
chr10	91594951	91595351	Cluster 3	MeCP2 Up	Unmarked
chr14	16075629	16076029	Cluster 2	MeCP2 Up	Unmarked
chr8	53828047	53828447	Cluster 4	MeCP2 Up	Poised_Enhancer
chr15	93538642	93539042	Cluster 3	MeCP2 Down	Unmarked
chr4	33842948	33843348	Cluster 2	MeCP2 Up	Unmarked
chr10	116754893	116755293	Cluster 1	MeCP2 Up	Active_Enhancer
chr15	72672527	72672927	Cluster 1	MeCP2 Up	Active_Enhancer
chr12	91073707	91074107	Cluster 3	MeCP2 Up	Unmarked
chr8	10929703	10930103	Cluster 3	MeCP2 Up	Unmarked
chrX	143929486	143929886	Cluster 2	MeCP2 Up	Unmarked
chr15	39363445	39363845	Cluster 1	MeCP2 Up	Poised_Enhancer
chr4	128415836	128416236	Cluster 3	MeCP2 Down	Unmarked
chr16	24377463	24377863	Cluster 1	MeCP2 Up	Poised_Enhancer
chr16	93939506	93939906	Cluster 3	MeCP2 Down	Unmarked
chr7	92211380	92211780	Cluster 2	MeCP2 Up	Unmarked
chr10	99243547	99243947	Cluster 2	MeCP2 Up	Unmarked
chr1	114328473	114328873	Cluster 2	MeCP2 Up	Poised_Enhancer
chr6	91710625	91711025	Cluster 3	MeCP2 Down	Unmarked
chr1	193782364	193782764	Cluster 1	MeCP2 Up	Unmarked
chr8	127337306	127337706	Cluster 2	MeCP2 Up	Poised_Enhancer
chr6	103271306	103271706	Cluster 2	MeCP2 Up	Unmarked
chr9	42531218	42531618	Cluster 1	MeCP2 Up	Unmarked
chr16	41873285	41873685	Cluster 1	MeCP2 Up	Poised_Enhancer
chr11	43525804	43526204	Cluster 2	MeCP2 Up	Unmarked
chr11	24709459	24709859	Cluster 2	MeCP2 Up	Unmarked
chr8	114657096	114657496	Cluster 1	MeCP2 Up	Active_Enhancer
chr2	101597406	101597806	Cluster 1	MeCP2 Up	Active_Enhancer
chr14	62345596	62345996	Cluster 2	MeCP2 Up	Unmarked
chr8	35897133	35897533	Cluster 1	MeCP2 Up	Unmarked
chr6	115082977	115083377	Cluster 1	MeCP2 Up	Unmarked
chr13	91362882	91363282	Cluster 1	MeCP2 Up	Unmarked
chr14	39859279	39859679	Cluster 1	MeCP2 Up	Poised_Enhancer
chr5	103404264	103404664	Cluster 2	MeCP2 Down	Unmarked
chr7	128552103	128552503	Cluster 1	MeCP2 Up	Unmarked
chr11	57199473	57199873	Cluster 3	MeCP2 Up	Unmarked
chr6	91982092	91982492	Cluster 3	MeCP2 Up	Unmarked
chr10	96956668	96957068	Cluster 4	MeCP2 Up	Unmarked
chr16	37585363	37585763	Cluster 1	MeCP2 Up	Active_Enhancer
chr10	45865084	45865484	Cluster 3	MeCP2 Up	Unmarked
chr13	113597664	113598064	Cluster 1	MeCP2 Up	Active_Enhancer
chr10	114916803	114917203	Cluster 1	MeCP2 Up	Active_Enhancer
chrX	155659329	155659729	Cluster 2	MeCP2 Up	Unmarked
chr17	64202711	64203111	Cluster 3	MeCP2 Up	Unmarked
chr18	72351280	72351680	Cluster 3	MeCP2 Down	Repressed_Promoter
chr2	140824754	140825154	Cluster 2	MeCP2 Up	Unmarked
chr11	63026184	63026584	Cluster 1	MeCP2 Up	Active_Enhancer
chr4	9093002	9093402	Cluster 3	MeCP2 Up	Unmarked
chr4	33898961	33899361	Cluster 1	MeCP2 Up	Unmarked
chr1	65536791	65537191	Cluster 1	MeCP2 Up	Poised_Enhancer
chr5	68469206	68469606	Cluster 1	MeCP2 Up	Poised_Enhancer
chr7	92258677	92259077	Cluster 1	MeCP2 Up	Poised_Enhancer
chr1	104832282	104832682	Cluster 2	MeCP2 Up	Poised_Enhancer
chr5	63940132	63940532	Cluster 1	MeCP2 Up	Unmarked
chr4	128394870	128395270	Cluster 3	MeCP2 Down	Unmarked
chr18	22754103	22754503	Cluster 2	MeCP2 Down	Unmarked
chr6	145838882	145839282	Cluster 1	MeCP2 Down	Unmarked
chr6	126203694	126204094	Cluster 3	MeCP2 Up	Unmarked
chr6	103509425	103509825	Cluster 1	MeCP2 Up	Active_Promoter
chr7	125704961	125705361	Cluster 1	MeCP2 Down	Unmarked
chr4	125554852	125555252	Cluster 3	MeCP2 Up	Polycomb
chr18	38921916	38922316	Cluster 3	MeCP2 Up	Unmarked
chr2	109274309	109274709	Cluster 2	MeCP2 Up	Unmarked
chr3	124074284	124074684	Cluster 2	MeCP2 Up	Unmarked
chr4	66485285	66485685	Cluster 2	MeCP2 Up	Unmarked
chr15	22332759	22333159	Cluster 3	MeCP2 Up	Unmarked
chr1	64228665	64229065	Cluster 2	MeCP2 Up	Unmarked
chr1	184746828	184747228	Cluster 2	MeCP2 Up	Unmarked
chr16	63087931	63088331	Cluster 2	MeCP2 Up	Active_Enhancer
chr2	145366999	145367399	Cluster 3	MeCP2 Up	Unmarked
chr9	94583970	94584370	Cluster 1	MeCP2 Up	Active_Enhancer
chr10	64132939	64133339	Cluster 2	MeCP2 Up	Poised_Enhancer
chr1	113981166	113981566	Cluster 2	MeCP2 Up	Unmarked
chr10	68281414	68281814	Cluster 1	MeCP2 Up	Active_Enhancer
chr8	35955886	35956286	Cluster 1	MeCP2 Up	Poised_Enhancer
chr1	87970559	87970959	Cluster 1	MeCP2 Down	Unmarked
chr6	19160114	19160514	Cluster 4	MeCP2 Up	Unmarked
chr3	13730082	13730482	Cluster 1	MeCP2 Up	Unmarked
chr5	97533970	97534370	Cluster 2	MeCP2 Up	Unmarked
chr10	114884636	114885036	Cluster 1	MeCP2 Up	Poised_Enhancer
chr15	65309586	65309986	Cluster 4	MeCP2 Up	Unmarked
chr8	120334493	120334893	Cluster 3	MeCP2 Down	Poised_Enhancer
chr2	124139928	124140328	Cluster 1	MeCP2 Up	Unmarked
chr6	20556181	20556581	Cluster 2	MeCP2 Up	Unmarked
chr15	87394285	87394685	Cluster 3	MeCP2 Up	Unmarked
chr6	31154438	31154838	Cluster 1	MeCP2 Down	Unmarked
chr10	38009066	38009466	Cluster 2	MeCP2 Up	Unmarked
chr5	130395947	130396347	Cluster 1	MeCP2 Up	Unmarked
chr8	125257758	125258158	Cluster 1	MeCP2 Up	Unmarked
chr1	47807708	47808108	Cluster 2	MeCP2 Up	Unmarked
chr4	137037228	137037628	Cluster 1	MeCP2 Up	Unmarked
chr15	72369418	72369818	Cluster 2	MeCP2 Up	Unmarked
chr7	132473108	132473508	Cluster 2	MeCP2 Up	Unmarked
chr19	57573021	57573421	Cluster 3	MeCP2 Down	Unmarked
chr18	74875315	74875715	Cluster 3	MeCP2 Up	Unmarked
chr16	43511177	43511577	Cluster 1	MeCP2 Up	Unmarked
chr18	54995053	54995453	Cluster 2	MeCP2 Up	Unmarked
chr12	39154596	39154996	Cluster 1	MeCP2 Up	Unmarked
chr10	25013022	25013422	Cluster 2	MeCP2 Up	Unmarked
chr11	12466201	12466601	Cluster 3	MeCP2 Up	Repressed_Promoter
chr19	23373467	23373867	Cluster 1	MeCP2 Up	Active_Enhancer
chr11	42933834	42934234	Cluster 2	MeCP2 Up	Unmarked
chr15	69575595	69575995	Cluster 1	MeCP2 Up	Poised_Enhancer
chr5	112743246	112743646	Cluster 3	MeCP2 Up	Unmarked
chr1	48457741	48458141	Cluster 2	MeCP2 Up	Unmarked
chr13	10357452	10357852	Cluster 3	MeCP2 Up	Repressed_Promoter
chr6	43404302	43404702	Cluster 1	MeCP2 Up	Unmarked
chr12	29545979	29546379	Cluster 1	MeCP2 Up	Active_Enhancer
chr12	16870707	16871107	Cluster 1	MeCP2 Up	Poised_Enhancer
chr17	86198497	86198897	Cluster 1	MeCP2 Down	Poised_Enhancer
chr4	33798148	33798548	Cluster 1	MeCP2 Up	Active_Enhancer
