gene_symbol	gene_class	log2FoldChange	padj	baseMean	max_delta_abc	sum_delta_abc	max_delta_unnorm	n_enhancers	n_gained	n_lost	sum_abc_wt	sum_abc_ko	sum_delta_unnorm
Samd14	invariant	0.040747285494702	0.928417850962053	1989.50469354389	0.009931	0.034415	0.143609	16	0	0	0.684811	0.719226	0.10797
Nfe2l1	invariant	0.00230036500769519	0.995687152996227	1205.72759004877	0.030853	0.02848	0.469961	5	1	0	0.339383	0.367863	0.493335
Tbkbp1	invariant	-0.00138140006034482	0.997533703826824	585.051445393272	0.017909	0.04157	0.17538	9	3	2	0.313185	0.354755	0.532455
Npepps	invariant	0.0694337252665017	0.522976212027225	1979.41518019232	0.017896	0.002538	0.134731	7	1	0	0.270552	0.27309	-0.036905
Mrpl45	invariant	-0.0745754006854322	0.836723072372109	105.280758326824	0.018479	0.004438	0.189418	8	1	1	0.24471	0.249148	0.044944
Socs7	invariant	0.0657940883706354	0.698753119994332	2094.24937198812	0.011449	0.004389	0.092682	4	1	1	0.287549	0.291938	-0.084627
Psmb3	invariant	0.0477841774287574	0.898147894160545	317.704190912342	0.011464	-0.0081	0.163586	7	1	0	0.265011	0.256911	-0.085003
Plxdc1	invariant	0.00976896959727108	0.97804588582232	504.975412118725	0.028593	0.033854	0.234312	10	2	0	0.344555	0.378409	0.227927
Fbxl20	invariant	0.0506012797216125	0.813639696788806	1217.51807877571	0.006667	0.014134	0.064453	3	0	0	0.078023	0.092157	0.159017
Stard3	invariant	0.00210618850141229	0.996334201220652	186.916428884595	0.007885	0.007449	0.090919	10	0	0	0.283366	0.290815	0.152502
Pgap3	invariant	-0.092020470497992	0.742885645214604	121.299318427701	0.003831	0.002765	0.01659	3	0	0	0.058058	0.060823	-0.012375
Ormdl3	invariant	0.020938081049216	0.964338205380201	303.197119841007	0.007443	0.003995	0.043387	2	0	0	0.055866	0.059861	0.011531
Med24	invariant	0.0122908891238425	0.965392355272133	669.043993632689	-0.014438	-0.00229	-0.211846	13	1	1	0.481435	0.479145	-0.413087
Nr1d1	invariant	-0.0308523060214804	0.953106026293845	520.370364925944	-0.031429	-0.036043	-1.169434	8	1	2	0.527123	0.49108	-2.029692
Msl1	invariant	0.0967096831301725	0.832578997004381	219.410615223025	-0.020434	-0.00383	-0.341207	9	2	2	0.475238	0.471408	-0.330357
Krt222	invariant	-0.0993927207446962	0.79078877474826	324.047593612372	-0.037192	-0.133716	-0.375282	7	1	6	0.310603	0.176887	-1.425233
Krt28	invariant	-0.0287223023416016	0.979725581855408	17.8886077430609	-0.030406	0.009067	-0.106922	9	3	3	0.296867	0.305934	-0.079879
Hap1	invariant	-0.0882610647086511	0.870689611017446	222.445998278114	-0.006856	0.003068	-0.103951	12	0	0	0.477288	0.480356	-0.177122
Jup	invariant	0.0817267118769503	0.813227170942388	920.200856582038	0.018964	-0.012978	0.363473	6	1	2	0.426492	0.413514	-0.751208
Acly	invariant	0.0525511136326068	0.77577594935332606	1868.64188923141	0.014224	0.035681	0.105062	6	2	0	0.210284	0.245965	0.136107
Dnajc7	invariant	0.0320444296262875	0.898127644737953	501.129673678271	0.009249	0.019241	0.098283	7	0	0	0.218194	0.237435	0.161975
Ghdc	invariant	-0.0544090849622776	0.948676876848272	34.3168412968494	0.021401	0.00892	0.125476	7	1	1	0.232876	0.241796	0.027898
Stat5a	invariant	0.0249984257410974	0.970506441084845	32.809166884265	0.012797	0.02085	0.153604	5	1	0	0.262253	0.283103	0.273651
Stat3	invariant	-0.028729421439993	0.874899776644481	795.187369458182	0.002519	0.004723	0.029167	2	0	0	0.043673	0.048396	0.056762
Atp6v0a1	invariant	0.0209293472637903	0.909615967372686	5269.9654193111	-0.007446	-0.010925	-0.081651	7	0	0	0.172602	0.161677	-0.133824
Psmc3ip	invariant	-0.0299325170682629	0.966478155386449	39.5982643438387	-0.019966	1.08e-4	-0.334489	14	0	2	0.568819	0.568927	0.029977
Retreg3	invariant	-0.0352678497245171	0.89570502945435	918.539112104255	-0.016255	-0.030092	-0.286908	13	1	1	0.499339	0.469247	-0.610224
Plekhh3	invariant	-0.0434697105063091	0.884258203286395	266.772792276612	-0.013659	-0.013073	-0.353663	13	1	3	0.614724	0.601651	-0.463788
Cntnap1	invariant	0.0392175606002309	0.917337097798315	1844.42889678937	-0.013723	-0.020145	-0.353663	12	1	3	0.571946	0.551801	-0.633656
Ezh1	invariant	-0.0789204749100773	0.718155793922284	462.630622619914	-0.012603	-0.020128	-0.11735	10	0	2	0.302843	0.282715	-0.14543
Nbr1	invariant	0.0214473268008935	0.933687281006324	2094.75492844799	-0.011028	-0.011028	-0.10148	1	0	1	0.032118	0.02109	-0.10148
Rdm1	invariant	0.0842402289844228	0.914120287607627	23.9954417243908	0.023275	0.009492	0.15294	8	1	1	0.35682	0.366312	-0.099634
Etv4	invariant	0.0272397749504004	0.955963396271116	171.56352077083	-0.018533	-0.022413	-0.10016	4	0	1	0.115762	0.093349	-0.143254
G6pc3	invariant	-0.058594867392776	0.897796662399387	153.185555308578	0.016133	0.014119	0.14482	6	2	1	0.261922	0.276041	0.018922
Ubtf	invariant	0.0802251241870268	0.777289640695839	1907.97479094632	-0.013742	0.020071	-0.279808	11	1	1	0.451561	0.471632	0.378748
Fzd2	invariant	0.0465333245078553	0.946628212910006	257.026303110623	0.015675	6.98e-4	0.076139	4	1	1	0.105439	0.106137	0.001563
Ccdc43	invariant	-0.0718295101336488	0.774676703469229	208.071661096656	-0.022487	-0.016618	-0.188711	5	1	2	0.20697	0.190352	-0.181857
Plcd3	invariant	0.0613002332516653	0.923568900701523	29.6109924879984	0.011789000000000001	0.032597	0.037893	11	2	0	0.621584	0.654181	-0.256658
Fmnl1	invariant	0.0027531508772881	0.995687152996227	324.425555242772	0.021258	0.007174	0.164511	12	2	3	0.557637	0.564811	-0.339747
Arhgap27	invariant	-0.00377629666931979	0.995977972646643	42.47206852904	0.019065	0.014668	0.13848	12	2	2	0.361869	0.376537	0.213535
Gosr2	invariant	0.0261482062588473	0.90226943222231	843.592426484577	-0.005212	-0.006797	-0.028108	2	0	0	0.045478	0.038681	-0.035949
Wnt9b	invariant	-0.0848560455410552	0.898147894160545	25.2252644658397	-0.022297	-0.016011	-0.051413	7	2	2	0.203537	0.187526	0.031465
Wnt3	invariant	0.0483753301375302	0.878594790726094	125.606034444207	-0.029496	-0.057895	-0.101918	6	0	3	0.234966	0.177071	-0.162505
Nsf	invariant	-0.0147092931202237	0.964338205380201	3477.7713154423	-0.016864	-0.029201	-0.128022	8	1	3	0.362047	0.332846	-0.178142
Arf2	invariant	0.0868776186579277	0.659335340918201	428.358232026898	0.017955	0.019491	0.223182	6	2	1	0.186281	0.205772	0.350474
Kansl1	invariant	0.0432739339117237	0.87258509609499	4356.58390219052	0.030157	0.017356	0.221409	6	2	0	0.221751	0.239107	0.196459
Myl4	invariant	-0.0631027153712516	0.951946436101124	15.2624156308743	0.011932	0.015355	0.058761	3	1	0	0.071651	0.087006	0.082467
Ddx42	invariant	0.065186939065824	0.640864971461229	1460.84357792151	-0.013801	0.010039	-0.136138	6	1	1	0.29923	0.309269	0.214049
Tex2	invariant	-0.0289591722822768	0.862035534973235	1401.49573280419	-0.019212	-0.022447	-0.13546	9	0	2	0.300293	0.277846	-0.260361
Ddx5	invariant	0.0138573931860738	0.965392355272133	11137.707400551	0.018716	0.019522	0.450846	7	2	0	0.506775	0.526297	0.85495
Cep95	invariant	-0.0762390776841668	0.81737758562096	451.51937156748	0.018714	0.019513	0.450739	7	2	0	0.50677	0.526283	0.854614
Smurf2	invariant	0.0607412449774674	0.768493157776679	1663.90231946019	-0.026297	0.022679	-0.216768	9	3	2	0.371372	0.394051	-0.051695
Nol11	invariant	-0.0130300890764559	0.964638279235367	335.057509470342	-0.018048	-0.03021	-0.071543	9	2	2	0.300811	0.270601	-0.157915
Apoh	invariant	0.0203650439393277	0.988833026031636	8.19980523019942	-0.009635	-0.013815	-0.035037	2	0	0	0.04176	0.027945	-0.05081
Cep112	invariant	-0.0793485132816757	0.85188513565263	612.465098375515	-0.01975	-0.010228	-0.044388	7	1	3	0.206586	0.196358	-0.063367
Amz2	invariant	0.0259398500528541	0.929619569372838	526.58060571792	-0.035162	-0.056587	-0.301789	10	1	3	0.401381	0.344794	-1.062559
BC006965	invariant	-0.0163446870556085	0.987061624027824	42.5541188306661	0.044742	0.090103	0.085086	7	3	1	0.207508	0.297611	0.202189
Cdc42ep4	invariant	-0.083967820355675	0.834296744059778	394.996544487414	-0.040299	0.011738	-0.121941	9	3	2	0.303117	0.314855	0.217687
Kif19a	invariant	-0.00395896661948295	0.996677619432661	215.232393579609	-0.009601	-0.046775	-0.098571	14	0	0	0.442539	0.395764	-0.660572
Btbd17	invariant	0.0624927327024202	0.882865523543062	327.528342906232	-0.031525	-0.060766	-0.625086	11	0	2	0.444118	0.383352	-2.086979
Fads6	invariant	-0.0459779687095044	0.913817465393644	236.826428252065	0.008594	0.011516	0.113623	7	0	0	0.270479	0.281995	-0.015359
Hid1	invariant	0.0937086363957474	0.696666837828559	783.450043916168	-0.020067	0.041628	-0.296351	12	2	2	0.46574	0.507368	0.154557
Mrpl58	invariant	0.0918976822299781	0.716772449302082	220.394614864924	0.042496	0.043436	0.818245	6	1	0	0.415395	0.458831	0.969511
Kctd2	invariant	0.0803041212059003	0.728108554493345	305.324831958889	-0.011603	-0.015388	-0.179705	10	0	3	0.400316	0.384928	-0.428833
Armc7	invariant	0.0578817846140561	0.908277400108708	44.0458154329565	-0.034517	-0.022712	-0.488622	10	0	1	0.377753	0.355041	-0.591353
Gga3	invariant	0.069871771293289	0.746665635355123	497.330210675119	-0.006505	0.002039	-0.084809	5	0	0	0.171038	0.173077	-0.154456
Slc25a19	invariant	-0.0577619439801596	0.908277400108708	64.697201294737	0.004674	0.004201	0.048262	3	0	0	0.100231	0.104432	0.036709
Tsen54	invariant	0.0212306350858168	0.971738964107851	59.6725307982774	0.010818	-0.004434	0.055741	8	1	0	0.399279	0.394845	-0.158979
Trim65	invariant	-0.00525925399854531	0.995687152996227	27.615645074222	-0.007689	-0.014649	-0.08982	12	0	0	0.528871	0.514222	0.126641
Acox1	invariant	0.0964888777643354	0.527761513849924	1487.72882149445	-0.010404	-0.016086	-0.124119	11	0	1	0.336731	0.320645	-0.264606
Prpsap1	invariant	-0.09498215422471	0.579133470976265	378.26249317522	0.161363	0.254957	1.345167	5	5	0	0	0.254957	2.125392
Ube2o	invariant	0.0828959968284376	0.616269675044754	1564.9000442978	0.010535	0.030113	0.116181	7	2	0	0.240671	0.270784	0.398226
Jmjd6	invariant	0.00587285365491923	0.986450474294346	260.710476076398	-0.013242	-0.015476	-0.164003	4	0	1	0.177164	0.161688	-0.208267
Snhg20	invariant	-0.0322161673516359	0.960465447789854	36.6322943882113	-0.008493	-0.007742	-0.104507	10	0	0	0.450612	0.44287	-0.224878
Sec14l1	invariant	0.0344672846322959	0.881119587166481	2571.27158279713	-0.00843	-0.011097	-0.163346	7	0	0	0.513196	0.502099	-0.189297
Pgs1	invariant	-0.0628192003058692	0.850586823011807	547.75344107227	-0.014217	-0.022059	-0.132526	5	0	2	0.128398	0.106339	-0.249927
Dnah17	invariant	0.0733020570737079	0.953179807223038	307.57346929202	-0.037665	-0.079431	-0.460328	9	0	3	0.502385	0.422954	-1.348065
Cant1	invariant	-0.00556822965562548	0.987561958653014	392.421060376931	-0.026615	-0.039617	-0.404248	3	0	2	0.164627	0.12501	-0.633439
Sgsh	invariant	0.0631173093236148	0.936050015102013	35.5474409542599	-0.008259	0.00631	-0.064565	6	0	0	0.137402	0.143712	0.020177
Slc26a11	invariant	0.0990484577692822	0.850161179113266	45.9412886657405	-0.008259	0.006313	-0.064566	6	0	0	0.137409	0.143722	0.020191
Chmp6	invariant	0.0877427078171351	0.867706081627415	120.353643174667	0.018749	0.010618	0.224281	8	2	1	0.257174	0.267792	-0.044845
Aatk	invariant	0.0716453715863848	0.821187671791725	2008.98440945623	0.011373	0.008298	0.290691	12	2	1	0.532648	0.540946	1.102336
Tepsin	invariant	0.0456438175678095	0.922482368172185	159.30543924704	0.00895	0.028519	0.221791	8	0	0	0.279873	0.308392	0.632444
Slc38a10	invariant	-0.036978704223183	0.87258509609499	1192.79006845515	0.009121	0.025621	0.082811	7	0	0	0.262355	0.287976	0.223159
2900052L18Rik	invariant	0.033417282699729	0.953975551361283	84.2000910101484	0.017329	0.029434	0.32077	5	2	0	0.439597	0.469031	0.542301
Oxld1	invariant	-0.0175485638532168	0.985396657246137	23.6629021586537	-0.015274	-0.01619	-0.068978	6	0	2	0.280893	0.264703	-0.036357
Ccdc137	invariant	0.0577737632493705	0.87353732681097	117.376841476506	-0.015249	-0.016169	-0.068738	6	0	2	0.281043	0.264874	-0.036111
Sirt7	invariant	-0.00389479205090566	0.994496824342732	128.767349458035	-0.025167	0.010574	-0.191208	10	2	1	0.410013	0.420587	0.039627
Mafg	invariant	0.0527145011156735	0.79653796380736	580.170313512983	-0.012288	-0.01415	-0.081749	9	0	1	0.381547	0.367397	0.022829
Aspscr1	invariant	-0.0693160915517705	0.875616627570358	131.498763564595	0.014232	0.013417	0.082587	9	1	0	0.248341	0.261758	0.054558
Ccdc57	invariant	-0.0249144623223015	0.975443398666976	138.351496608952	0.02209	0.031524	0.087498	7	3	0	0.263406	0.29493	0.094692
Ogfod3	invariant	-0.0330689209079915	0.957151986026957	90.3859752426219	0.028005	0.019069	0.159935	4	1	0	0.275123	0.294192	0.081814
Cybc1	invariant	-0.0502052535531591	0.898127644737953	161.902292556079	0.043433	0.030192	0.279475	4	2	2	0.571805	0.601997	0.14839
Narf	invariant	-0.0300030705882668	0.892500386053042	914.441736545416	0.009521	0.002794	0.207957	3	0	0	0.181748	0.184542	0.237255
Adcy3	invariant	0.0361423596497059	0.933747890390776	288.017814093754	-0.020096	-0.054719	-0.145841	12	2	5	0.441521	0.386802	-0.692992
Ubxn2a	invariant	0.0209991691116778	0.942550618788553	375.651795127181	0.018234	0.003232	0.314712	6	2	1	0.44011	0.443342	0.342125
Atad2b	invariant	-0.00577782846608075	0.984059474543382	2153.22043588848	0.014773	-0.006467	0.258513	4	1	1	0.226447	0.21998	0.166932
2810032G03Rik	invariant	-0.0937925304961714	0.798606811180586	131.781649621678	0.01842	0.014612	0.239345	4	2	1	0.201905	0.216517	0.31764
Laptm4a	invariant	0.0095980862842033	0.974848004833529	1366.07353554577	-0.025123	-0.038399	-0.226222	13	0	3	0.431661	0.393262	-0.794702
Rdh14	invariant	-0.0879918781531343	0.8668283098535	149.193478758562	-0.036066	-0.051546	-0.194509	3	0	1	0.13305	0.081504	-0.267333
Lratd1	invariant	0.00222047402706025	0.995977972646643	423.485093072418	-0.025267	-0.009854	0.008478	2	1	1	0.354168	0.344314	0.05257
Ntsr2	invariant	0.0773172145227666	0.831155316907296	97.7290801900201	-0.015864	-0.007626	-0.019337	13	2	3	0.522727	0.515101	0.119118
E2f6	invariant	-0.0100521416147912	0.980511698880312	315.447388087736	-0.023615	-0.044273	-0.113048	9	1	4	0.578728	0.534455	-0.295807
Rock2	invariant	0.0882810801979658	0.759119574447062	3399.36869406201	-0.027521	-0.068278	-0.191548	6	1	3	0.367459	0.299181	-0.476982
Asap2	invariant	-0.0843188083642501	0.835068466351777	499.11073428335	0.053181	0.02821	0.116466	14	4	4	0.495859	0.524069	0.339916
Mboat2	invariant	0.0629871950518556	0.837033349347283	2140.21443795317	-0.024262	-0.035946	-0.048603	9	0	4	0.252541	0.216595	-0.014232
Cmpk2	invariant	-0.0957419878986138	0.856738005225512	58.0180381723811	-0.023661	-0.0434	-0.088816	6	1	3	0.223492	0.180092	-0.147314
Rnaseh1	invariant	-0.00176775218936327	0.997457404434457	95.7250606133416	0.045756	0.076566	0.227004	12	4	2	0.450107	0.526673	0.198904
Lamb1	invariant	0.0997730675288519	0.593201524347659	759.345446098153	-0.040826	-0.021003	-0.059648	12	3	4	0.455454	0.434451	-0.121092
Bcap29	invariant	0.00438058647768129	0.988224106157538	257.104241054723	-0.037659	-0.025442	-0.45519	13	3	4	0.704581	0.679139	-1.546554
Ccdc71l	invariant	0.0841389864455327	0.824240567604872	216.664377247271	0.032232	-0.03651	0.093875	8	1	4	0.383857	0.347347	-0.282981
Snx13	invariant	-0.0743434226040257	0.84594605899249	2542.20422003263	-0.070753	-0.099703	-0.440805	8	3	5	0.381564	0.281861	-0.715823
Bzw2	invariant	-0.0558871841665121	0.729231915568167	1345.84708807689	0.063823	0.04215	0.136131	5	3	1	0.656107	0.698257	-0.141664
Arl4a	invariant	-0.059804927504011	0.890181680081981	439.196985054879	-0.017712	-0.04372	-0.075996	9	0	2	0.310983	0.267263	-0.283742
Lsmem1	invariant	-0.0808015104864049	0.92495983705627	18.5160287416381	-0.03996	0.04231	-0.122428	12	7	2	0.608357	0.650667	0.085232
Dock4	invariant	-0.0553124896180801	0.890181680081981	19392.804796772	-0.037805	-0.028905	-0.76673500000000006	7	0	1	0.585414	0.556509	-1.241822
Pnpla8	invariant	-0.0400574693278336	0.891815825329901	1246.80938931589	-0.015274	-0.023725	-0.09507	7	1	3	0.778694	0.754969	-0.320353
Nrcam	invariant	0.0963530451125636	0.638622576263654	15671.5203036936	0.025959	0.003139	0.362578	11	2	1	0.613698	0.616837	0.537043
Prkd1	invariant	0.00157398829134867	0.996870811759722	769.512898219287	-0.050108	-0.059536	-0.023635	12	4	6	0.376245	0.316709	0.05401
Scfd1	invariant	0.0286103773055502	0.919655775156824	1097.83943113053	-0.04261	-0.038242	-0.12217	9	2	3	0.295246	0.257004	-0.023283
Coch	invariant	0.056767827429416	0.891564974806032	130.041774547139	-0.317199	-0.148056	-0.466053	12	5	1	0.666548	0.518492	-0.289979
Strn3	invariant	-0.0599082794074545	0.824363813711103	4229.10545292099	-0.073235	-0.019357	-0.496234	4	2	1	0.318159	0.298802	-0.098224
Hectd1	invariant	0.0308777326043048	0.89739753490317	3513.34768083865	-0.025408	-0.010527	-0.106342	10	2	3	0.349438	0.338911	0.132477
Arhgap5	invariant	0.0530132266118944	0.898654203500162	4191.94406309698	0.012346	0.003521	0.080964	5	1	0	0.32852	0.332041	0.026364
Npas3	invariant	-0.0708084945654201	0.843614107444897	11831.0489724781	0.032897	0.045253	0.058457	8	3	1	0.428964	0.474217	0.29733
Egln3	invariant	0.0863373215721441	0.907115680610174	31.0322189833342	-0.038342	0.072228	-0.032286	12	7	4	0.413594	0.485822	0.197283
Sptssa	invariant	0.0565817112919626	0.858130688450231	210.759587893038	0.011638	0.001124	0.091668	4	1	1	0.150416	0.15154	0.123645
Srp54c	invariant	-4.18402931059323e-4	0.999148954082368	271.727316806812	-0.005298	9.1e-4	-0.013736	6	0	0	0.204089	0.204999	0.089787
Ppp2r3c	invariant	0.0956538764365388	0.684220923285578	223.246385291235	-0.073483	-0.09962	-0.324145	10	2	3	0.488904	0.389284	-0.357566
Nfkbia	invariant	0.0959029768176038	0.770705445304923	165.503236902711	-0.034072	-0.036956	-0.176347	8	0	3	0.557518	0.520562	0.047214
Ralgapa1	invariant	0.0413861109582314	0.883653126128925	5461.74829530872	-0.013232	-0.015181	-0.053415	7	1	1	0.371771	0.35659	0.003917
Sstr1	invariant	0.0470648306183914	0.962024874560278	27.4517649915203	-0.048769	-0.022739	-0.006704	12	3	4	0.333375	0.310636	0.008001
Fbxo33	invariant	-0.0593257692666066	0.849290302753913	359.959490299428	-0.014332	-0.024498	-0.050242	6	1	2	0.386187	0.361689	-0.072955
Sos2	invariant	-0.0948822089756798	0.579967219992978	1232.90728985352	0.031976	-0.002026	0.16696	12	3	2	0.337733	0.335707	-0.27012
4930512B01Rik	invariant	-0.0353442600656831	0.96246479291534	28.8242240195425	0.009748	0.010125	0.035176	5	0	0	0.203632	0.213757	-0.097144
Map4k5	invariant	0.0156576502484831	0.954979243487715	864.690802928412	0.023255	0.007646	0.16323	7	2	2	0.275403	0.283049	0.051655
Atl1	invariant	0.0238021887950935	0.906568202510011	1058.32040902803	0.023088	0.007494	0.161787	7	2	2	0.274745	0.282239	0.050266
Sav1	invariant	-0.0282119008572527	0.922299870274951	360.678472597923	-0.014606	0.010265	-0.06179	11	1	1	0.316557	0.326822	-0.00177
Trim9	invariant	-0.01673564427578	0.965392355272133	5315.05052429668	0.020951	0.018684	0.283814	5	2	1	0.28382	0.302504	0.301862
Actr10	invariant	0.0289219455363353	0.945151257267796	875.618632883943	0.011894	-0.005857	0.037285	10	1	2	0.498253	0.492396	-0.443649
Psma3	invariant	0.0780915154518779	0.72599960833554	472.189385471451	-0.021162	-0.035252	-0.186343	8	1	2	0.430065	0.394813	-0.330001
Arid4a	invariant	0.0158369302114403	0.952854638531748	1299.86309661188	-0.014053	0.00381	-0.141276	8	1	1	0.231672	0.235482	-0.157916
Daam1	invariant	-0.00215689894504225	0.9955576346367	4135.23450495335	-0.0028769999999999998	-0.002287	-0.022243	2	0	0	0.044098	0.041811	-0.021704
Rtn1	invariant	-0.0192642532613966	0.902875365351839	9245.71878293919	-0.011381	-0.022556	-0.154888	11	0	2	0.401697	0.379141	-0.707948
Rhoj	invariant	-0.00903391425292821	0.986450474294346	154.817553368856	-0.047872	0.026892	-0.103713	9	4	3	0.33629	0.363182	0.432643
Ppp2r5e	invariant	-0.00169869190891937	0.996094808060605	3737.59916121597	-0.006125	-0.008823	-0.027756	4	0	0	0.236378	0.227555	0.080382
Akap5	invariant	0.0751589335538799	0.792113183835405	378.256285381058	-0.02984	-0.047495	-0.131007	7	1	3	0.372448	0.324953	-0.187904
Zbtb1	invariant	0.00981746512444861	0.983176636384213	296.548871240704	-0.021727	-0.017208	-0.197111	3	0	1	0.187121	0.169913	-0.167345
Pigh	invariant	-0.0959362112255205	0.791438711363796	82.299222356712	0.038734	0.007816	0.21979	12	1	1	0.468834	0.47665	-0.199414
Arg2	invariant	-0.034359548511111	0.921424761418592	205.508849408354	0.022967	0.005191	0.153645	7	1	1	0.316768	0.321959	0.236879
