top_enh_chr	top_enh_start	top_enh_end	TargetGene	ABC.Score_WT	ABC.Score.Numerator_WT	activity_base_WT	hic_contact_pl_scaled_adj_WT	hic_contact_WT	ABC.Score_KO	ABC.Score.Numerator_KO	activity_base_KO	hic_contact_pl_scaled_adj_KO	hic_contact_KO	top_enh_distance	top_enh_class	max_delta_abc	max_delta_unnorm	hic_data_wt	hic_data_ko	has_hic_either	log2FC	padj	baseMean	n_enhancers	mean_delta_abc	sum_delta_unnorm	n_gained	n_lost	sum_abc_wt	sum_abc_ko	dysregulated
chr9	57521023	57521613	Rpp25	0.096943	0.721173	23.164843	0.031132	0.005670	0.130073	1.137822	26.079128	0.043630	0.010939	17293.000000	promoter	0.033130	0.416649	True	True	True	-0.429487	0.673323	5.598432	9	0.001845	0.642540	2	1	0.380056	0.396663	False
chr19	34527153	34527724	Rpp30	0.073997	0.247342	42.143166	0.005869	0.001199	0.036664	0.129068	42.057032	0.003069	0.000609	1556276.500000	promoter	-0.037333	-0.118274	True	True	True	0.019329	0.954788	256.950582	10	-0.004910	-0.123464	1	4	0.277911	0.228812	False
chr2	3512540	3513279	Rpp38	0.089992	1.331490	91.470554	0.014556	0.003804	0.050010	0.765801	89.618245	0.008545	0.002039	180266.500000	promoter	-0.039982	-0.565689	True	True	True	-0.058647	0.903088	51.561544	4	-0.014138	-0.713122	0	2	0.295505	0.238952	False
chr13	36736200	36736700	Rpp40	0.022054	0.148248	33.962559	0.004365	0.000935	0.010519	0.062435	25.662809	0.002433	0.000487	830091.000000	intergenic	-0.011535	-0.085813	True	True	True	-0.709424	0.307785	7.725560	5	0.000295	-0.118198	0	1	0.161359	0.162834	False
chr18	24603567	24604084	Rprd1a	0.074993	0.433831	28.557287	0.015192	0.003770	0.112403	0.668706	29.146746	0.022943	0.006384	73621.500000	promoter	0.037410	0.234875	True	True	True	0.180647	0.278720	991.842601	11	0.003749	0.294976	4	1	0.302314	0.343553	False
chr2	158058506	158059006	Rprd1b	0.020334	0.152911	5.054614	0.030252	0.007844	0.023700	0.179499	5.320125	0.033740	0.009193	30260.000000	genic	0.003366	0.026588	True	True	True	0.131566	0.201394	471.785403	5	0.000220	0.018155	0	0	0.182257	0.183356	False
chr3	96245246	96245803	Rprd2	0.026662	0.645868	42.758956	0.015105	0.003713	0.012975	0.327835	45.164090	0.007259	0.001696	426661.500000	promoter	-0.013687	-0.318033	True	True	True	0.115947	0.182547	1441.316761	9	-0.000068	0.345363	2	1	0.346246	0.345635	False
chr11	103966411	103966988	Rprml	0.060367	0.368041	66.625116	0.005524	0.001245	0.022391	0.145915	65.760948	0.002219	0.000355	317130.500000	promoter	-0.037976	-0.222126	True	True	True	0.747550	0.528560	3.649541	11	-0.004825	-0.221105	3	5	0.297146	0.244067	False
chr17	27638939	27639439	Rps10	0.047410	2.159432	9.549030	0.226142	0.083277	0.025316	1.086577	4.978304	0.218262	0.079255	2520.000000	intergenic	-0.022094	-1.072855	True	True	True	0.158420	0.625818	106.292133	7	-0.004459	-3.052220	1	3	0.651940	0.620727	False
chr10	20951923	20952907	Rps12	0.033433	0.214019	37.704342	0.005676	0.001072	0.012342	0.076441	39.322470	0.001944	0.000355	2834860.000000	promoter	-0.021091	-0.137578	True	True	True	0.050513	0.917097	133.463487	7	-0.006759	-0.345609	1	3	0.252657	0.205345	False
chr7	116092909	116093601	Rps13	0.082343	0.563896	56.485954	0.009983	0.002469	0.066831	0.512232	55.835015	0.009174	0.002242	240940.000000	promoter	-0.015512	-0.051664	True	True	True	0.115726	0.805160	61.969023	3	-0.011132	-0.069635	0	2	0.228230	0.194833	False
chr18	61335672	61336172	Rps14	0.027327	0.205605	53.642199	0.003833	0.000821	0.010093	0.076246	76.392432	0.000998	0.000128	588825.000000	genic	-0.017234	-0.129359	True	True	True	-0.242557	0.444705	86.107558	14	0.001790	0.204979	0	2	0.517686	0.542740	False
chr10	80298858	80299358	Rps15	0.138889	5.458331	30.909264	0.176592	0.063296	0.159475	6.376270	33.572879	0.189923	0.069808	6656.000000	genic	0.020586	0.917939	True	True	True	0.028216	0.952038	130.433203	9	0.000515	0.456064	2	2	0.396402	0.401037	False
chr7	118243398	118243920	Rps15a	0.081074	0.795306	46.936924	0.016944	0.004541	0.054144	0.548122	43.503194	0.012600	0.003195	127471.000000	promoter	-0.026930	-0.247184	True	True	True	0.047438	0.833296	338.041636	9	-0.002030	-0.015466	2	4	0.540446	0.522172	False
chr7	28392458	28393200	Rps16	0.067811	1.306640	51.726406	0.025261	0.006674	0.076580	1.557578	52.793692	0.029503	0.008233	42178.000000	promoter	0.008769	0.250938	True	True	True	0.026195	0.975017	58.604841	8	0.003030	0.819273	0	0	0.304741	0.328984	False
chr7	81493494	81494175	Rps17	0.046450	0.337624	15.741146	0.021448	0.005898	0.027053	0.205640	17.932414	0.011467	0.002879	148580.500000	promoter	-0.019397	-0.131984	True	True	True	0.075986	0.873810	91.925328	9	0.000932	0.156020	3	3	0.277325	0.285709	False
chr17	33909064	33909663	Rps18	0.092194	2.488009	84.803766	0.029338	0.008298	0.076830	2.107972	84.118445	0.025060	0.006750	46637.500000	promoter	-0.015364	-0.380037	True	True	True	-0.150911	0.674333	67.693441	9	-0.000302	0.124809	2	2	0.442808	0.440093	False
chr7	24972415	24973004	Rps19	0.047392	1.415871	42.104679	0.033627	0.009933	0.036173	1.068832	43.678486	0.024470	0.006931	88339.500000	promoter	-0.011219	-0.347039	True	True	True	-0.070071	0.896214	80.000412	7	-0.001915	-0.485696	0	1	0.273498	0.260092	False
chr15	80710779	80711562	Rps19bp1	0.127421	3.641950	95.272206	0.038227	0.009598	0.103860	2.855603	94.719254	0.030148	0.007536	446855.500000	promoter	-0.023561	-0.786347	True	True	True	-0.172338	0.806771	21.526679	7	0.000734	-0.427676	2	1	0.523301	0.528437	False
chr17	24719715	24720215	Rps2	0.301503	9.356467	48.750085	0.191927	0.065810	0.333999	10.947421	51.895318	0.210952	0.075522	1850.000000	genic	0.032496	1.590954	True	True	True	0.083483	0.885697	101.444918	8	0.004570	2.186127	2	0	0.566401	0.602960	False
chr4	3617651	3618151	Rps20	0.036750	0.266333	18.375361	0.014494	0.003758	0.010019	0.071051	7.392957	0.009611	0.002365	217764.000000	intergenic	-0.026731	-0.195282	True	True	True	0.076104	0.782530	127.257693	4	-0.012614	-0.414676	0	3	0.366221	0.315765	False
chr2	180273246	180273967	Rps21	0.136434	2.623804	43.609944	0.060165	0.017581	0.141904	2.932518	47.210628	0.062116	0.018412	16230.500000	promoter	0.005470	0.308714	True	True	True	0.229565	0.530554	63.248530	6	0.001411	0.753291	0	0	0.403201	0.411670	False
chr13	90088872	90089858	Rps23	0.070886	0.476502	57.862930	0.008235	0.001832	0.106315	0.755104	63.565410	0.011879	0.002677	833592.000000	promoter	0.035429	0.278602	True	True	True	0.138867	0.628992	145.456147	7	-0.000047	0.120821	1	2	0.323702	0.323373	False
chr8	3621066	3621797	Rps23rg1	0.000000	0.000000	0.000000	0.000000	0.000000	0.200523	0.999722	55.725457	0.017940	0.004383	53442.500000	promoter	0.200523	0.999722	False	True	True	-0.151168	0.960169	2.247624	10	0.077378	3.857730	10	0	0.000000	0.773778	False
chr14	25487914	25488414	Rps24	0.030004	0.354216	34.279007	0.010333	0.002267	0.009880	0.116517	34.528223	0.003375	0.000698	1001040.000000	genic	-0.020124	-0.237699	True	True	True	-0.115850	0.598345	330.690165	7	-0.005028	-0.419508	1	3	0.366554	0.331360	False
chr9	44396601	44397101	Rps25	0.284418	6.941880	71.602756	0.096950	0.030534	0.258344	6.209673	69.468382	0.089388	0.027080	10287.000000	promoter	-0.026074	-0.732207	True	True	True	0.001134	0.998213	131.361340	7	-0.000891	-0.338086	2	2	0.507495	0.501259	False
chr10	128548981	128549555	Rps26	0.057869	1.247823	51.546800	0.024208	0.006825	0.047889	1.035067	50.287010	0.020583	0.005612	77479.000000	promoter	-0.009980	-0.212756	True	True	True	0.112527	0.720799	163.169729	6	-0.001680	-0.198764	0	0	0.375090	0.365009	False
chr3	95015198	95016236	Rps27	0.034552	0.563343	172.635170	0.003263	0.000568	0.000636	0.009470	170.441193	0.000056	0.000000	4802066.000000	promoter	-0.033916	-0.553873	True	False	True	0.198408	0.625986	58.319112	9	-0.006128	-1.521115	1	3	0.493945	0.438790	False
chr11	29247060	29247659	Rps27a	0.058839	0.712139	39.975070	0.017815	0.004577	0.080568	1.017339	41.929945	0.024263	0.006327	300749.500000	promoter	0.021729	0.305200	True	True	True	0.014849	0.977248	108.296267	6	0.001555	0.316203	1	0	0.378686	0.388019	False
chr9	66919437	66920012	Rps27l	0.061431	0.791216	24.695767	0.032039	0.008121	0.081313	0.974432	26.245656	0.037127	0.010131	26360.500000	promoter	0.019882	0.183216	True	True	True	0.086736	0.923902	21.510826	9	0.001179	-0.226478	1	1	0.394691	0.405301	False
chr17	33817350	33817850	Rps28	0.266310	6.842272	39.688556	0.172399	0.061851	0.242992	6.224747	38.809740	0.160391	0.056026	6962.000000	genic	-0.023318	-0.617525	True	True	True	-0.132313	0.784449	62.619344	8	0.000272	0.013311	2	2	0.560302	0.562478	False
chr12	64965284	64966053	Rps29	0.011180	0.116655	50.306667	0.002319	0.000408	0.021698	0.239548	52.259050	0.004584	0.000817	4193517.500000	promoter	0.010518	0.122893	True	True	True	-0.043562	0.943076	88.340035	6	0.000772	0.159539	1	0	0.178990	0.183623	False
chr7	98656424	98657033	Rps3	0.032639	0.530157	82.657052	0.006414	0.001411	0.009938	0.159257	80.936888	0.001968	0.000379	827009.500000	promoter	-0.022701	-0.370900	True	True	True	-0.039581	0.953969	184.951342	9	-0.002215	-0.386352	1	2	0.306447	0.286515	False
chr3	84952063	84952563	Rps3a1	0.018122	0.147521	28.830971	0.005117	0.001072	0.024891	0.205325	27.314940	0.007517	0.001599	1190389.000000	genic	0.006769	0.057804	True	True	True	-0.018948	0.976206	178.838882	4	0.001664	0.073110	0	0	0.168181	0.174835	False
chrX	102060240	102060740	Rps4x	0.124644	1.197798	80.488956	0.014882	0.003904	0.088354	1.039041	69.617381	0.014925	0.003917	128904.000000	genic	-0.036290	-0.158757	True	True	True	0.044800	0.934619	106.855469	10	-0.001915	0.939785	4	4	0.541821	0.522668	False
chr7	12977597	12978280	Rps5	0.122493	3.040307	81.485339	0.037311	0.011255	0.139604	3.489960	79.240934	0.044042	0.013625	55649.500000	promoter	0.017111	0.449653	True	True	True	-0.011014	0.987397	110.147410	11	-0.000503	-0.052028	1	1	0.482065	0.476536	False
chr4	86748304	86749049	Rps6	0.055577	0.474137	20.402338	0.023239	0.006524	0.034071	0.269442	20.246273	0.013308	0.003371	108735.500000	promoter	-0.021506	-0.204695	True	True	True	-0.024639	0.969409	168.194860	5	0.004683	0.059003	3	1	0.202569	0.225983	False
chr4	133897366	133897866	Rps6ka1	0.041136	1.250002	10.878966	0.114901	0.038335	0.029380	0.873168	8.405271	0.103883	0.033267	9819.000000	intergenic	-0.011756	-0.376834	True	True	True	0.095701	0.650328	1036.807146	4	-0.005553	-1.016870	0	2	0.534705	0.512495	False
chrX	159255107	159256098	Rps6ka3	0.000000	0.000000	0.000000	0.000000	0.000000	0.289978	0.549146	32.122334	0.017095	0.003816	45296.500000	genic	0.289978	0.549146	False	True	True	-0.788932	0.000001	1695.320342	10	0.063499	1.202507	10	0	0.000000	0.634987	True
chr11	86484169	86484906	Rps6kb1	0.118063	1.483222	75.973159	0.019523	0.005077	0.092319	1.237036	67.667253	0.018281	0.004645	60267.500000	promoter	-0.025744	-0.246186	True	True	True	0.065257	0.742617	1135.382478	5	-0.004200	-0.105275	1	2	0.210539	0.189537	False
chr19	4125608	4126230	Rps6kb2	0.061075	2.258963	51.675090	0.043715	0.013360	0.074008	2.679555	53.608801	0.049983	0.015706	37435.000000	promoter	0.012933	0.420592	True	True	True	0.113281	0.730932	211.515800	9	0.002697	0.511906	1	0	0.470138	0.494411	False
chr1	190928383	190928883	Rps6kc1	0.234212	1.615567	29.502354	0.054761	0.015497	0.247965	1.733937	30.474586	0.056898	0.016402	16863.000000	genic	0.013753	0.118370	True	True	True	-0.083011	0.462141	826.545543	6	-0.001288	-0.011414	1	1	0.449867	0.442137	False
chr12	85270265	85270849	Rps6kl1	0.021587	0.291728	23.763528	0.012276	0.003077	0.045102	0.704126	26.789063	0.026284	0.007461	119293.000000	promoter	0.023515	0.412398	True	True	True	0.305760	0.052770	272.969384	12	0.000506	0.775454	3	1	0.324459	0.330534	False
chr12	29290922	29291422	Rps7	0.146531	1.557492	107.147555	0.014536	0.003396	0.164682	1.709475	105.184211	0.016252	0.003809	655219.000000	intergenic	0.018151	0.151983	True	True	True	-0.025168	0.954696	152.264000	8	-0.000905	-0.170618	1	2	0.383981	0.376743	False
chr4	118179675	118180293	Rps8	0.052374	0.564285	112.433091	0.005019	0.001067	0.017193	0.174097	108.072153	0.001611	0.000301	1023741.000000	promoter	-0.035181	-0.390188	True	True	True	-0.035171	0.955930	94.924771	12	-0.005783	-1.001020	3	6	0.460413	0.391014	False
chr7	4136788	4137405	Rps9	0.042770	0.839779	63.229716	0.013281	0.003240	0.025963	0.505083	66.834614	0.007557	0.001771	433104.500000	promoter	-0.016807	-0.334696	True	True	True	-0.130742	0.683291	104.275874	6	-0.000553	-0.165408	1	2	0.558834	0.555518	False
chr9	123529508	123530027	Rpsa	0.021077	0.264990	68.434001	0.003872	0.000708	0.005896	0.078820	63.385736	0.001243	0.000217	3402079.500000	promoter	-0.015181	-0.186170	True	True	True	0.102765	0.815502	316.629104	4	0.000901	0.246343	1	1	0.248857	0.252460	False
chr11	119857997	119858497	Rptor	0.037930	0.735774	40.235925	0.018287	0.004777	0.051260	1.000133	38.358362	0.026073	0.006945	255343.000000	genic	0.013330	0.264359	True	True	True	-0.031911	0.860495	2748.678554	8	0.001586	0.280321	2	1	0.290768	0.303454	False
chr17	25919477	25920417	Rpusd1	0.028402	0.881478	193.011850	0.004567	0.000892	0.017363	0.548752	187.321852	0.002929	0.000416	192278.000000	promoter	-0.011039	-0.332726	True	True	True	0.178678	0.681411	66.521735	4	-0.000227	0.022378	0	1	0.089792	0.088883	False
chr2	118901080	118901580	Rpusd2	0.026541	0.321871	25.781953	0.012484	0.003170	0.037166	0.448709	27.731259	0.016181	0.004307	133459.000000	genic	0.010625	0.126838	True	True	True	-0.223540	0.542338	32.124646	7	0.002326	0.178053	1	0	0.341406	0.357685	False
chr6	113306470	113307386	Rpusd3	0.083534	1.224054	94.074835	0.013011	0.003289	0.070177	0.975475	85.056260	0.011469	0.002801	112412.000000	promoter	-0.013357	-0.248579	True	True	True	-0.141563	0.866556	16.411046	8	-0.005248	-0.912580	0	1	0.436884	0.394903	False
chr9	35199720	35200541	Rpusd4	0.033086	0.298575	13.838182	0.021576	0.005877	0.020401	0.165461	10.868129	0.015224	0.003708	67733.500000	promoter	-0.012685	-0.133114	True	True	True	-0.263960	0.604259	25.635866	6	0.000007	-0.385552	1	1	0.422274	0.422317	False
chr8	109565536	109566141	Rrad	0.000794	0.003869	71.602756	0.000054	0.000000	0.027783	0.140448	69.490294	0.002021	0.000347	4934511.500000	promoter	0.026989	0.136579	False	True	True	-0.427464	0.788676	3.153953	13	0.003411	0.310846	4	2	0.477094	0.521435	False
chr4	86611805	86612376	Rraga	0.159667	1.171847	32.919136	0.035598	0.010280	0.182696	1.210557	34.607104	0.034980	0.010048	36423.500000	promoter	0.023029	0.038710	True	True	True	0.030622	0.947008	225.725376	4	0.006348	-0.017734	1	0	0.260769	0.286162	False
chrX	151803075	151803575	Rragb	0.013251	0.142744	48.296795	0.002956	0.000593	0.028783	0.306029	50.598154	0.006048	0.001260	1336655.000000	genic	0.015532	0.163285	True	True	True	-0.040395	0.894973	389.116760	8	0.001124	0.068765	3	2	0.191313	0.200305	False
chr4	123904581	123905162	Rragc	0.298983	3.651600	57.294179	0.063734	0.017371	0.271724	3.324577	55.348579	0.060066	0.015746	12573.500000	promoter	-0.027259	-0.327023	True	True	True	-0.103674	0.559842	251.028705	3	-0.007880	-0.281196	0	1	0.370509	0.346868	False
chr4	33031025	33032055	Rragd	0.055104	0.412008	22.258263	0.018510	0.004445	0.072487	0.487141	23.103540	0.021085	0.005371	48504.000000	promoter	0.017383	0.075133	True	True	True	0.093343	0.406098	492.285749	10	-0.000144	-0.477212	1	1	0.617995	0.616551	False
chr7	44929246	44930006	Rras	0.066598	3.166528	209.364510	0.015124	0.003867	0.086185	4.396945	207.327098	0.021208	0.005862	88334.000000	promoter	0.019587	1.230417	True	True	True	-0.095923	0.897124	18.664551	7	0.003724	3.201668	2	0	0.539256	0.565326	False
chr7	113513395	113514083	Rras2	0.043515	0.468846	66.270181	0.007075	0.001611	0.023697	0.189488	61.733605	0.003069	0.000635	604042.000000	promoter	-0.019818	-0.279358	True	True	True	0.078957	0.722512	312.769426	6	-0.001335	-0.548296	0	1	0.174318	0.166309	False
chr2	144164913	144165882	Rrbp1	0.027345	0.387896	15.446080	0.025113	0.006989	0.019099	0.281441	10.911953	0.025792	0.007194	154134.500000	genic	-0.008246	-0.106455	True	True	True	-0.238121	0.019441	539.816786	3	-0.001618	-0.022572	0	0	0.088942	0.084088	False
chr13	32801775	32802287	Rreb1	0.052029	0.087566	46.667516	0.001876	0.000321	0.001345	0.002512	46.895102	0.000054	0.000000	4976368.000000	promoter	-0.050684	-0.085054	True	False	True	0.204974	0.161694	726.886523	12	-0.005155	-0.051189	3	4	0.349162	0.287299	False
chr7	102209663	102210717	Rrm1	0.094408	0.941565	65.278074	0.014424	0.003725	0.113862	1.168577	67.921427	0.017205	0.004511	231504.000000	promoter	0.019454	0.227012	True	True	True	0.424154	0.000278	220.192676	6	0.002022	0.188155	1	1	0.219692	0.231823	False
chr12	29290922	29291422	Rrm2	0.001549	0.006245	107.147555	0.000058	0.000000	0.041184	0.176519	105.184211	0.001678	0.000289	4582932.000000	intergenic	0.039635	0.170274	False	True	True	0.621172	0.689241	2.940265	16	-0.003296	-0.085121	5	7	0.551049	0.498313	False
chr15	38300456	38301298	Rrm2b	0.035978	0.449722	60.501421	0.007433	0.001757	0.010140	0.117533	51.978582	0.002261	0.000379	339559.000000	promoter	-0.025838	-0.332189	True	True	True	0.244870	0.210756	137.104795	8	-0.004557	-0.605217	1	3	0.201026	0.164572	False
chr16	13109433	13110130	Rrn3	0.024353	0.218903	60.407342	0.003624	0.000769	0.055690	0.527503	58.871956	0.008960	0.002049	670925.500000	promoter	0.031337	0.308600	True	True	True	0.105819	0.500898	354.313979	9	0.003878	0.511803	2	1	0.374725	0.409628	False
chr10	78425418	78426003	Rrp1	0.047046	0.797849	14.081932	0.056658	0.014303	0.050367	0.844211	14.255655	0.059219	0.015436	12667.500000	promoter	0.003321	0.046362	True	True	True	0.103833	0.564397	533.901724	3	0.002056	0.081517	0	0	0.110548	0.116715	False
chr19	41829616	41830219	Rrp12	0.128815	2.052542	73.509997	0.027922	0.008038	0.068687	1.001709	50.247569	0.019935	0.005301	66255.500000	promoter	-0.060128	-1.050833	True	True	True	-0.028810	0.951975	86.762021	12	-0.001050	-1.062901	3	3	0.651088	0.638494	False
chr1	188077593	188078093	Rrp15	0.003701	0.008252	39.825398	0.000207	0.000000	0.035504	0.104967	39.690584	0.002645	0.000526	1328485.000000	genic	0.031803	0.096715	False	True	True	-0.059448	0.844663	119.520596	12	0.007874	0.439490	7	2	0.220315	0.314806	False
chr17	34603440	34604511	Rrp1b	0.041249	0.432620	192.699678	0.002245	0.000417	0.015327	0.163223	192.440390	0.000848	0.000145	2567876.500000	promoter	-0.025922	-0.269397	True	True	True	0.091544	0.681921	181.758102	8	0.001916	0.205469	2	1	0.261613	0.276941	False
chr15	83172342	83172842	Rrp7a	0.081048	0.717025	20.269772	0.035374	0.010525	0.064021	0.587538	18.554702	0.031665	0.009197	49791.000000	promoter	-0.017027	-0.129487	True	True	True	0.030682	0.957383	85.922679	7	-0.004418	-0.169496	1	1	0.346001	0.315076	False
chr7	105810849	105811395	Rrp8	0.200128	3.334306	66.120510	0.050428	0.015649	0.221045	3.663732	67.702311	0.054115	0.016892	73737.000000	promoter	0.020917	0.329426	True	True	True	-0.147508	0.725133	65.945696	7	0.000747	0.017346	2	1	0.803383	0.808612	False
chr9	106476699	106477284	Rrp9	0.371675	12.128235	86.621204	0.140015	0.039309	0.401905	13.425669	88.101965	0.152388	0.045625	1029.500000	promoter	0.030230	1.297434	True	True	True	-0.198091	0.677045	42.069558	11	0.000235	0.645172	1	1	0.722036	0.724626	False
chr1	9630046	9630546	Rrs1	0.089056	0.995073	43.695471	0.022773	0.006368	0.053734	0.567277	32.350214	0.017535	0.004641	84889.000000	genic	-0.035322	-0.427796	True	True	True	-0.189938	0.768149	34.334167	5	-0.011681	-0.786939	1	3	0.276422	0.218019	False
chr11	94498098	94499379	Rsad1	0.075531	1.329265	28.612879	0.046457	0.014493	0.102594	1.736233	38.450390	0.045155	0.014028	50516.500000	genic	0.027063	0.406968	True	True	True	-0.281743	0.378451	51.421946	10	0.001247	-0.014800	1	1	0.334228	0.346698	False
chr12	26205956	26206456	Rsad2	0.087689	0.324325	136.962081	0.002368	0.000341	0.034750	0.139160	121.499552	0.001145	0.000000	250246.000000	genic	-0.052939	-0.185165	True	False	True	0.373178	0.745685	5.337967	14	-0.001909	0.069490	5	6	0.576751	0.550029	False
chr3	103809194	103809879	Rsbn1	0.025430	0.542679	22.138525	0.024513	0.006935	0.035364	0.742716	23.589976	0.031484	0.009162	104582.500000	promoter	0.009934	0.200037	True	True	True	0.086231	0.562226	845.704689	4	0.004835	0.362697	0	0	0.128737	0.148078	False
chr7	99140891	99141570	Rsf1	0.004558	0.096473	142.709459	0.000676	0.000105	0.021280	0.423478	144.370829	0.002933	0.000580	1561342.500000	promoter	0.016722	0.327005	True	True	True	-0.054568	0.884933	286.649600	6	-0.001558	-0.490896	1	2	0.240827	0.231477	False
chr11	78301240	78301778	Rskr	0.092430	0.705130	8.347383	0.084473	0.025197	0.000000	0.000000	0.000000	0.000000	0.000000	10669.000000	promoter	-0.092430	-0.705130	True	False	True	0.284859	0.483447	27.131743	10	-0.043268	-3.300814	0	10	0.432675	0.000000	False
